Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key
cyanobacteria,dinoflagellate species,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,1,1,P120,2013,"('cyanobacteria', 'dinoflagellate species')"
cyanobacteria,dinoflagellates such,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,1,1,P004,2022,"('cyanobacteria', 'dinoflagellates such')"
cyanobacteria,dinoflagellates such as alexandrium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,1,1,P004,2022,"('cyanobacteria', 'dinoflagellates such as alexandrium')"
cyanobacteria,distinct toxin,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P125,2018,"('cyanobacteria', 'distinct toxin')"
cyanobacteria,distinct toxin profiles,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P125,2018,"('cyanobacteria', 'distinct toxin profiles')"
cyanobacteria,environmental conditions,SEMANTIC_CO_OCCURS,ENV_FACTOR,TAXON_GROUP,1,1,P104,2020,"('cyanobacteria', 'environmental conditions')"
cyanobacteria,evolutionary relationship,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,1,1,P175,2016,"('cyanobacteria', 'evolutionary relationship')"
cyanobacteria,exposed to cold stress,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_ENVIRONMENT,1,1,P005,2023,"('cyanobacteria', 'exposed to cold stress')"
cyanobacteria,expression of two,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_REGULATION,1,1,P134,2022,"('cyanobacteria', 'expression of two')"
cyanobacteria,expression patterns,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,1,1,P002,2025,"('cyanobacteria', 'expression patterns')"
cyanobacteria,fas,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,1,1,P010,2026,"('cyanobacteria', 'fas')"
cyanobacteria,fatty acid synthases,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,1,1,P010,2026,"('cyanobacteria', 'fatty acid synthases')"
cyanobacteria,freshwater dinoflagellate,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,1,1,P010,2026,"('cyanobacteria', 'freshwater dinoflagellate')"
cyanobacteria,gene expression,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_GENE_MECHANISM,1,1,P002,2025,"('cyanobacteria', 'gene expression')"
cyanobacteria,gene expression,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,1,1,P002,2025,"('cyanobacteria', 'gene expression')"
cyanobacteria,gene loss,SEMANTIC_CO_OCCURS,GENE_PRESENCE_ABSENCE,TAXON_GROUP,1,1,P126,2011,"('cyanobacteria', 'gene loss')"
cyanobacteria,gene sxta,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_GENE_MECHANISM,1,1,P116,2022,"('cyanobacteria', 'gene sxta')"
cyanobacteria,genes associated,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_GENE_MECHANISM,1,1,P004,2022,"('cyanobacteria', 'genes associated')"
cyanobacteria,genes have,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_GENE_MECHANISM,1,1,P126,2011,"('cyanobacteria', 'genes have')"
cyanobacteria,genes in dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_GENE_MECHANISM,1,1,P002,2025,"('cyanobacteria', 'genes in dinoflagellates')"
cyanobacteria,gonyautoxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,1,1,P125,2018,"('cyanobacteria', 'gonyautoxins')"
cyanobacteria,hgt,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,1,1,P122,2009,"('cyanobacteria', 'hgt')"
cyanobacteria,highest expression,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,1,1,P002,2025,"('cyanobacteria', 'highest expression')"
cyanobacteria,homology,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,1,1,P115,2024,"('cyanobacteria', 'homology')"
cyanobacteria,independent acquisition,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,1,1,P002,2025,"('cyanobacteria', 'independent acquisition')"
cyanobacteria,involved in stx biosynthesis,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P099,2016,"('cyanobacteria', 'involved in stx biosynthesis')"
cyanobacteria,less toxic,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P180,2010,"('cyanobacteria', 'less toxic')"
cyanobacteria,levels of psts,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P176,2020,"('cyanobacteria', 'levels of psts')"
cyanobacteria,limits for psts,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P025,2010,"('cyanobacteria', 'limits for psts')"
cyanobacteria,marine dinoflagellate gymnodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,1,1,P002,2025,"('cyanobacteria', 'marine dinoflagellate gymnodinium')"
cyanobacteria,marine dinoflagellate gymnodinium catenatum,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,1,1,P002,2025,"('cyanobacteria', 'marine dinoflagellate gymnodinium catenatum')"
cyanobacteria,marine toxic,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P116,2022,"('cyanobacteria', 'marine toxic')"
cyanobacteria,marine toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P172,2026,"('cyanobacteria', 'marine toxins')"
cyanobacteria,metabolic functions,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,1,1,P003,2023,"('cyanobacteria', 'metabolic functions')"
cyanobacteria,metabolic pathway,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,1,1,P124,2008,"('cyanobacteria', 'metabolic pathway')"
cyanobacteria,metabolic pathways,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,1,1,P124,2008,"('cyanobacteria', 'metabolic pathways')"
cyanobacteria,methionine,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,1,1,P004,2022,"('cyanobacteria', 'methionine')"
cyanobacteria,neosaxitoxin,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,1,1,P125,2018,"('cyanobacteria', 'neosaxitoxin')"
cyanobacteria,non-toxic strains,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P118,2013,"('cyanobacteria', 'non-toxic strains')"
cyanobacteria,other toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P177,2018,"('cyanobacteria', 'other toxins')"
cyanobacteria,phosphorus,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,1,1,P099,2016,"('cyanobacteria', 'phosphorus')"
cyanobacteria,phylogenetic tree,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,1,1,P115,2024,"('cyanobacteria', 'phylogenetic tree')"
cyanobacteria,phylogenetic tree,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_GENE_MECHANISM,1,1,P115,2024,"('cyanobacteria', 'phylogenetic tree')"
cyanobacteria,poisoning toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P025,2010,"('cyanobacteria', 'poisoning toxins')"
cyanobacteria,polyketide synthases,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,1,1,P010,2026,"('cyanobacteria', 'polyketide synthases')"
cyanobacteria,potentially toxic,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P104,2020,"('cyanobacteria', 'potentially toxic')"
cyanobacteria,precursor,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,1,1,P124,2008,"('cyanobacteria', 'precursor')"
cyanobacteria,presence of psts,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P024,2021,"('cyanobacteria', 'presence of psts')"
cyanobacteria,produce paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P134,2022,"('cyanobacteria', 'produce paralytic shellfish toxins')"
cyanobacteria,produce toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P134,2022,"('cyanobacteria', 'produce toxins')"
cyanobacteria,producing paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P140,2014,"('cyanobacteria', 'producing paralytic shellfish toxins')"
cyanobacteria,production of saxitoxin,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P117,2013,"('cyanobacteria', 'production of saxitoxin')"
cyanobacteria,pst biosynthesis,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,1,1,P175,2016,"('cyanobacteria', 'pst biosynthesis')"
cyanobacteria,pst biosynthesis,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P175,2016,"('cyanobacteria', 'pst biosynthesis')"
cyanobacteria,pst producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P180,2010,"('cyanobacteria', 'pst producing')"
cyanobacteria,pst producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,1,1,P180,2010,"('cyanobacteria', 'pst producing')"
cyanobacteria,pst profiles,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P176,2020,"('cyanobacteria', 'pst profiles')"
cyanobacteria,psts in shellfish,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P025,2010,"('cyanobacteria', 'psts in shellfish')"
cyanobacteria,pyrodinium bahamense,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,1,1,P004,2022,"('cyanobacteria', 'pyrodinium bahamense')"
cyanobacteria,pyrodinium bahamense,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,1,1,P004,2022,"('cyanobacteria', 'pyrodinium bahamense')"
cyanobacteria,pyrodinium bahamense var,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,1,1,P004,2022,"('cyanobacteria', 'pyrodinium bahamense var')"
cyanobacteria,rossmann fold,SEMANTIC_CO_OCCURS,GENE_DOMAIN,TAXON_GROUP,1,1,P003,2023,"('cyanobacteria', 'rossmann fold')"
cyanobacteria,s-adenosylmethionine,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,1,1,P004,2022,"('cyanobacteria', 's-adenosylmethionine')"
cyanobacteria,salinity,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,1,1,P003,2023,"('cyanobacteria', 'salinity')"
cyanobacteria,sam-dependent methyltransferase,SEMANTIC_CO_OCCURS,GENE_DOMAIN,TAXON_GROUP,1,1,P004,2022,"('cyanobacteria', 'sam-dependent methyltransferase')"
cyanobacteria,saxitoxin production,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P118,2013,"('cyanobacteria', 'saxitoxin production')"
cyanobacteria,secondary metabolite,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,1,1,P126,2011,"('cyanobacteria', 'secondary metabolite')"
cyanobacteria,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,1,1,P126,2011,"('cyanobacteria', 'secondary metabolites')"
cyanobacteria,shellfish poisoning toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P025,2010,"('cyanobacteria', 'shellfish poisoning toxins')"
cyanobacteria,short-chain dehydrogenase,SEMANTIC_CO_OCCURS,GENE_DOMAIN,TAXON_GROUP,1,1,P003,2023,"('cyanobacteria', 'short-chain dehydrogenase')"
cyanobacteria,strain of alexandrium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,1,1,P099,2016,"('cyanobacteria', 'strain of alexandrium')"
cyanobacteria,stx and its analogs,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P180,2010,"('cyanobacteria', 'stx and its analogs')"
cyanobacteria,stx eq,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P003,2023,"('cyanobacteria', 'stx eq')"
cyanobacteria,stxs biosynthesis,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P002,2025,"('cyanobacteria', 'stxs biosynthesis')"
cyanobacteria,sxta domains,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_GENE_MECHANISM,1,1,P116,2022,"('cyanobacteria', 'sxta domains')"
cyanobacteria,sxta1 and sxta4,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_GENE_MECHANISM,1,1,P004,2022,"('cyanobacteria', 'sxta1 and sxta4')"
cyanobacteria,sxtb,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,1,1,P118,2013,"('cyanobacteria', 'sxtb')"
cyanobacteria,sxtg,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,1,1,P118,2013,"('cyanobacteria', 'sxtg')"
cyanobacteria,sxto,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,1,1,P125,2018,"('cyanobacteria', 'sxto')"
cyanobacteria,sxtx,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,1,1,P084,2023,"('cyanobacteria', 'sxtx')"
cyanobacteria,sxty,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,1,1,P002,2025,"('cyanobacteria', 'sxty')"
cyanobacteria,sxtz,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,1,1,P122,2009,"('cyanobacteria', 'sxtz')"
cyanobacteria,synthesis genes,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_GENE_MECHANISM,1,1,P118,2013,"('cyanobacteria', 'synthesis genes')"
cyanobacteria,temperature,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_ENVIRONMENT,1,1,P005,2023,"('cyanobacteria', 'temperature')"
cyanobacteria,toxic alexandrium blooms,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P160,2014,"('cyanobacteria', 'toxic alexandrium blooms')"
cyanobacteria,toxic algal,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P033,2013,"('cyanobacteria', 'toxic algal')"
cyanobacteria,toxic and non-toxic,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P166,2026,"('cyanobacteria', 'toxic and non-toxic')"
cyanobacteria,toxic dinoflagellate alexandrium catenella,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P005,2023,"('cyanobacteria', 'toxic dinoflagellate alexandrium catenella')"
cyanobacteria,toxic dinoflagellate alexandrium tamarense,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P033,2013,"('cyanobacteria', 'toxic dinoflagellate alexandrium tamarense')"
cyanobacteria,toxic marine,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P010,2026,"('cyanobacteria', 'toxic marine')"
cyanobacteria,toxic marine dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P010,2026,"('cyanobacteria', 'toxic marine dinoflagellates')"
cyanobacteria,toxic strain,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P122,2009,"('cyanobacteria', 'toxic strain')"
cyanobacteria,toxigenic dinoflagellate,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P003,2023,"('cyanobacteria', 'toxigenic dinoflagellate')"
cyanobacteria,toxigenic dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P003,2023,"('cyanobacteria', 'toxigenic dinoflagellate alexandrium')"
cyanobacteria,toxigenic dinoflagellate alexandrium pacificum,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P003,2023,"('cyanobacteria', 'toxigenic dinoflagellate alexandrium pacificum')"
cyanobacteria,toxin accumulation,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P176,2020,"('cyanobacteria', 'toxin accumulation')"
cyanobacteria,toxin accumulation,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,1,1,P176,2020,"('cyanobacteria', 'toxin accumulation')"
cyanobacteria,toxin concentrations,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P160,2014,"('cyanobacteria', 'toxin concentrations')"
cyanobacteria,toxin contents,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P003,2023,"('cyanobacteria', 'toxin contents')"
cyanobacteria,toxin detection,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P176,2020,"('cyanobacteria', 'toxin detection')"
cyanobacteria,toxin genes,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_GENE_MECHANISM,1,1,P175,2016,"('cyanobacteria', 'toxin genes')"
cyanobacteria,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,TAXON_GROUP,1,1,P125,2018,"('cyanobacteria', 'toxin profile')"
cyanobacteria,toxin-producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,1,1,P138,2016,"('cyanobacteria', 'toxin-producing')"
cyanobacteria,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,TAXON_GROUP,1,1,P140,2014,"('cyanobacteria', 'toxin-producing')"
cyanobacteria,toxin-producing dinoflagellate,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P140,2014,"('cyanobacteria', 'toxin-producing dinoflagellate')"
cyanobacteria,toxin-producing dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P140,2014,"('cyanobacteria', 'toxin-producing dinoflagellate alexandrium')"
cyanobacteria,toxins in shellfish,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P021,2026,"('cyanobacteria', 'toxins in shellfish')"
cyanobacteria,toxins produced,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P177,2018,"('cyanobacteria', 'toxins produced')"
cyanobacteria,toxins such,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P177,2018,"('cyanobacteria', 'toxins such')"
cyanobacteria,toxins that cause,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P176,2020,"('cyanobacteria', 'toxins that cause')"
cyanobacteria,transcriptional regulation,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,1,1,P005,2023,"('cyanobacteria', 'transcriptional regulation')"
cyanobacteria,transcriptional responses,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,TAXON_GROUP,1,1,P099,2016,"('cyanobacteria', 'transcriptional responses')"
cyanobacteria,transcriptomic comparison,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,TAXON_GROUP,1,1,P002,2025,"('cyanobacteria', 'transcriptomic comparison')"
cyanobacteria,two toxic,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,1,1,P116,2022,"('cyanobacteria', 'two toxic')"
cyanobacteria and dinoflagellates,dinoflagellate alexandrium catenella,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P005,2023,"('cyanobacteria and dinoflagellates', 'dinoflagellate alexandrium catenella')"
cyanobacteria and dinoflagellates,dinoflagellate alexandrium tamarense,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P138,2016,"('cyanobacteria and dinoflagellates', 'dinoflagellate alexandrium tamarense')"
cyanobacteria and dinoflagellates,dinoflagellates such,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P004,2022,"('cyanobacteria and dinoflagellates', 'dinoflagellates such')"
cyanobacteria and dinoflagellates,dinoflagellates such as alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P004,2022,"('cyanobacteria and dinoflagellates', 'dinoflagellates such as alexandrium')"
cyanobacteria and dinoflagellates,distinct toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P125,2018,"('cyanobacteria and dinoflagellates', 'distinct toxin')"
cyanobacteria and dinoflagellates,distinct toxin profiles,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P125,2018,"('cyanobacteria and dinoflagellates', 'distinct toxin profiles')"
cyanobacteria and dinoflagellates,divergence,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_TAXON,1,1,P176,2020,"('cyanobacteria and dinoflagellates', 'divergence')"
cyanobacteria and dinoflagellates,eukaryotic dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P175,2016,"('cyanobacteria and dinoflagellates', 'eukaryotic dinoflagellates')"
cyanobacteria and dinoflagellates,evolutionary relationship,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_TAXON,1,1,P175,2016,"('cyanobacteria and dinoflagellates', 'evolutionary relationship')"
cyanobacteria and dinoflagellates,exposed to cold stress,SEMANTIC_CO_OCCURS,PHRASE_ENVIRONMENT,PHRASE_TAXON,1,1,P005,2023,"('cyanobacteria and dinoflagellates', 'exposed to cold stress')"
cyanobacteria and dinoflagellates,gene cluster,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P125,2018,"('cyanobacteria and dinoflagellates', 'gene cluster')"
cyanobacteria and dinoflagellates,genes associated,SEMANTIC_CO_OCCURS,PHRASE_GENE_MECHANISM,PHRASE_TAXON,1,1,P004,2022,"('cyanobacteria and dinoflagellates', 'genes associated')"
cyanobacteria and dinoflagellates,gonyautoxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P125,2018,"('cyanobacteria and dinoflagellates', 'gonyautoxins')"
cyanobacteria and dinoflagellates,involved in stx,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P118,2013,"('cyanobacteria and dinoflagellates', 'involved in stx')"
cyanobacteria and dinoflagellates,involved in toxin,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P118,2013,"('cyanobacteria and dinoflagellates', 'involved in toxin')"
cyanobacteria and dinoflagellates,levels of psts,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P176,2020,"('cyanobacteria and dinoflagellates', 'levels of psts')"
cyanobacteria and dinoflagellates,methionine,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,1,1,P004,2022,"('cyanobacteria and dinoflagellates', 'methionine')"
cyanobacteria and dinoflagellates,neosaxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,1,1,P125,2018,"('cyanobacteria and dinoflagellates', 'neosaxitoxin')"
cyanobacteria and dinoflagellates,neurotoxin saxitoxin,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P125,2018,"('cyanobacteria and dinoflagellates', 'neurotoxin saxitoxin')"
cyanobacteria and dinoflagellates,non-toxic species,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P118,2013,"('cyanobacteria and dinoflagellates', 'non-toxic species')"
cyanobacteria and dinoflagellates,non-toxic strains,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P118,2013,"('cyanobacteria and dinoflagellates', 'non-toxic strains')"
cyanobacteria and dinoflagellates,other toxic,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P004,2022,"('cyanobacteria and dinoflagellates', 'other toxic')"
cyanobacteria and dinoflagellates,other toxins,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P177,2018,"('cyanobacteria and dinoflagellates', 'other toxins')"
cyanobacteria and dinoflagellates,producing dinoflagellate alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P005,2023,"('cyanobacteria and dinoflagellates', 'producing dinoflagellate alexandrium')"
cyanobacteria and dinoflagellates,producing dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P118,2013,"('cyanobacteria and dinoflagellates', 'producing dinoflagellates')"
cyanobacteria and dinoflagellates,prokaryotic cyanobacteria,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TAXON,1,1,P175,2016,"('cyanobacteria and dinoflagellates', 'prokaryotic cyanobacteria')"
cyanobacteria and dinoflagellates,pst biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,PHRASE_TAXON,1,1,P175,2016,"('cyanobacteria and dinoflagellates', 'pst biosynthesis')"
cyanobacteria and dinoflagellates,pst biosynthesis,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P175,2016,"('cyanobacteria and dinoflagellates', 'pst biosynthesis')"
cyanobacteria and dinoflagellates,pst production,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,1,1,P175,2016,"('cyanobacteria and dinoflagellates', 'pst production')"
cyanobacteria and dinoflagellates,pst profiles,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,1,1,P176,2020,"('cyanobacteria and dinoflagellates', 'pst profiles')"
cyanobacteria and dinoflagellates,pyrodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,1,1,P004,2022,"('cyanobacteria and dinoflagellates', 'pyrodinium')"
