Source,Source_Type,Target,Target_Type,Hypothesis_Class,Score,Bridge_Score,Common_Neighbors,Distinct_Bridge_Types,Adamic_Adar,Jaccard,Preferential_Attachment,Degree_Source,Degree_Target,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Source_Target_Similarity,Embedding_Bridge_Mean_Similarity,Node2Vec_Integrated_Score,ML_Probability,Final_AI_Rank_Score
toxicity,BIOLOGICAL_PROCESS,expression,BIOLOGICAL_PROCESS,semantic_hypothesis,575.226447872181,195.0,41,7,10.87989060275715,0.5466666666666666,3264,68,48,dinoflagellate; alexandrium; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_catenella; regulation; alexandrium_minutum; biosynthesis; cyanobacteria; alexandrium_tamarense; nutrient; sxta; phylogenetic; toxin_production; alexandrium_fundyense; bloom; light; evolution,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
neosaxitoxin,TOXIN,lyngbya,CYANO_TAXON,semantic_hypothesis,121.98813206369336,20.0,14,6,3.3661590551025027,0.3255813953488372,756,36,21,dinoflagellates; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; hplc; pyrodinium; alexandrium; toxicity; mass_spectrometry; toxin_production; bloom; gymnodinium; paralytic_shellfish_poisoning; biosynthesis,DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_catenella,DINO_TAXON,secondary_metabolism,BIOLOGICAL_PROCESS,semantic_hypothesis,121.93082501519471,17.0,17,5,4.298745840930701,0.3333333333333333,900,50,18,saxitoxin; pyrodinium; temperature; dinoflagellate; salinity; toxicity; toxin_production; nitrate; bloom; nutrients; light; hplc; nitrogen; nutrient; regulation; pyrodinium_bahamense; dinoflagellates,TOXIN; DINO_TAXON; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_minutum,DINO_TAXON,secondary_metabolism,BIOLOGICAL_PROCESS,semantic_hypothesis,121.52852616462002,17.0,17,5,4.298745840930701,0.293103448275862,1026,57,18,saxitoxin; pyrodinium; temperature; dinoflagellate; salinity; toxicity; toxin_production; nitrate; bloom; nutrients; light; hplc; nitrogen; nutrient; regulation; pyrodinium_bahamense; dinoflagellates,TOXIN; DINO_TAXON; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
sxt_genes,SXT_GENE,sxtb,SXT_GENE,semantic_hypothesis,121.20422831305235,19.0,14,6,3.4809020353140645,0.4242424242424242,510,30,17,cyanobacterial; cyanobacteria; dinoflagellate; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; transcriptome; evolution; sxtg; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; biosynthesis,CYANO_TAXON; CYANO_TAXON; DINO_TAXON; SXT_GENE; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; SXT_GENE; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
evolution,BIOLOGICAL_PROCESS,resting_cyst,BIOLOGICAL_PROCESS,semantic_hypothesis,120.9960546098426,22.0,14,5,3.4071182140121987,0.3181818181818182,672,42,16,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; mouse_bioassay; alexandrium_tamarense; gymnodinium; bloom; paralytic_shellfish_poisoning; hplc; gymnodinium_catenatum; phylogeny; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; ENV_FACTOR; TOXIN; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cylindrospermopsis,CYANO_TAXON,climate,ENV_FACTOR,semantic_hypothesis,120.75411544848548,23.0,12,6,2.838596185781196,0.3076923076923077,644,28,23,saxitoxin; paralytic_shellfish_toxins; toxicity; paralytic_shellfish_poisoning; dinoflagellates; cyanobacterial; cyanobacteria; alexandrium; dinoflagellate; bloom; sxta; biosynthesis,TOXIN; TOXIN; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nitrate,ENV_FACTOR,transcription,BIOLOGICAL_PROCESS,semantic_hypothesis,120.28692987544014,26.0,13,4,3.1318370307433305,0.3023255813953488,703,37,19,alexandrium; saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; regulation; dinoflagellates; alexandrium_fundyense; gymnodinium; bloom; alexandrium_catenella; alexandrium_minutum; gymnodinium_catenatum,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DINO_TAXON; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,transcription,BIOLOGICAL_PROCESS,semantic_hypothesis,120.1834334051564,26.0,13,4,3.1144439753054733,0.2954545454545454,722,38,19,alexandrium; saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; regulation; dinoflagellates; gymnodinium; bloom; alexandrium_catenella; alexandrium_minutum; gymnodinium_catenatum; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,lyngbya,CYANO_TAXON,semantic_hypothesis,119.84342922131611,19.0,14,6,3.3661590551025027,0.3111111111111111,798,38,21,dinoflagellates; saxitoxin; paralytic_shellfish_toxins; hplc; cyanobacteria; pyrodinium; alexandrium; toxicity; mass_spectrometry; toxin_production; bloom; gymnodinium; paralytic_shellfish_poisoning; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DETECTION_METHOD; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,aphanizomenon,CYANO_TAXON,semantic_hypothesis,119.4369435500964,25.0,12,5,2.854835411411834,0.2727272727272727,780,30,26,saxitoxin; dinoflagellate; paralytic_shellfish_toxins; alexandrium; dinoflagellates; biosynthesis; toxicity; gymnodinium; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; hplc,TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
climate,ENV_FACTOR,warming,ENV_FACTOR,semantic_hypothesis,118.55536225748948,23.0,14,4,3.435575865586846,0.3684210526315789,667,23,29,saxitoxin; alexandrium; dinoflagellate; toxicity; bloom; alexandrium_ostenfeldii; alexandrium_fundyense; temperature; toxin_production; paralytic_shellfish_poisoning; nitrogen; nutrient; dinoflagellates; biosynthesis,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gene_expression,BIOLOGICAL_PROCESS,lyngbya,CYANO_TAXON,semantic_hypothesis,118.44532007629836,20.0,13,6,3.1372941844906483,0.3170731707317073,693,33,21,cyanobacteria; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; alexandrium; toxin_production; gymnodinium; anabaena; bloom; paralytic_shellfish_poisoning; sxta; biosynthesis,CYANO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; CYANO_TAXON; ENV_FACTOR; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,horizontal_gene_transfer,BIOLOGICAL_PROCESS,semantic_hypothesis,118.22876914547498,23.0,14,4,3.4070674995667574,0.3414634146341463,750,30,25,saxitoxin; saxitoxin_biosynthesis; biosynthesis; dinoflagellates; paralytic_shellfish_toxins; alexandrium_fundyense; dinoflagellate; alexandrium; gymnodinium; toxin_biosynthesis; paralytic_shellfish_poisoning; alexandrium_minutum; nitrogen; gymnodinium_catenatum,TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
light,ENV_FACTOR,nitrogen_limitation,ENV_FACTOR,semantic_hypothesis,118.14138489242092,19.0,15,5,3.6555981065878265,0.2830188679245283,867,51,17,alexandrium; dinoflagellate; nitrogen; nutrient; cyanobacteria; paralytic_shellfish_toxins; alexandrium_fundyense; toxicity; alexandrium_tamarense; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; expression; dinoflagellates; biosynthesis,DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; CYANO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
anabaena,CYANO_TAXON,irradiance,ENV_FACTOR,semantic_hypothesis,117.3514842729584,24.0,12,5,2.842408803145865,0.2666666666666666,756,36,21,alexandrium; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; toxicity; gymnodinium; bloom; alexandrium_minutum; hplc; gymnodinium_catenatum,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; DETECTION_METHOD; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phylogeny,BIOLOGICAL_PROCESS,irradiance,ENV_FACTOR,semantic_hypothesis,117.34730050267795,24.0,12,5,2.840316918005644,0.2666666666666666,756,36,21,alexandrium; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; toxicity; gymnodinium; toxin_production; bloom; hplc; gymnodinium_catenatum,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_catenella,DINO_TAXON,gene_duplication,BIOLOGICAL_PROCESS,semantic_hypothesis,117.1175357008838,19.0,16,4,4.049333888177744,0.3018867924528302,950,50,19,alexandrium; dinoflagellate; biosynthesis; saxitoxin; transcriptome; alexandrium_fundyense; pyrodinium; sxt_genes; evolution; saxitoxin_biosynthesis; gymnodinium; gymnodinium_catenatum; sxta; expression; pyrodinium_bahamense; dinoflagellates,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
pyrodinium_bahamense,DINO_TAXON,resting_cyst,BIOLOGICAL_PROCESS,semantic_hypothesis,117.02118896447972,22.0,13,5,3.1564278155732017,0.2708333333333333,720,45,16,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; bloom; mouse_bioassay; gymnodinium; paralytic_shellfish_poisoning; hplc; gymnodinium_catenatum; phylogeny; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
regulation,BIOLOGICAL_PROCESS,resting_cyst,BIOLOGICAL_PROCESS,semantic_hypothesis,116.90918702596294,22.0,13,5,3.128062900736575,0.2653061224489796,736,46,16,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; bloom; mouse_bioassay; alexandrium_tamarense; gymnodinium; paralytic_shellfish_poisoning; hplc; gymnodinium_catenatum; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
pyrodinium,DINO_TAXON,resting_cyst,BIOLOGICAL_PROCESS,semantic_hypothesis,116.76568581982563,22.0,13,5,3.1564278155732017,0.2452830188679245,800,50,16,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; bloom; mouse_bioassay; gymnodinium; paralytic_shellfish_poisoning; hplc; gymnodinium_catenatum; phylogeny; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DETECTION_METHOD; DINO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_fundyense,DINO_TAXON,resting_cyst,BIOLOGICAL_PROCESS,semantic_hypothesis,116.75612580147316,22.0,13,5,3.128062900736575,0.25,784,49,16,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; bloom; alexandrium_tamarense; gtx; gymnodinium; paralytic_shellfish_poisoning; hplc; gymnodinium_catenatum; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_minutum,DINO_TAXON,gene_duplication,BIOLOGICAL_PROCESS,semantic_hypothesis,116.735416861983,19.0,16,4,4.034375097658161,0.2666666666666666,1083,57,19,alexandrium; dinoflagellate; biosynthesis; saxitoxin; transcriptome; alexandrium_fundyense; pyrodinium; evolution; gymnodinium; saxitoxin_biosynthesis; sxtg; gymnodinium_catenatum; sxta; expression; pyrodinium_bahamense; dinoflagellates,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
transcriptome,BIOLOGICAL_PROCESS,irradiance,ENV_FACTOR,semantic_hypothesis,116.69090578118352,24.0,13,4,3.134926574802288,0.3421052631578947,630,30,21,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; alexandrium_minutum; paralytic_shellfish_toxins; alexandrium_fundyense; toxin_production; bloom; alexandrium_catenella; light; nutrient,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
nutrient,ENV_FACTOR,resting_cyst,BIOLOGICAL_PROCESS,semantic_hypothesis,116.66353320888057,22.0,13,5,3.128062900736575,0.2407407407407407,816,51,16,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; bloom; alexandrium_tamarense; gtx; gymnodinium; paralytic_shellfish_poisoning; hplc; gymnodinium_catenatum; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,resting_cyst,BIOLOGICAL_PROCESS,semantic_hypothesis,116.19551974086708,21.0,13,5,3.128062900736575,0.3939393939393939,480,30,16,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium; toxicity; alexandrium_tamarense; gtx; bloom; gymnodinium; paralytic_shellfish_poisoning; hplc; gymnodinium_catenatum; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gymnodinium_catenatum,DINO_TAXON,secondary_metabolism,BIOLOGICAL_PROCESS,semantic_hypothesis,115.79545774627132,16.0,16,5,4.0417966697458265,0.2711864406779661,1026,57,18,saxitoxin; pyrodinium; temperature; dinoflagellate; salinity; toxicity; toxin_production; nitrate; bloom; nutrients; light; hplc; nutrient; regulation; pyrodinium_bahamense; dinoflagellates,TOXIN; DINO_TAXON; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
anabaena,CYANO_TAXON,resting_cyst,BIOLOGICAL_PROCESS,semantic_hypothesis,115.60165292053894,21.0,13,5,3.1341597936028016,0.3333333333333333,576,36,16,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium; bloom; toxicity; alexandrium_tamarense; gymnodinium; paralytic_shellfish_poisoning; hplc; gymnodinium_catenatum; phylogeny; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gymnodinium,DINO_TAXON,secondary_metabolism,BIOLOGICAL_PROCESS,semantic_hypothesis,115.58359333949166,16.0,16,5,4.0417966697458265,0.25,1116,62,18,saxitoxin; pyrodinium; temperature; dinoflagellate; salinity; toxicity; toxin_production; nitrate; bloom; nutrients; light; hplc; nutrient; regulation; pyrodinium_bahamense; dinoflagellates,TOXIN; DINO_TAXON; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
biosynthesis,BIOLOGICAL_PROCESS,secondary_metabolism,BIOLOGICAL_PROCESS,semantic_hypothesis,115.46751337873172,16.0,16,5,4.039726838619591,0.2388059701492537,1170,65,18,saxitoxin; pyrodinium; temperature; dinoflagellate; salinity; toxicity; toxin_production; bloom; light; hplc; nitrogen; nutrient; regulation; pyrodinium_bahamense; dinoflagellates; warming,TOXIN; DINO_TAXON; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR; DETECTION_METHOD; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
sxtg,SXT_GENE,sxtu,SXT_GENE,semantic_hypothesis,114.97346171335208,17.0,15,5,3.7010165709617584,0.3571428571428571,756,36,21,saxitoxin; cyanobacteria; cyanobacterial; paralytic_shellfish_toxins; dinoflagellate; sxt_genes; gymnodinium; saxitoxin_biosynthesis; dinoflagellates; paralytic_shellfish_poisoning; gymnodinium_catenatum; sxta; expression; phylogenetic; biosynthesis,TOXIN; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; TOXIN; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,horizontal_gene_transfer,BIOLOGICAL_PROCESS,semantic_hypothesis,114.8478701605442,21.0,13,5,3.123935080272103,0.26,950,38,25,saxitoxin; paralytic_shellfish_poisoning; dinoflagellates; cyanobacteria; paralytic_shellfish_toxins; dinoflagellate; alexandrium; gymnodinium; toxin_biosynthesis; alexandrium_minutum; nitrogen; gymnodinium_catenatum; biosynthesis,TOXIN; TOXIN; DINO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterial,CYANO_TAXON,nitrogen_limitation,ENV_FACTOR,semantic_hypothesis,114.2653445278588,17.0,15,5,3.717577924306752,0.2830188679245283,867,51,17,alexandrium; dinoflagellate; cyanobacteria; paralytic_shellfish_toxins; alexandrium_fundyense; climate; toxicity; alexandrium_tamarense; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; expression; dinoflagellates; biosynthesis,DINO_TAXON; DINO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
aphanizomenon,CYANO_TAXON,transcriptomic,BIOLOGICAL_PROCESS,semantic_hypothesis,114.03363628500556,24.0,11,5,2.606561732246377,0.282051282051282,624,26,24,dinoflagellate; paralytic_shellfish_toxins; alexandrium; paralytic_shellfish_poisoning; saxitoxin; cyanobacteria; dinoflagellates; biosynthesis; toxicity; evolution; bloom,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; CYANO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
gtx,TOXIN,lyngbya,CYANO_TAXON,semantic_hypothesis,113.98703111974284,18.0,13,6,3.110536836467171,0.2765957446808511,819,39,21,dinoflagellates; saxitoxin; paralytic_shellfish_toxins; hplc; cyanobacteria; alexandrium; toxicity; mass_spectrometry; toxin_production; bloom; gymnodinium; paralytic_shellfish_poisoning; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DETECTION_METHOD; CYANO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterium,CYANO_TAXON,resting_cyst,BIOLOGICAL_PROCESS,semantic_hypothesis,113.76963931498666,20.0,13,5,3.128062900736575,0.3513513513513513,544,34,16,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; alexandrium; mouse_bioassay; toxicity; alexandrium_tamarense; gymnodinium; bloom; paralytic_shellfish_poisoning; hplc; gymnodinium_catenatum; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; DETECTION_METHOD; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; ENV_FACTOR; TOXIN; DETECTION_METHOD; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
temperature,ENV_FACTOR,lyngbya,CYANO_TAXON,semantic_hypothesis,113.704991184368,18.0,13,6,3.102495592184004,0.25,924,44,21,dinoflagellates; saxitoxin; paralytic_shellfish_toxins; hplc; pyrodinium; alexandrium; toxicity; toxin_production; gymnodinium; bloom; paralytic_shellfish_poisoning; sxta; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
climate,ENV_FACTOR,irradiance,ENV_FACTOR,semantic_hypothesis,113.50776694569244,24.0,12,4,2.8788834728462227,0.375,483,23,21,alexandrium; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; alexandrium_fundyense; temperature; toxicity; toxin_production; bloom; nutrient,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
