Source,Target,Source_Type,Target_Type,Relation,Group,Weight,Paper_Count,Paper_IDs,Years,Relation_Hints,Edge_Key,Transfer_Match
biosynthetic gene,sxta gene,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('biosynthetic gene', 'sxta gene')",1
biosynthetic gene,toxin biosynthesis,PHRASE_GENE_MECHANISM,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('biosynthetic gene', 'toxin biosynthesis')",1
biosynthetic gene,toxin production,PHRASE_GENE_MECHANISM,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('biosynthetic gene', 'toxin production')",1
biosynthetic gene,toxin profile,PHRASE_GENE_MECHANISM,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('biosynthetic gene', 'toxin profile')",1
biosynthetic gene,toxin profiles,PHRASE_GENE_MECHANISM,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('biosynthetic gene', 'toxin profiles')",1
biosynthetic genes,paralytic shellfish toxins,PHRASE_GENE_MECHANISM,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('biosynthetic genes', 'paralytic shellfish toxins')",1
biosynthetic genes,stx biosynthesis,PHRASE_GENE_MECHANISM,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('biosynthetic genes', 'stx biosynthesis')",1
biosynthetic genes,stx production,PHRASE_GENE_MECHANISM,PHRASE_TOXIN_PHENOTYPE,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('biosynthetic genes', 'stx production')",1
biosynthetic genes,sxt gene,PHRASE_GENE_MECHANISM,PHRASE_GENE_MECHANISM,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('biosynthetic genes', 'sxt gene')",1
biosynthetic genes,toxin biosynthesis,PHRASE_GENE_MECHANISM,PHRASE_BIOSYNTHESIS,SEMANTIC_PHRASE_ASSOCIATION,cyano_train,1,1,CYANO_PHRASE,-1,,"('biosynthetic genes', 'toxin biosynthesis')",1
biosynthetic mechanism,PST biosynthesis,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,1,1,26316331,2016,EVOLUTIONARY_LINK;INVOLVED_IN,"('biosynthetic mechanism', 'pst biosynthesis')",1
biosynthetic mechanism,evolution,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,26316331,2016,EVOLUTIONARY_LINK;INVOLVED_IN,"('biosynthetic mechanism', 'evolution')",1
biosynthetic mechanism,evolutionary relationship,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,26316331,2016,EVOLUTIONARY_LINK;INVOLVED_IN,"('biosynthetic mechanism', 'evolutionary relationship')",1
biosynthetic pathway,Evolution,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,23966031,2013,EVOLUTIONARY_LINK,"('biosynthetic pathway', 'evolution')",1
biosynthetic pathway,toxin production,BIOSYNTHETIC_SYSTEM,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,35198665,2022,ASSOCIATED_WITH,"('biosynthetic pathway', 'toxin production')",1
biosynthetic pathways,evolution,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,23051004,2013,EVOLUTIONARY_LINK,"('biosynthetic pathways', 'evolution')",1
clade,Conserved,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'conserved')",1
clade,STX biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'stx biosynthesis')",1
clade,STX biosynthesis genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'stx biosynthesis genes')",1
clade,evolution,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,34023075,2021,EVOLUTIONARY_LINK,"('clade', 'evolution')",1
clade,phylogenetic tree,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,32307073,2020,EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'phylogenetic tree')",1
clade,saxitoxin biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,1,1,38943258,2024,EVOLUTIONARY_LINK,"('clade', 'saxitoxin biosynthesis')",1
clade,sxtA,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,30502809,2018,EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'sxta')",1
clade,sxtA4,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'sxta4')",1
clade,sxtA4 domain,EVOLUTIONARY_PROCESS,GENE_DOMAIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'sxta4 domain')",1
clade,sxtD,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'sxtd')",1
clade,sxtH,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'sxth')",1
clade,sxtI,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'sxti')",1
clade,sxtS,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'sxts')",1
clade,sxtU,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('clade', 'sxtu')",1
climate change,Saxitoxin,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,39265222,2024,INCREASES,"('climate change', 'saxitoxin')",1
comparative transcriptomics,Expression levels,REGULATION_EXPRESSION,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'expression levels')",1
comparative transcriptomics,Phylogenetic tree,REGULATION_EXPRESSION,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'phylogenetic tree')",1
comparative transcriptomics,STX biosynthesis,REGULATION_EXPRESSION,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'stx biosynthesis')",1
comparative transcriptomics,STX biosynthesis genes,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'stx biosynthesis genes')",1
comparative transcriptomics,expression levels,REGULATION_EXPRESSION,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'expression levels')",1
comparative transcriptomics,gene transfer,REGULATION_EXPRESSION,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'gene transfer')",1
comparative transcriptomics,homology,REGULATION_EXPRESSION,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'homology')",1
comparative transcriptomics,horizontal gene transfer,REGULATION_EXPRESSION,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'horizontal gene transfer')",1
comparative transcriptomics,phylogeny,REGULATION_EXPRESSION,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'phylogeny')",1
comparative transcriptomics,saxitoxin,REGULATION_EXPRESSION,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'saxitoxin')",1
comparative transcriptomics,saxitoxin biosynthesis,REGULATION_EXPRESSION,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'saxitoxin biosynthesis')",1
comparative transcriptomics,saxitoxin biosynthesis genes,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'saxitoxin biosynthesis genes')",1
comparative transcriptomics,sxt genes,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'sxt genes')",1
comparative transcriptomics,sxtA,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'sxta')",1
comparative transcriptomics,sxtA4,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'sxta4')",1
comparative transcriptomics,sxtB,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'sxtb')",1
comparative transcriptomics,sxtD,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'sxtd')",1
comparative transcriptomics,sxtG,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'sxtg')",1
comparative transcriptomics,sxtH,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'sxth')",1
comparative transcriptomics,sxtI,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'sxti')",1
comparative transcriptomics,sxtS,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'sxts')",1
comparative transcriptomics,sxtU,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,38705616,2024,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('comparative transcriptomics', 'sxtu')",1
conserved,FAS,EVOLUTIONARY_PROCESS,BIOSYNTHETIC_SYSTEM,SEMANTIC_CO_OCCURS,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('conserved', 'fas')",1
conserved,Gene expression,EVOLUTIONARY_PROCESS,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'gene expression')",1
conserved,Gymnodinium catenatum,EVOLUTIONARY_PROCESS,SPECIES,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'gymnodinium catenatum')",1
conserved,STX biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('conserved', 'stx biosynthesis')",1
conserved,STX biosynthesis genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('conserved', 'stx biosynthesis genes')",1
conserved,Transcriptomic comparison,EVOLUTIONARY_PROCESS,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'transcriptomic comparison')",1
conserved,expression levels,EVOLUTIONARY_PROCESS,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'expression levels')",1
conserved,expression patterns,EVOLUTIONARY_PROCESS,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'expression patterns')",1
conserved,fatty acid synthases,EVOLUTIONARY_PROCESS,BIOSYNTHETIC_SYSTEM,SEMANTIC_CO_OCCURS,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('conserved', 'fatty acid synthases')",1
conserved,highest expression,EVOLUTIONARY_PROCESS,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'highest expression')",1
conserved,homologs,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'homologs')",1
conserved,independent acquisition,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'independent acquisition')",1
conserved,paralytic shellfish toxins,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,23457475,2013,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('conserved', 'paralytic shellfish toxins')",1
conserved,polyketide synthases,EVOLUTIONARY_PROCESS,BIOSYNTHETIC_SYSTEM,SEMANTIC_CO_OCCURS,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('conserved', 'polyketide synthases')",1
conserved,saxitoxin biosynthesis genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'saxitoxin biosynthesis genes')",1
conserved,sxt genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'sxt genes')",1
conserved,sxtA1,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,35031458,2022,EVOLUTIONARY_LINK;INCREASES,"('conserved', 'sxta1')",1
conserved,sxtA2,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,35031458,2022,EVOLUTIONARY_LINK;INCREASES,"('conserved', 'sxta2')",1
conserved,sxtA3,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,35031458,2022,EVOLUTIONARY_LINK;INCREASES,"('conserved', 'sxta3')",1
conserved,sxtB,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'sxtb')",1
conserved,sxtD,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('conserved', 'sxtd')",1
conserved,sxtG,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'sxtg')",1
conserved,sxtH,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,41702991,2026,ABSENT_IN;EVOLUTIONARY_LINK;PRESENT_IN,"('conserved', 'sxth')",1
conserved,sxtY,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('conserved', 'sxty')",1
conserved,toxigenic,EVOLUTIONARY_PROCESS,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,1,1,22983012,2012,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES,"('conserved', 'toxigenic')",1
differential expression,Gene expression,REGULATION_EXPRESSION,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,33298362,2020,ASSOCIATED_WITH;INVOLVED_IN,"('differential expression', 'gene expression')",1
differential expression,saxitoxin,REGULATION_EXPRESSION,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,33298362,2020,ASSOCIATED_WITH;INVOLVED_IN,"('differential expression', 'saxitoxin')",1
differential expression,sxtA,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,33298362,2020,ASSOCIATED_WITH;INVOLVED_IN,"('differential expression', 'sxta')",1
divergence,Gymnodinium catenatum,EVOLUTIONARY_PROCESS,SPECIES,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'gymnodinium catenatum')",1
divergence,PKS,EVOLUTIONARY_PROCESS,BIOSYNTHETIC_SYSTEM,SEMANTIC_CO_OCCURS,cyano_train,1,1,35031458,2022,EVOLUTIONARY_LINK;INCREASES,"('divergence', 'pks')",1
divergence,Paralytic Shellfish Toxins,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,32456077,2020,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('divergence', 'paralytic shellfish toxins')",1
divergence,Phylogenetic analysis,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'phylogenetic analysis')",1
divergence,Transcriptomic comparison,EVOLUTIONARY_PROCESS,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'transcriptomic comparison')",1
divergence,expression levels,EVOLUTIONARY_PROCESS,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'expression levels')",1
divergence,expression patterns,EVOLUTIONARY_PROCESS,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'expression patterns')",1
divergence,highest expression,EVOLUTIONARY_PROCESS,REGULATION_EXPRESSION,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'highest expression')",1
divergence,homologs,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'homologs')",1
divergence,independent acquisition,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'independent acquisition')",1
divergence,phylogenetic analysis,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,SEMANTIC_CO_OCCURS,cyano_train,1,1,32307073,2020,EVOLUTIONARY_LINK;PRESENT_IN,"('divergence', 'phylogenetic analysis')",1
divergence,saxitoxin biosynthesis,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'saxitoxin biosynthesis')",1
divergence,saxitoxin biosynthesis genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'saxitoxin biosynthesis genes')",1
divergence,sxt genes,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'sxt genes')",1
divergence,sxtA1,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,35031458,2022,EVOLUTIONARY_LINK;INCREASES,"('divergence', 'sxta1')",1
divergence,sxtA2,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,35031458,2022,EVOLUTIONARY_LINK;INCREASES,"('divergence', 'sxta2')",1
divergence,sxtA3,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,35031458,2022,EVOLUTIONARY_LINK;INCREASES,"('divergence', 'sxta3')",1
divergence,sxtA4 domain,EVOLUTIONARY_PROCESS,GENE_DOMAIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'sxta4 domain')",1
divergence,sxtB,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'sxtb')",1
divergence,sxtG,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'sxtg')",1
divergence,sxtI,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'sxti')",1
divergence,sxtN,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'sxtn')",1
divergence,sxtS,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'sxts')",1
divergence,sxtU,EVOLUTIONARY_PROCESS,GENE,GENE_EVOLUTION_RELATION,cyano_train,1,1,40449983,2025,EVOLUTIONARY_LINK;INVOLVED_IN,"('divergence', 'sxtu')",1
divergence,toxigenic,EVOLUTIONARY_PROCESS,TOXIN_PHENOTYPE,SEMANTIC_CO_OCCURS,cyano_train,1,1,32456077,2020,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('divergence', 'toxigenic')",1
divergence,toxin accumulation,EVOLUTIONARY_PROCESS,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,32456077,2020,EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,"('divergence', 'toxin accumulation')",1
down-regulated,sxt genes,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,25421324,2014,DECREASES;INCREASES;PRESENT_IN,"('down-regulated', 'sxt genes')",1
down-regulated,sxtA,REGULATION_EXPRESSION,GENE,REGULATION_ASSOCIATED_WITH_GENE,cyano_train,1,1,25421324,2014,DECREASES;INCREASES;PRESENT_IN,"('down-regulated', 'sxta')",1
downregulated,Saxitoxin,REGULATION_EXPRESSION,TOXIN,SEMANTIC_CO_OCCURS,cyano_train,1,1,34974311,2022,DECREASES;INCREASES;INVOLVED_IN,"('downregulated', 'saxitoxin')",1
environmental conditions,STX biosynthesis,ENV_FACTOR,BIOLOGICAL_MECHANISM,SEMANTIC_CO_OCCURS,cyano_train,1,1,36689843,2023,DECREASES,"('environmental conditions', 'stx biosynthesis')",1
environmental conditions,Saxitoxin,ENV_FACTOR,TOXIN,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,cyano_train,1,1,34697712,2022,ASSOCIATED_WITH;DECREASES;INCREASES;PRESENT_IN,"('environmental conditions', 'saxitoxin')",1
environmental conditions,salinity,ENV_FACTOR,ENV_FACTOR,SEMANTIC_CO_OCCURS,cyano_train,1,1,28073481,2016,INCREASES,"('environmental conditions', 'salinity')",1
environmental conditions,sxt genes,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,1,1,36689843,2023,DECREASES,"('environmental conditions', 'sxt genes')",1
environmental conditions,sxtA4,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,1,1,36689843,2023,DECREASES,"('environmental conditions', 'sxta4')",1
environmental conditions,sxtG,ENV_FACTOR,GENE,SEMANTIC_CO_OCCURS,cyano_train,1,1,36689843,2023,DECREASES,"('environmental conditions', 'sxtg')",1
