Source,Target,CN,WCN,AA,PA,Jaccard,Embedding_Cosine,Embedding_L2,Original_Score,Bio_Bonus,Common_Neighbors_Original,Weighted_Common_Neighbors_Original,Bridge_Nodes,Match,RF_Prob,GB_Prob,LR_Prob,ML_Score,Original_Score_Norm,ML_Score_Norm,Final_AI_Score
saxitoxin biosynthesis,dominant toxins,11,43.0,2.3026272247238335,2680,0.11458333333333333,0.12520697712898254,2.403169631958008,92.40714522440864,19,11,43.0,alexandrium;alexandrium fundyense;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;phosphorus;producing dinoflagellates;saxitoxin;toxin content;toxin production,0,0.29333333333333333,0.157844319233527,0.1585782934681712,0.21211332229691396,0.10042124354785525,0.21074509586356818,0.15006697708992608
gene expression,toxic cyanobacteria,8,75.0,1.7855271347929427,504,0.2222222222222222,0.330312579870224,2.1100997924804688,81.97613392270732,10,8,75.0,dinoflagellates;genes involved;paralytic shellfish poisoning;saxitoxin;sxta;sxta and sxtg;sxtg;toxin production,0,0.12666666666666668,0.3532172931080247,0.23586621788550347,0.2508619350092294,0.06840655215591374,0.2496695256750685,0.1499748902395334
producing dinoflagellate,sxta4 gene,8,45.0,1.8242374511780997,473,0.17391304347826086,0.3218829929828644,2.180041551589966,81.03607777805996,17,8,45.0,alexandrium;biosynthesis;paralytic shellfish toxins;pst-producing;saxitoxin;saxitoxin biosynthesis;sxta;toxic species,0,0.2866666666666667,0.2144327898418284,0.3239843999487045,0.25428150158245133,0.06552134702176968,0.2531046081141058,0.14993381451332094
alexandrium catenella,toxic alexandrium,11,103.0,2.2686780844335526,1430,0.14473684210526316,0.19635224342346191,2.2305045127868652,104.00959628950112,10,11,103.0,alexandrium;alexandrium tamarense;cyanobacteria;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxic dinoflagellate;toxin production,1,0.16,0.17747689674854414,0.1515294978560343,0.16789139815987553,0.1360312989389807,0.16632252014501703,0.14966234848169707
genus alexandrium,fed with the toxic,12,44.0,2.5354751907265265,1944,0.13793103448275862,0.17377246916294098,2.4982752799987793,75.47487352331882,9,12,44.0,alexandrium;alexandrium catenella;alexandrium tamarense;dinoflagellates;gonyautoxins;neostx;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic dinoflagellate;toxin composition;toxin profile,0,0.4033333333333333,0.19370060902744524,0.16244882724034657,0.27442852057109063,0.048452988754911025,0.2733430417415634,0.14965351259890458
nitrogen,species of marine dinoflagellates,8,22.0,1.6241296377844299,803,0.10526315789473684,0.2306033819913864,2.0495352745056152,83.2222217140299,24,8,22.0,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxta,0,0.4,0.12478085436668757,0.23058646986761674,0.24544907417010547,0.07223102467661285,0.24423210464076828,0.1496315106604828
genus alexandrium,starting gene,10,27.0,2.227555139754794,1008,0.13157894736842105,0.25415274500846863,2.4610891342163086,59.71617025171858,8,10,27.0,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;cyanobacteria;dinoflagellates;producing dinoflagellate;pyrodinium;saxitoxin;sxta,0,0.31,0.3685607253666592,0.2486459605111218,0.3331449587344418,8.663122875490759e-05,0.3323258985741194,0.14959430153416894
biosynthesis,distinct toxin,10,31.0,2.1162694299479887,2632,0.08928571428571429,0.1481301188468933,2.259477138519287,79.88468416696493,17,10,31.0,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin content,0,0.2833333333333333,0.231885522319411,0.28344737102138323,0.2576208315951772,0.061987508349401615,0.25645908992905014,0.14949972006024345
saxitoxin biosynthesis,light,10,65.0,2.257661967249854,1608,0.12345679012345678,0.17649422585964203,2.270164728164673,103.00966616523868,20,10,65.0,alexandrium;alexandrium minutum;dinoflagellates;phosphorus;pyrodinium;pyrodinium bahamense;saxitoxin;temperature;toxin content;toxin production,0,0.16333333333333333,0.14532266843704664,0.33161443762309706,0.17115611131416636,0.1329623295537643,0.16960204653664154,0.14945020219605906
toxin content,toxic dinoflagellates,7,92.0,1.360155722544261,1110,0.061946902654867256,0.16089148819446564,2.242682695388794,87.63355615628194,10,7,92.0,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature,0,0.3,0.20842433251765383,0.04188150975645399,0.2284003172344723,0.08577022108917037,0.2271059910521012,0.14937131757248925
dcstx,toxin components,10,31.0,2.2179365879964634,864,0.17857142857142858,0.2555939257144928,2.428522825241089,59.68794410656666,9,9,29.0,alexandrium;dinoflagellates;fed with the toxic;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;temperature;toxic dinoflagellate;toxin profile,0,0.36,0.336936729641021,0.1965636568101201,0.3321247305015225,0.0,0.3313010411801577,0.14908546853107096
producing dinoflagellates,toxic profiles,12,39.0,2.5942777704370337,1836,0.14457831325301204,0.19286568462848663,2.3921010494232178,75.19320707910754,10,12,39.0,alexandrium;alexandrium minutum;alexandrium ostenfeldii;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;strains of alexandrium;toxin profile,0,0.33,0.22250264896300423,0.3076894337630261,0.2740202678578047,0.04758850265417991,0.27293293663143636,0.1489934979439453
toxic alexandrium,toxin-producing,10,79.0,2.158340886988677,594,0.2564102564102564,0.23975209891796112,2.309627056121826,87.17039246007812,9,10,79.0,alexandrium;alexandrium ostenfeldii;alexandrium spp;alexandrium tamarense;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production,0,0.37,0.1443653107577528,0.08975555568623791,0.22915821094750016,0.08434868655440309,0.2278673236153172,0.14893207323181443
temperature,toxic profiles,12,39.0,2.6644912918835644,2106,0.13043478260869565,0.1455758959054947,2.4813973903656006,77.4925894140296,11,12,39.0,alexandrium;alexandrium minutum;alexandrium ostenfeldii;dcstx;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;potentially toxic;saxitoxin;toxin profile,0,0.37666666666666665,0.16775510571130844,0.29813561126553784,0.2643577806488747,0.05464572977391327,0.2632266070665336,0.14850712455559242
dcstx,environmental conditions,11,58.0,2.404411126799668,1056,0.1864406779661017,0.22859764099121094,2.1709365844726562,77.83629529683522,10,10,56.0,alexandrium;dinoflagellates;gonyautoxins;growth and toxin;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxic dinoflagellate;toxin profile,0,0.17,0.3176219680522683,0.36214291122015496,0.26302527514814966,0.055700626317436525,0.26188805548479077,0.14848496944274595
horizontal gene transfer,phylogenetic analysis,8,46.0,1.6949262843181285,528,0.21052631578947367,0.3274109661579132,2.266336441040039,95.26034909657784,24,8,46.0,alexandrium;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;phylogeny;saxitoxin;saxitoxin biosynthesis,0,0.21,0.20415251933630607,0.11544997341889146,0.1976212570100422,0.10917825078366289,0.1961872745998605,0.1483323115009518
gene cluster,species of marine dinoflagellates,9,22.0,1.9347971050642359,275,0.3333333333333333,0.3750472366809845,2.177578926086426,67.67758446524755,15,9,22.0,alexandrium;alexandrium minutum;biosynthesis;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;saxitoxin;sxt gene;sxta,0,0.23,0.3844436370469549,0.16297925254115095,0.30051974377759255,0.02452167512981701,0.29955265068776676,0.14828561413089442
freshwater cyanobacteria,pst biosynthesis,8,40.0,1.6427601064588249,240,0.34782608695652173,0.3354669511318207,2.168121099472046,77.73387429078142,17,8,40.0,alexandrium;biosynthesis;dinoflagellates;genes involved;paralytic shellfish toxins;saxitoxin;sxta;toxin production,0,0.45666666666666667,0.1487497600722449,0.05377636741782945,0.26241918344457205,0.055386277420093305,0.26127921371410867,0.1480380987524002
phylogeny,each toxin,12,48.0,2.5622648075043473,1360,0.1935483870967742,0.13915182650089264,2.426738739013672,95.44239243543174,18,12,48.0,alexandrium;dinoflagellates;gonyautoxins;neosaxitoxin;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;producing dinoflagellates;saxitoxin;toxin content;toxin production;toxin profile,0,0.23,0.1830869923059265,0.1250806056917381,0.1960515567221371,0.10973697525867288,0.19461045198855095,0.14793003978711802
biosynthesis,toxin-producing dinoflagellates,11,50.0,2.413707816074934,1598,0.11,0.12473707646131516,2.417747974395752,103.99849777653476,23,11,50.0,alexandrium;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;phylogenetic analysis;phylogeny;producing dinoflagellates;saxitoxin;toxin content,1,0.17,0.15060454295771117,0.20485691369990644,0.16378796284884625,0.13599723556226195,0.16220046599727134,0.1477886892580162
stx biosynthesis genes,biosynthesis gene,7,74.0,1.5301617837717183,238,0.30434782608695654,0.3986360728740692,2.0515499114990234,92.35886415128256,17,7,74.0,alexandrium;biosynthesis;dinoflagellates;gene expression;saxitoxin;saxitoxin biosynthesis;sxta,0,0.32666666666666666,0.12345194826267071,0.14576765646413617,0.20696940644441564,0.10027306005811532,0.2055778401209336,0.14766021108638355
nitrogen,saxitoxin production,9,45.0,1.8376468500436567,1314,0.10975609756097561,0.27384763956069946,2.240825653076172,89.6188561997975,20,9,45.0,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellates;saxitoxin;sxta;sxtg;toxin production,0,0.26666666666666666,0.18194124877879744,0.19366274807939363,0.21700356586400477,0.09186347191358396,0.21565752831377222,0.14757079729366868
pyrodinium bahamense,biosynthesis in dinoflagellates,10,59.0,2.0993125173840985,589,0.2564102564102564,0.24387603998184204,2.307033061981201,107.0834602397347,24,10,59.0,alexandrium;biosynthesis;dinoflagellates;evolution;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta,0,0.26666666666666666,0.07475211788306527,0.07684605100574739,0.15172733070877403,0.1454655525219954,0.15008511021140186,0.14754435348222833
producing dinoflagellates,toxin accumulation,10,74.0,1.9865577169042736,1360,0.1282051282051282,0.16528205573558807,2.146700859069824,88.58808162174768,11,10,74.0,alexandrium;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin production;toxin profile,0,0.28,0.19418913976408975,0.11695337938208902,0.2207899078202538,0.08869983522904296,0.21946105033435573,0.14754238202643372
toxic dinoflagellate,biosynthesis genes,8,70.0,1.720725283741749,795,0.13333333333333333,0.2516355812549591,2.1529641151428223,85.53826392860941,15,7,68.0,alexandrium;alexandrium catenella;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin;sxta,1,0.36666666666666664,0.13209137672934235,0.18858455147852968,0.23157081017919082,0.07933938402987883,0.23029086972145624,0.14726755259108867
gonyautoxins,biosynthesis genes,8,63.0,1.7263958442512055,1590,0.07079646017699115,0.119849793612957,2.2057464122772217,80.3852787477762,14,7,61.0,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin,0,0.38666666666666666,0.16086557152409164,0.1525160461706422,0.2503510570457767,0.06352392515057381,0.24915632966523216,0.14705850718217006
paralytic shellfish toxins,saxitoxin biosynthesis in dinoflagellates,6,23.0,1.2934077708016696,2020,0.02912621359223301,0.07509887218475342,2.2675442695617676,75.1580874150655,22,6,23.0,biosynthesis;cyanobacteria;dinoflagellates;evolution;saxitoxin;saxitoxin biosynthesis,0,0.29333333333333333,0.2864159539903855,0.09316600728624264,0.2698579110571504,0.04748071394860051,0.26875169364500046,0.1470526548119805
toxic alexandrium,phosphorus,10,89.0,2.102166827589795,1122,0.15873015873015872,0.18551290035247803,2.2604243755340576,112.3515729960386,19,10,89.0,alexandrium;alexandrium minutum;alexandrium spp;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sxta;toxin production,0,0.12,0.14277347325092876,0.11455696004711267,0.13084243263017564,0.1616343590962449,0.12910544945770558,0.14699634975890222
gymnodinium catenatum,toxicity of alexandrium,9,30.0,1.862054588304518,1056,0.0989010989010989,0.21534940600395203,2.097736358642578,66.09192877517611,12,9,30.0,alexandrium;alexandrium fundyense;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin content;toxin production,0,0.4533333333333333,0.18821292889344046,0.28105898969175785,0.3035456967492294,0.019655006299419603,0.3025923335515598,0.1469768035628827
toxin-producing,sulfocarbamoyl toxin,11,41.0,2.235897103891624,1026,0.2037037037037037,0.24496835470199585,2.320225715637207,72.7245127153231,10,11,41.0,alexandrium;alexandrium catenella;alexandrium tamarense;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin profile,0,0.29333333333333333,0.29936661347505983,0.11507465421231408,0.27852410549209466,0.04001162579040993,0.27745720987909755,0.14686213863031936
toxic dinoflagellate,total toxins,13,40.0,2.8494235343960566,1484,0.19117647058823528,0.2205413430929184,2.233241558074951,82.29651755884107,12,13,40.0,alexandrium;alexandrium catenella;alexandrium tamarense;genus alexandrium;gonyautoxins;neostx;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin composition;toxin content;toxin profile,0,0.10666666666666667,0.29217389349486744,0.5377750260132361,0.24253111601542401,0.06938986843668293,0.24130090660722697,0.14674983561342775
toxin composition,phylogenetic analysis,13,56.0,2.7419790503894714,2136,0.13131313131313133,0.13918660581111908,2.3034322261810303,100.14365641183625,17,13,56.0,alexandrium;alexandrium tamarense;biosynthesis;dinoflagellates;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;producing dinoflagellates;saxitoxin;toxin content;toxin profile,0,0.14666666666666667,0.17029915548009925,0.3179524682144873,0.17561149122816505,0.12416601871413285,0.17407764219302208,0.14662624927963303
toxin-producing dinoflagellates,each toxin,10,39.0,2.0753032563521665,680,0.2127659574468085,0.3019714057445526,2.2767043113708496,69.04742182115365,10,10,39.0,alexandrium;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;paralytic toxin;producing dinoflagellates;saxitoxin;toxin content;toxin profile,0,0.43,0.2090340100562288,0.1519174052768801,0.2917087455558024,0.028725957815172204,0.29070167363732075,0.14661502993513906
nitrogen,highly toxic,8,33.0,1.565275625125636,584,0.1095890410958904,0.24093495309352875,1.8389756679534912,62.41868146482271,11,8,33.0,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin profile,0,0.36666666666666664,0.2783623524698961,0.30343172743284963,0.31619101564489965,0.008381134989543543,0.3152950290377938,0.14649238731125616
toxin composition,biosynthesis genes,8,63.0,1.7263958442512055,1335,0.08421052631578947,0.21041277050971985,2.1442792415618896,80.31113436847403,14,7,61.0,alexandrium;alexandrium catenella;biosynthesis;dinoflagellates;genus alexandrium;paralytic shellfish poisoning;saxitoxin,0,0.35,0.16886718220533636,0.24696072787351603,0.24912966389001978,0.0632963624192959,0.24792939458715652,0.14638122689483318
phosphorus,sulfocarbamoyl toxins,12,73.0,2.5446645180340024,2142,0.14814814814814814,0.1181088238954544,2.385512113571167,94.03126513105023,11,12,73.0,alexandrium;alexandrium tamarense;dinoflagellates;dominant toxins;each toxin;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin composition;toxin profile,1,0.21666666666666667,0.19126249783900873,0.1554977990591253,0.19784769549208356,0.10540596613042585,0.19641474051886718,0.14635991460522446
gonyautoxins,saxitoxin-producing dinoflagellate,8,28.0,1.6528559842164328,1484,0.07142857142857142,0.18435198068618774,2.1605491638183594,66.57759566039985,14,8,28.0,alexandrium;alexandrium fundyense;alexandrium minutum;alexandrium tamarense;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin,0,0.39666666666666667,0.24252298279619539,0.20054964517779011,0.29998312258254334,0.02114560725842607,0.29901359463956356,0.14618620157993795
toxic dinoflagellate,sulfocarbamoyl toxins,12,67.0,2.5377501168865546,2226,0.14457831325301204,0.1203991025686264,2.457254648208618,89.07620424361822,10,12,67.0,alexandrium;alexandrium tamarense;dcstx;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin analogues;toxin composition;toxin profile,0,0.25333333333333335,0.20303886995032508,0.1288080145650002,0.2157335697649959,0.0901979732952976,0.21438176976252382,0.14608068170554941
sxtg,salinity,9,102.0,1.834963185313274,2499,0.1,0.11254435777664185,2.215480327606201,118.48061345295352,20,9,102.0,alexandrium;alexandrium minutum;dinoflagellates;genus alexandrium;nitrogen;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin production,1,0.12333333333333334,0.09463761397253165,0.08983775777928861,0.10563591609752802,0.18044551106238765,0.10378456143387116,0.14594808372955526
genus alexandrium,non-toxic strains,9,26.0,2.088377631965262,792,0.12162162162162163,0.27691546082496643,2.3009655475616455,72.63618961648356,16,9,26.0,dinoflagellates;evolution;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin production;stx-producing;sxta;toxin production,0,0.37333333333333335,0.16720574605891664,0.43821474398640453,0.27675768076143215,0.039740545962161006,0.27568277021189064,0.14591454687453934
cyanobacteria,toxin accumulation,11,70.0,2.4785688895343467,1740,0.11458333333333333,0.15860484540462494,2.3222670555114746,77.97607240087316,9,9,65.0,alexandrium;alexandrium catenella;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxic dinoflagellate;toxin analogues;toxin production,0,0.35,0.16015288931272112,0.3647408878589319,0.25655053344225376,0.05612962794728851,0.2553839354289355,0.14579406631402966
biosynthesis,all toxins,11,28.0,2.3854323524545658,2256,0.102803738317757,0.18293599784374237,2.2984578609466553,83.12587804339213,18,11,28.0,alexandrium;alexandrium fundyense;dinoflagellates;gonyautoxins;nitrogen;phosphorus;producing dinoflagellates;saxitoxin;toxin composition;toxin content;toxin production,0,0.27,0.17529185979595927,0.4095814036725345,0.23660407026523309,0.07193532823895948,0.23534696761060495,0.14547056595619995
neostx,shellfish poisoning toxin,8,33.0,1.6405741333840551,760,0.1568627450980392,0.3207298517227173,2.1955904960632324,60.761234990991404,10,8,33.0,alexandrium;alexandrium tamarense;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin content;toxin content and composition;toxin profile,0,0.36,0.3186093722203294,0.16728438443576507,0.3200331245537412,0.003294127045288281,0.31915457104670836,0.14543132684592733
biosynthesis in dinoflagellates,production of saxitoxin,5,18.0,1.0180190203582038,95,0.2631578947368421,0.5184880495071411,1.6778720617294312,66.36970832339415,21,5,18.0,biosynthesis;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin,0,0.31333333333333335,0.25680628278416084,0.4524286914682108,0.29897934387223485,0.02050756280175442,0.29800526140591305,0.1453815271736258
toxin composition,pst-producing,9,56.0,1.8606419908270864,1691,0.09183673469387756,0.20403265953063965,2.1787946224212646,89.39050555894605,17,9,56.0,alexandrium;biosynthesis;dcstx;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;saxitoxin;toxin profile,1,0.18666666666666668,0.23316570227939035,0.2118689150763708,0.21243640931399893,0.09116262181529877,0.21106964884854598,0.14512078398026002
paralytic shellfish toxin profiles,dominant toxins,11,47.0,2.437350418899684,1360,0.1746031746031746,0.22356733679771423,2.492809534072876,76.51736645398438,10,11,47.0,alexandrium;alexandrium tamarense;gonyautoxins;other saxitoxin;other saxitoxin derivatives;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;toxin composition;toxin content;toxin profile,0,0.3233333333333333,0.22329641386704854,0.19416334929284998,0.2603978751961426,0.05165259121801016,0.25924873402629284,0.14507085548173737
genus alexandrium,cyanobacteria and dinoflagellates,11,35.0,2.4622771053187242,1656,0.13095238095238096,0.15343213081359863,2.5610013008117676,86.64272038481178,18,11,35.0,alexandrium tamarense;cyanobacteria;dinoflagellates;evolution;paralytic shellfish poisoning;saxitoxin;stx-producing;sxt genes;sxta;sxtg;toxin production,0,0.21,0.23992989009232432,0.18416799826757602,0.22238174487291976,0.08272916394464025,0.22106011015329344,0.1449780897385342
alexandrium pacificum,toxin accumulation,6,61.0,1.1574365633462336,460,0.16216216216216217,0.32733872532844543,1.9279541969299316,64.9955411521391,8,6,61.0,alexandrium;alexandrium catenella;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin,0,0.36666666666666664,0.28565796964713175,0.1342988338155621,0.30292553487178875,0.016289991117071023,0.30196935776531875,0.1448457061087825
growth and toxin,highly toxic,8,33.0,1.565275625125636,200,0.32,0.4229530394077301,1.6714338064193726,59.92215153839847,10,8,33.0,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature;toxin profile,1,0.46,0.20733924266071035,0.33976217272202597,0.3216458386025578,0.0007188256665555948,0.32077460258861773,0.14474392528148355
producing dinoflagellates,metabolic pathways,8,25.0,1.6345075709060817,544,0.11764705882352941,0.27846163511276245,1.8837517499923706,70.61478776421504,17,8,25.0,alexandrium;biosynthesis;dinoflagellates;nitrogen;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;toxin production,0,0.19666666666666666,0.3253500365573139,0.4023507859494739,0.281576763540271,0.03353649204948614,0.28052371899045436,0.14468074417292184
pyrodinium,gene expression,9,94.0,1.7964825179782262,888,0.17647058823529413,0.15083935856819153,2.4185333251953125,113.81669787484314,20,9,94.0,alexandrium;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin biosynthesis;sxta;toxin content;toxin production,0,0.19,0.08425301092291367,0.018772334692303008,0.12000373893068714,0.16613109670767218,0.11821757650890184,0.14457001261822555
pyrodinium bahamense,gene expression,9,106.0,1.8282017253544427,744,0.20454545454545456,0.19532130658626556,2.3051369190216064,117.81446173426768,19,9,106.0,alexandrium;biosynthesis;dinoflagellates;paralytic shellfish poisoning;saxitoxin;saxitoxin biosynthesis;sxta;toxin content;toxin production,0,0.20333333333333334,0.03805926635270663,0.03265650093416004,0.10362861660310266,0.17840096896794466,0.10176815406307031,0.1439162022607512
alexandrium fundyense,toxin accumulation,11,86.0,2.226113832651292,1020,0.18333333333333332,0.18380889296531677,2.251857042312622,97.18515528777624,11,11,86.0,alexandrium;alexandrium catenella;dinoflagellates;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin production;toxin profile,0,0.16666666666666666,0.21016814828058003,0.08609826758542166,0.18036056756549884,0.11508583485371987,0.17884826688439984,0.14377892926752586
producing dinoflagellates,saxitoxin derivatives,11,52.0,2.3097465731876836,2652,0.11458333333333333,0.07544198632240295,2.4001917839050293,78.97621504219273,10,11,52.0,alexandrium;alexandrium tamarense;dominant toxins;genus alexandrium;gonyautoxins;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;toxin composition;toxin content;toxin profile,0,0.4066666666666667,0.14662116152066082,0.1225766618656749,0.2482349136135646,0.05919924958642381,0.24703058449056609,0.14372335029328784
genus alexandrium,toxin composition profiles,11,36.0,2.5038680560208473,1368,0.1375,0.23181547224521637,2.3828277587890625,69.23415987052141,9,11,36.0,alexandrium;alexandrium tamarense;other saxitoxin;other saxitoxin derivatives;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;saxitoxin derivatives;species of alexandrium;toxin composition;toxin profile,0,0.31333333333333335,0.22877580170492912,0.4429734969827972,0.28401858388407764,0.029299091219856244,0.2829766187959379,0.14345397862909298
cyanobacteria,toxic profiles,11,33.0,2.445627294475289,2349,0.10679611650485436,0.11612295359373093,2.645732879638672,67.82702877194245,9,11,33.0,alexandrium;alexandrium minutum;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;producing dinoflagellate;saxitoxin;toxic algae;toxic species,0,0.32,0.2935080876523478,0.14384858361675315,0.2891389021878492,0.024980347181906504,0.28812016991884953,0.14339326741353087
neostx,saxitoxin-producing dinoflagellates,8,31.0,1.6308850961681587,1000,0.14035087719298245,0.2859300374984741,2.0650761127471924,59.89256642990781,10,8,31.0,alexandrium;dinoflagellates;gonyautoxins;nitrogen;saxitoxin;toxin composition;toxin content;toxin profile,0,0.37333333333333335,0.29046316025809593,0.23725196235465928,0.31829010969784727,0.0006280235294731651,0.3174036474737185,0.14317705430438357
alexandrium catenella,toxic dinoflagellates,7,92.0,1.360155722544261,650,0.10294117647058823,0.2894635796546936,1.9847499132156372,85.34098059567799,9,7,92.0,alexandrium;alexandrium tamarense;dinoflagellates;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;temperature,1,0.25,0.2171318048108162,0.14353909951180968,0.2229198123565891,0.07873388521122232,0.22160061905247477,0.14302391543978593
phylogeny,stx synthesis,10,41.0,2.1683456151283145,748,0.21739130434782608,0.2540231943130493,2.3233840465545654,86.36815000218118,18,10,41.0,alexandrium tamarense;cyanobacteria;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;sxt genes;sxta;sxtg;toxin production,0,0.31333333333333335,0.155392780149421,0.1599031992064661,0.2190200433286905,0.08188645696148777,0.2176831552987529,0.14299497121325708
phosphorus,clade,9,54.0,1.8931924401564475,918,0.15,0.1299428939819336,2.1264991760253906,104.09949670621202,25,9,54.0,alexandrium;alexandrium fundyense;biosynthesis;dinoflagellates;paralytic shellfish poisoning;producing dinoflagellates;saxitoxin;saxitoxin biosynthesis;sxta,0,0.24666666666666667,0.0818699595807022,0.12981503289662205,0.15258314974668,0.1363072198457615,0.15094481242370142,0.14289413650583446
gymnodinium catenatum,biosynthetic pathways,12,35.0,2.624917634304203,2112,0.12,0.1698097139596939,2.266131639480591,75.28070724763265,11,12,35.0,alexandrium;alexandrium fundyense;dinoflagellates;each toxin;gonyautoxins;producing dinoflagellates;saxitoxin;strains of alexandrium;toxin composition;toxin content;toxin production;toxin profile,0,0.29333333333333333,0.18631777687813816,0.49694684370779285,0.26018690614318174,0.04785705675800084,0.2590368077270124,0.14288794469405605
alexandrium tamarense,involved in stx biosynthesis,8,26.0,1.8762791920502475,1100,0.07142857142857142,0.24844343960285187,2.2718565464019775,70.13357417615072,16,8,26.0,alexandrium;biosynthesis;core genes;dinoflagellates;involved in stx;saxitoxin;saxitoxin biosynthesis;sxta,0,0.30666666666666664,0.2245533368787567,0.4436670208297588,0.2793100371890209,0.03205955907818589,0.2782467076451406,0.14284377593331551
toxin content,dinoflagellate species,11,47.0,2.331223074556805,2109,0.09322033898305085,0.11694176495075226,2.4753851890563965,92.47023677274504,18,11,47.0,alexandrium;biosynthesis;dcstx;dinoflagellates;gymnodinium;gymnodinium catenatum;paralytic shellfish poisoning;paralytic shellfish toxins;saxitoxin;sulfocarbamoyl toxin;sxta,0,0.24666666666666667,0.1671673036688632,0.13594537358289469,0.19584485585938777,0.10061488310887273,0.19440281324587397,0.1428194516705233
alexandrium minutum,shellfish toxin profiles,12,75.0,2.5615762566000977,2346,0.13186813186813187,0.07644617557525635,2.4335744380950928,99.15622245542126,13,12,75.0,alexandrium;alexandrium tamarense;genus alexandrium;gonyautoxins;gymnodinium;gymnodinium catenatum;paralytic shellfish toxins;salinity;saxitoxin;temperature;toxin content;toxin profile,0,0.14666666666666667,0.19727180411224043,0.13334163338535487,0.17063673206132238,0.12113540236541948,0.1690803106638512,0.14271061109971378
