Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key
cyanobacteria,pks,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOSYNTHETIC_SYSTEM,3,3,18487408;20935128;24461713,2008.0;2010.0;2014.0,"('cyanobacteria', 'pks')"
cyanobacteria,pst producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,3,3,20714432;27569199;29705145,2010.0;2016.0;2018.0,"('cyanobacteria', 'pst producing')"
cyanobacteria,pyrodinium bahamense,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,3,3,19041661;33875183;35198665,2009.0;2021.0;2022.0,"('cyanobacteria', 'pyrodinium bahamense')"
cyanobacteria,secondary metabolism,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,3,3,14718552;16650472;32290496,2004.0;2006.0;2020.0,"('cyanobacteria', 'secondary metabolism')"
cyanobacteria,secondary metabolite,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,3,3,14718552;21076133;22304436,2004.0;2011.0;2012.0,"('cyanobacteria', 'secondary metabolite')"
cyanobacteria,stx producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,3,3,14660387;22983012;39703858,2003.0;2012.0;2024.0,"('cyanobacteria', 'stx producing')"
cyanobacteria,sxtg,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,3,3,22628533;34357469;35324712,2013.0;2021.0;2022.0,"('cyanobacteria', 'sxtg')"
cyanobacteria,sxti,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,3,3,30772567;33608790;35902522,2019.0;2021.0;2023.0,"('cyanobacteria', 'sxti')"
cyanobacteria,sxtn,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,3,3,27907126;30296060;40449983,2016.0;2018.0;2025.0,"('cyanobacteria', 'sxtn')"
cyanobacteria,sxto,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,3,3,25421324;30296060;32307073,2014.0;2018.0;2020.0,"('cyanobacteria', 'sxto')"
cyanobacteria,toxin producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,TAXON_GROUP,3,3,16650472;27907126;29705145,2006.0;2016.0;2018.0,"('cyanobacteria', 'toxin producing')"
cyanobacteria,transcriptional response,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,3,3,26347118;29027918;41334952,2016.0;2017.0;2025.0,"('cyanobacteria', 'transcriptional response')"
dcstx,gonyautoxins,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,20048055;28604648;29705145,2010.0;2017.0;2018.0,"('dcstx', 'gonyautoxins')"
dcstx,neosaxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,20048055;28604648;29705145,2010.0;2017.0;2018.0,"('dcstx', 'neosaxitoxin')"
dcstx,neostx,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,10858510;16646002;28604648,2000.0;2006.0;2017.0,"('dcstx', 'neostx')"
dcstx,sxta,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,3,3,20048055;29705145;30502809,2010.0;2018.0,"('dcstx', 'sxta')"
dcstx,toxin production,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,10858510;22960450;38786590,2000.0;2012.0;2024.0,"('dcstx', 'toxin production')"
decarbamoylsaxitoxin,gonyautoxins,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,20048055;28604648;29705145,2010.0;2017.0;2018.0,"('decarbamoylsaxitoxin', 'gonyautoxins')"
decarbamoylsaxitoxin,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,22960450;24334673;29705145,2012.0;2014.0;2018.0,"('decarbamoylsaxitoxin', 'paralytic shellfish toxins')"
decarbamoylsaxitoxin,sxta,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,3,3,20048055;24334673;29705145,2010.0;2014.0;2018.0,"('decarbamoylsaxitoxin', 'sxta')"
dinoflagellates,divergence,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,3,3,32456077;35031458;40449983,2020.0;2022.0;2025.0,"('dinoflagellates', 'divergence')"
dinoflagellates,divergent,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,3,3,29027912;33298362;39545400,2017.0;2020.0;2025.0,"('dinoflagellates', 'divergent')"
dinoflagellates,homology,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,3,3,33298362;35198665;38705616,2020.0;2022.0;2024.0,"('dinoflagellates', 'homology')"
dinoflagellates,metabolic pathways,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,3,3,18850059;19331657;34974311,2008.0;2009.0;2022.0,"('dinoflagellates', 'metabolic pathways')"
dinoflagellates,neostx,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,3,3,19632259;25046082;28604648,2010.0;2014.0;2017.0,"('dinoflagellates', 'neostx')"
dinoflagellates,phylogeny,SEMANTIC_CO_OCCURS,TAXON_GROUP,EVOLUTIONARY_PROCESS,3,3,18850059;19331657;38705616,2008.0;2009.0;2024.0,"('dinoflagellates', 'phylogeny')"
dinoflagellates,pks,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOSYNTHETIC_SYSTEM,3,3,20479965;35031458;41702991,2010.0;2022.0;2026.0,"('dinoflagellates', 'pks')"
dinoflagellates,precursor,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOLOGICAL_MECHANISM,3,3,18850059;33084210;38270276,2008.0;2021.0;2024.0,"('dinoflagellates', 'precursor')"
dinoflagellates,pyrodinium bahamense,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,3,3,19041661;33875183;35198665,2009.0;2021.0;2022.0,"('dinoflagellates', 'pyrodinium bahamense')"
dinoflagellates,stx-producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,3,3,20935128;22628533;32593754,2010.0;2013.0;2020.0,"('dinoflagellates', 'stx-producing')"
dinoflagellates,sxtb,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,3,3,22628533;38705616;40449983,2013.0;2024.0;2025.0,"('dinoflagellates', 'sxtb')"
dinoflagellates,sxts,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,3,3,38705616;40449983;41702991,2024.0;2025.0;2026.0,"('dinoflagellates', 'sxts')"
dinoflagellates,sxtu,SEMANTIC_CO_OCCURS,TAXON_GROUP,GENE,3,3,38705616;40449983;41702991,2024.0;2025.0;2026.0,"('dinoflagellates', 'sxtu')"
divergence,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,3,3,32456077;35031458;40449983,2020.0;2022.0;2025.0,"('divergence', 'paralytic shellfish poisoning')"
divergence,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,3,3,21076133;35031458;40449983,2011.0;2022.0;2025.0,"('divergence', 'saxitoxin')"
divergent,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,3,3,29027912;33298362;39545400,2017.0;2020.0;2025.0,"('divergent', 'saxitoxin')"
downregulated,oxidative stress,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,ENV_FACTOR,3,3,26568470;33631698;34974311,2016.0;2021.0;2022.0,"('downregulated', 'oxidative stress')"
environmental conditions,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,3,3,21076133;24956074;36689843,2011.0;2014.0;2023.0,"('environmental conditions', 'nitrogen')"
environmental conditions,secondary metabolites,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,ENV_FACTOR,3,3,21076133;30961962;37394567,2011.0;2019.0;2023.0,"('environmental conditions', 'secondary metabolites')"
environmental factors,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,3,3,23892224;24333522;31358272,2013.0;2014.0;2019.0,"('environmental factors', 'nitrogen')"
environmental factors,ph,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,3,3,32732056;38244903;38393148,2020.0;2024.0,"('environmental factors', 'ph')"
environmental factors,phosphorus,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,3,3,24333522;31358272;38244903,2014.0;2019.0;2024.0,"('environmental factors', 'phosphorus')"
evolution,nitrogen,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,ENV_FACTOR,3,3,21076133;23892224;34023075,2011.0;2013.0;2021.0,"('evolution', 'nitrogen')"
evolution,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,TOXIN,3,3,22628533;23966031;41591172,2013.0;2026.0,"('evolution', 'paralytic shellfish poisoning')"
evolution,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,3,3,19331657;20479965;26316331,2009.0;2010.0;2016.0,"('evolution', 'paralytic shellfish toxins')"
gene expression,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,3,3,16650472;39571800;40449983,2006.0;2024.0;2025.0,"('gene expression', 'paralytic shellfish poisoning')"
gene expression,phosphorus,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,ENV_FACTOR,3,3,29957289;40209228;41334952,2018.0;2025.0,"('gene expression', 'phosphorus')"
gene expression,sxta,REGULATION_GENE_RELATION,GENE,REGULATION_EXPRESSION,3,3,33298362;40209228;40449983,2020.0;2025.0,"('gene expression', 'sxta')"
gene expression,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,3,3,18461783;23648386;40449983,2008.0;2013.0;2025.0,"('gene expression', 'toxic cyanobacteria')"
gene transfer,phylogeny,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,3,3,18850059;19331657;38705616,2008.0;2009.0;2024.0,"('gene transfer', 'phylogeny')"
gene transfer,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,3,3,23335767;38705616;40209228,2013.0;2024.0;2025.0,"('gene transfer', 'sxta')"
gonyautoxins,neostx,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,19632259;27130970;28604648,2010.0;2016.0;2017.0,"('gonyautoxins', 'neostx')"
gonyautoxins,toxin profile,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,30296060;39547124;8599183,1995.0;2018.0;2024.0,"('gonyautoxins', 'toxin profile')"
gymnodinium,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,3,3,20714432;33875178;40449983,2010.0;2021.0;2025.0,"('gymnodinium', 'paralytic shellfish poisoning')"
gymnodinium,pyrodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TAXON_GROUP,3,3,19041661;20714432;28604648,2009.0;2010.0;2017.0,"('gymnodinium', 'pyrodinium')"
gymnodinium,saxitoxin,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,3,3,19041661;32593754;40449983,2009.0;2020.0;2025.0,"('gymnodinium', 'saxitoxin')"
horizontal gene transfer,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,3,3,18850059;19331657;23966031,2008.0;2009.0;2013.0,"('horizontal gene transfer', 'paralytic shellfish poisoning')"
horizontal gene transfer,phylogeny,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,3,3,18850059;19331657;38705616,2008.0;2009.0;2024.0,"('horizontal gene transfer', 'phylogeny')"
horizontal gene transfer,sxta,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,3,3,23335767;38705616;40209228,2013.0;2024.0;2025.0,"('horizontal gene transfer', 'sxta')"
light,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,3,3,23892224;24333522;29957289,2013.0;2014.0;2018.0,"('light', 'nitrogen')"
light,phosphorus,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,3,3,24333522;25825710;29957289,2014.0;2015.0;2018.0,"('light', 'phosphorus')"
light,stx-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,ENV_FACTOR,3,3,14660387;15294806;34200983,2003.0;2004.0;2021.0,"('light', 'stx-producing')"
metabolic pathways,paralytic shellfish toxins,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,3,3,20479965;25877158;35323466,2010.0;2015.0;2022.0,"('metabolic pathways', 'paralytic shellfish toxins')"
metabolic pathways,saxitoxin,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,3,3,11800428;19331657;35323466,2001.0;2009.0;2022.0,"('metabolic pathways', 'saxitoxin')"
neosaxitoxin,oxidative stress,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,3,3,25456236;25544652;27424100,2014.0;2015.0;2016.0,"('neosaxitoxin', 'oxidative stress')"
neostx,paralytic shellfish poisoning,SEMANTIC_CO_OCCURS,TOXIN,TOXIN,3,3,10858510;16646002;21710505,2000.0;2006.0;2013.0,"('neostx', 'paralytic shellfish poisoning')"
nitrogen,paralytic shellfish poisoning,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,3,3,15892061;28073499;36689843,2005.0;2016.0;2023.0,"('nitrogen', 'paralytic shellfish poisoning')"
nitrogen,paralytic shellfish toxins,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,3,3,11800428;15892061;41334952,2001.0;2005.0;2025.0,"('nitrogen', 'paralytic shellfish toxins')"
nontoxic,ph,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,ENV_FACTOR,3,3,15294806;19627483;36629970,2004.0;2009.0;2023.0,"('nontoxic', 'ph')"
paralytic shellfish poisoning,phylogeny,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,3,3,18850059;19331657;27907126,2008.0;2009.0;2016.0,"('paralytic shellfish poisoning', 'phylogeny')"
paralytic shellfish poisoning,saxitoxin biosynthesis,TOXIN_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,TOXIN,3,3,18850059;23966031;40449983,2008.0;2013.0;2025.0,"('paralytic shellfish poisoning', 'saxitoxin biosynthesis')"
paralytic shellfish poisoning,sxt genes,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,3,3,28073499;36689843;40449983,2016.0;2023.0;2025.0,"('paralytic shellfish poisoning', 'sxt genes')"
paralytic shellfish poisoning,sxti,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,3,3,28073495;28073499;40449983,2016.0;2025.0,"('paralytic shellfish poisoning', 'sxti')"
paralytic shellfish poisoning,temperature,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,3,3,24334673;30650549;36689843,2014.0;2019.0;2023.0,"('paralytic shellfish poisoning', 'temperature')"
paralytic shellfish poisoning,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,3,3,14766924;16650472;20048055,2004.0;2006.0;2010.0,"('paralytic shellfish poisoning', 'toxin-producing')"
paralytic shellfish toxins,precursor,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,3,3,24956074;33084210;38270276,2014.0;2021.0;2024.0,"('paralytic shellfish toxins', 'precursor')"
paralytic shellfish toxins,pst producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,3,3,20714432;27569199;29705145,2010.0;2016.0;2018.0,"('paralytic shellfish toxins', 'pst producing')"
paralytic shellfish toxins,pyrodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,3,3,19041661;20714432;33875183,2009.0;2010.0;2021.0,"('paralytic shellfish toxins', 'pyrodinium')"
paralytic shellfish toxins,secondary metabolites,SEMANTIC_CO_OCCURS,TOXIN,BIOSYNTHETIC_SYSTEM,3,3,23423950;26316331;32058687,2013.0;2016.0;2020.0,"('paralytic shellfish toxins', 'secondary metabolites')"
paralytic shellfish toxins,sxt gene,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,3,3,28797629;30296060;41334952,2017.0;2018.0;2025.0,"('paralytic shellfish toxins', 'sxt gene')"
paralytic shellfish toxins,sxt genes,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,3,3,25421324;28797629;36326655,2014.0;2017.0;2022.0,"('paralytic shellfish toxins', 'sxt genes')"
paralytic shellfish toxins,temperature,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,3,3,24334673;30650549;33875183,2014.0;2019.0;2021.0,"('paralytic shellfish toxins', 'temperature')"
paralytic shellfish toxins,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,3,3,24956074;27956245;33875183,2014.0;2017.0;2021.0,"('paralytic shellfish toxins', 'toxic cyanobacteria')"
paralytic shellfish toxins,toxin producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,3,3,10414862;26417864;29705145,1999.0;2015.0;2018.0,"('paralytic shellfish toxins', 'toxin producing')"
paralytic shellfish toxins,transcriptional response,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,3,3,23894552;26347118;41334952,2013.0;2016.0;2025.0,"('paralytic shellfish toxins', 'transcriptional response')"
ph,stx-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,ENV_FACTOR,3,3,15294806;19627483;38393148,2004.0;2009.0;2024.0,"('ph', 'stx-producing')"
phosphorus,saxitoxin,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,ENV_FACTOR,TOXIN,3,3,24333522;30792397;31102855,2014.0;2019.0,"('phosphorus', 'saxitoxin')"
phosphorus,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,ENV_FACTOR,BIOLOGICAL_MECHANISM,3,3,26568470;28073499;40209228,2016.0;2025.0,"('phosphorus', 'saxitoxin biosynthesis')"
phylogenetic analysis,phylogeny,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,3,3,10966445;18850059;27007634,2000.0;2008.0;2013.0,"('phylogenetic analysis', 'phylogeny')"
phylogenetic analysis,sxti,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,3,3,24015317;40449983;41702991,2013.0;2025.0;2026.0,"('phylogenetic analysis', 'sxti')"
phylogenetic tree,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,3,3,27007634;38705616;39003021,2013.0;2024.0,"('phylogenetic tree', 'saxitoxin')"
phylogeny,saxitoxin,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,TOXIN,3,3,10966445;19118969;24461713,2000.0;2009.0;2014.0,"('phylogeny', 'saxitoxin')"
pks,saxitoxin,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,3,3,24461713;31936211;41702991,2014.0;2020.0;2026.0,"('pks', 'saxitoxin')"
pks,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOLOGICAL_MECHANISM,3,3,18487408;20935128;41702991,2008.0;2010.0;2026.0,"('pks', 'saxitoxin biosynthesis')"
precursor,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,3,3,18850059;29390180;38270276,2008.0;2018.0;2024.0,"('precursor', 'saxitoxin biosynthesis')"
precursors,saxitoxin,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,3,3,19632259;24395509;26842222,2010.0;2014.0;2016.0,"('precursors', 'saxitoxin')"
pst producing,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,3,3,20714432;27569199;29705145,2010.0;2016.0;2018.0,"('pst producing', 'saxitoxin')"
pyrodinium,pyrodinium bahamense,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,3,3,19041661;33875183;35198665,2009.0;2021.0;2022.0,"('pyrodinium', 'pyrodinium bahamense')"
salinity,temperature,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,3,3,23892224;33980451;40279773,2013.0;2021.0;2025.0,"('salinity', 'temperature')"
saxitoxin,secondary metabolism,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,3,3,14718552;16650472;32290496,2004.0;2006.0;2020.0,"('saxitoxin', 'secondary metabolism')"
saxitoxin,secondary metabolite,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,3,3,14718552;21076133;32290496,2004.0;2011.0;2020.0,"('saxitoxin', 'secondary metabolite')"
saxitoxin,stx producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,3,3,14660387;22983012;39703858,2003.0;2012.0;2024.0,"('saxitoxin', 'stx producing')"
saxitoxin,sxtu,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,3,3,28073495;38705616;40449983,2016.0;2024.0;2025.0,"('saxitoxin', 'sxtu')"
saxitoxin,transcriptional response,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,3,3,26347118;29027918;41334952,2016.0;2017.0;2025.0,"('saxitoxin', 'transcriptional response')"
saxitoxin biosynthesis,sxta,GENE_MECHANISM_RELATION,BIOLOGICAL_MECHANISM,GENE,3,3,23335767;38705616;40449983,2013.0;2024.0;2025.0,"('saxitoxin biosynthesis', 'sxta')"
saxitoxin biosynthesis,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,3,3,22081581;27817832;35198665,2012.0;2016.0;2022.0,"('saxitoxin biosynthesis', 'toxin-producing')"
saxitoxin biosynthesis genes,sxta,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,29705145;38705616;40449983,2018.0;2024.0;2025.0,"('saxitoxin biosynthesis genes', 'sxta')"
saxitoxin biosynthesis genes,sxtg,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,29705145;38705616;40449983,2018.0;2024.0;2025.0,"('saxitoxin biosynthesis genes', 'sxtg')"
secondary metabolites,toxic cyanobacteria,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TAXON_GROUP,3,3,22628533;23648386;24275084,2013.0;2014.0,"('secondary metabolites', 'toxic cyanobacteria')"
secondary metabolites,toxin production,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,3,3,23648386;28737704;32290496,2013.0;2017.0;2020.0,"('secondary metabolites', 'toxin production')"
stx biosynthesis genes,sxta,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,38705616;40209228;41702991,2024.0;2025.0;2026.0,"('stx biosynthesis genes', 'sxta')"
sxt genes,sxtx,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,28797629;36689843;40209228,2017.0;2023.0;2025.0,"('sxt genes', 'sxtx')"
sxta,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,38705616;40449983;41702991,2024.0;2025.0;2026.0,"('sxta', 'sxtu')"
sxta,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,GENE,3,3,20048055;24334673;25421324,2010.0;2014.0,"('sxta', 'toxin-producing')"
sxta,transcriptional response,REGULATION_GENE_RELATION,GENE,REGULATION_EXPRESSION,3,3,26347118;29027918;41334952,2016.0;2017.0;2025.0,"('sxta', 'transcriptional response')"
sxtb,sxtg,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,22628533;38705616;40449983,2013.0;2024.0;2025.0,"('sxtb', 'sxtg')"
sxtb,toxic cyanobacteria,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,3,3,22628533;38705616;40449983,2013.0;2024.0;2025.0,"('sxtb', 'toxic cyanobacteria')"
sxtg,sxts,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,35324712;38705616;40449983,2022.0;2024.0;2025.0,"('sxtg', 'sxts')"
sxtg,toxic cyanobacteria,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,3,3,22628533;38705616;40449983,2013.0;2024.0;2025.0,"('sxtg', 'toxic cyanobacteria')"
sxti,sxts,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,38705616;40449983;41702991,2024.0;2025.0;2026.0,"('sxti', 'sxts')"
sxti,toxic cyanobacteria,SEMANTIC_CO_OCCURS,GENE,TAXON_GROUP,3,3,33608790;38705616;40449983,2021.0;2024.0;2025.0,"('sxti', 'toxic cyanobacteria')"
sxts,sxtu,SEMANTIC_CO_OCCURS,GENE,GENE,3,3,38705616;40449983;41702991,2024.0;2025.0;2026.0,"('sxts', 'sxtu')"
alexandrium,expression levels,SEMANTIC_CO_OCCURS,TAXON_GROUP,REGULATION_EXPRESSION,3,2,38705616;40449983,2024.0;2025.0,"('alexandrium', 'expression levels')"
alexandrium tamarense,homologs,SEMANTIC_CO_OCCURS,SPECIES,EVOLUTIONARY_PROCESS,3,2,21625593;22628533,2011.0;2013.0,"('alexandrium tamarense', 'homologs')"
amidinotransferase,cyanobacteria,SEMANTIC_CO_OCCURS,GENE_DOMAIN,TAXON_GROUP,3,2,23335767;32058687,2013.0;2020.0,"('amidinotransferase', 'cyanobacteria')"
biosynthesis,cell cycle,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,BIOLOGICAL_MECHANISM,3,2,26239440;28678186,2015.0;2017.0,"('biosynthesis', 'cell cycle')"
biosynthesis,conserved,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,EVOLUTIONARY_PROCESS,3,2,40449983;41702991,2025.0;2026.0,"('biosynthesis', 'conserved')"
biosynthesis,expression levels,SEMANTIC_CO_OCCURS,BIOLOGICAL_MECHANISM,REGULATION_EXPRESSION,3,2,38705616;40449983,2024.0;2025.0,"('biosynthesis', 'expression levels')"
biosynthesis,sxtt,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,3,2,32532989;38270276,2020.0;2024.0,"('biosynthesis', 'sxtt')"
clade,conserved,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,3,2,23457475;41702991,2013.0;2026.0,"('clade', 'conserved')"
comparative transcriptomics,expression levels,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,REGULATION_EXPRESSION,3,2,38705616;40449983,2024.0;2025.0,"('comparative transcriptomics', 'expression levels')"
conserved,phylogenetic analysis,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,3,2,40449983;41702991,2025.0;2026.0,"('conserved', 'phylogenetic analysis')"
conserved,pks,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,EVOLUTIONARY_PROCESS,3,2,35031458;41702991,2022.0;2026.0,"('conserved', 'pks')"
conserved,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,BIOLOGICAL_MECHANISM,3,2,26568470;41702991,2016.0;2026.0,"('conserved', 'saxitoxin biosynthesis')"
conserved,sxta4 domain,SEMANTIC_CO_OCCURS,GENE_DOMAIN,EVOLUTIONARY_PROCESS,3,2,40449983;41702991,2025.0;2026.0,"('conserved', 'sxta4 domain')"
conserved,sxts,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,3,2,40449983;41702991,2025.0;2026.0,"('conserved', 'sxts')"
