source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key
CrossRef,,10.2983/035.035.0118,2016.0,Molecular Detection of the<i>Sxta</i>Gene from Saxitoxin-Producing<i>Alexandrium minutum</i>in Commercial Oysters,,Journal of Shellfish Research,Alexandrium saxitoxin,dinoflagellate_stx,,,10.2983/035.035.0118,,molecular detection of the sxta gene from saxitoxin producing alexandrium minutum in commercial oysters,doi:10.2983/035.035.0118
OpenAlex,,10.2983/035.035.0118,2016.0,Molecular Detection of the<i>Sxta</i>Gene from Saxitoxin-Producing<i>Alexandrium minutum</i>in Commercial Oysters,"The production of toxic secondary metabolites by marine phytoplankton and their accumulation in molluscs and fish has ecosystem-wide and human health impacts. The potent neurotoxin saxitoxin and its analogs, which can cause paralytic shellfish poisoning, are produced by species of the dinoflagellate genus Alexandrium. These toxins can accumulate in filter-feeding molluscs, including commercially grown species of shellfish. A feeding experiment was designed to assess the use of quantitative polymerase chain reaction to detect a gene involved in saxitoxin biosynthesis (sxtA) in two commercial oyster stocks. Both diploid and triploid Crassostrea gigas were fed with toxic cultures of Alexandrium minutum over a period of 12 days to allow toxin accumulation. A barcoding gene specific to Alexandrium (ITS 5.8s rRNA) and the sxtA gene, domain 4, which is specific to the saxitoxin synthesis pathway, were assayed. Both targets were detected in oysters collected after 6 and 12 days feeding with A. minutum, and after 24 h of depuration during which the oysters were fed nontoxic microalgae only. The target genes were not detected in control oysters. These methods can be used as a relatively rapid and inexpensive screen that is indicative of the presence of saxitoxin-producing microalgae in shellfish.",Journal of Shellfish Research,Alexandrium sxtA,dinoflagellate_stx,https://openalex.org/W2346267712,,10.2983/035.035.0118,,molecular detection of the sxta gene from saxitoxin producing alexandrium minutum in commercial oysters,doi:10.2983/035.035.0118
CrossRef,,10.2983/035.035.0118,2016.0,Molecular Detection of the<i>Sxta</i>Gene from Saxitoxin-Producing<i>Alexandrium minutum</i>in Commercial Oysters,,Journal of Shellfish Research,Alexandrium sxtA,dinoflagellate_stx,,,10.2983/035.035.0118,,molecular detection of the sxta gene from saxitoxin producing alexandrium minutum in commercial oysters,doi:10.2983/035.035.0118
OpenAlex,,10.2983/035.035.0118,2016.0,Molecular Detection of the<i>Sxta</i>Gene from Saxitoxin-Producing<i>Alexandrium minutum</i>in Commercial Oysters,"The production of toxic secondary metabolites by marine phytoplankton and their accumulation in molluscs and fish has ecosystem-wide and human health impacts. The potent neurotoxin saxitoxin and its analogs, which can cause paralytic shellfish poisoning, are produced by species of the dinoflagellate genus Alexandrium. These toxins can accumulate in filter-feeding molluscs, including commercially grown species of shellfish. A feeding experiment was designed to assess the use of quantitative polymerase chain reaction to detect a gene involved in saxitoxin biosynthesis (sxtA) in two commercial oyster stocks. Both diploid and triploid Crassostrea gigas were fed with toxic cultures of Alexandrium minutum over a period of 12 days to allow toxin accumulation. A barcoding gene specific to Alexandrium (ITS 5.8s rRNA) and the sxtA gene, domain 4, which is specific to the saxitoxin synthesis pathway, were assayed. Both targets were detected in oysters collected after 6 and 12 days feeding with A. minutum, and after 24 h of depuration during which the oysters were fed nontoxic microalgae only. The target genes were not detected in control oysters. These methods can be used as a relatively rapid and inexpensive screen that is indicative of the presence of saxitoxin-producing microalgae in shellfish.",Journal of Shellfish Research,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2346267712,,10.2983/035.035.0118,,molecular detection of the sxta gene from saxitoxin producing alexandrium minutum in commercial oysters,doi:10.2983/035.035.0118
CrossRef,,10.2983/035.035.0118,2016.0,Molecular Detection of the<i>Sxta</i>Gene from Saxitoxin-Producing<i>Alexandrium minutum</i>in Commercial Oysters,,Journal of Shellfish Research,Alexandrium temperature saxitoxin,dinoflagellate_stx,,,10.2983/035.035.0118,,molecular detection of the sxta gene from saxitoxin producing alexandrium minutum in commercial oysters,doi:10.2983/035.035.0118
CrossRef,,10.2983/035.035.0118,2016.0,Molecular Detection of the<i>Sxta</i>Gene from Saxitoxin-Producing<i>Alexandrium minutum</i>in Commercial Oysters,,Journal of Shellfish Research,Alexandrium transcriptome saxitoxin,dinoflagellate_stx,,,10.2983/035.035.0118,,molecular detection of the sxta gene from saxitoxin producing alexandrium minutum in commercial oysters,doi:10.2983/035.035.0118
CrossRef,,10.2989/16085914.2011.559688,2011.0,<i>Alexandrium catenella</i>and<i>Alexandrium tamarense</i>in the North Lake of Tunis: bloom characteristics and the occurrence of paralytic shellfish toxin,,African Journal of Aquatic Science,Alexandrium sxtG,dinoflagellate_stx,,,10.2989/16085914.2011.559688,,alexandrium catenella and alexandrium tamarense in the north lake of tunis bloom characteristics and the occurrence of paralytic shellfish toxin,doi:10.2989/16085914.2011.559688
CrossRef,,10.2989/16085914.2011.559688,2011.0,<i>Alexandrium catenella</i>and<i>Alexandrium tamarense</i>in the North Lake of Tunis: bloom characteristics and the occurrence of paralytic shellfish toxin,,African Journal of Aquatic Science,Alexandrium nitrogen toxin production,dinoflagellate_stx,,,10.2989/16085914.2011.559688,,alexandrium catenella and alexandrium tamarense in the north lake of tunis bloom characteristics and the occurrence of paralytic shellfish toxin,doi:10.2989/16085914.2011.559688
CrossRef,,10.2989/16085914.2011.559688,2011.0,<i>Alexandrium catenella</i>and<i>Alexandrium tamarense</i>in the North Lake of Tunis: bloom characteristics and the occurrence of paralytic shellfish toxin,,African Journal of Aquatic Science,Alexandrium salinity toxin profile,dinoflagellate_stx,,,10.2989/16085914.2011.559688,,alexandrium catenella and alexandrium tamarense in the north lake of tunis bloom characteristics and the occurrence of paralytic shellfish toxin,doi:10.2989/16085914.2011.559688
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Alexandrium saxitoxin,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Pyrodinium bahamense saxitoxin,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Alexandrium temperature saxitoxin,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Alexandrium transcriptome saxitoxin,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,saxitoxin evolution dinoflagellates,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
CrossRef,,10.31030/9196000,,"DIN V ENV 14194:2002-08, Lebensmittel_- Bestimmung von Saxitoxin und DC-Saxitoxin in Muscheln_- HPLC-Verfahren mit Nachsäulenderivatisierung; Deutsche Fassung ENV_14194:2002",,,Centrodinium punctatum saxitoxin,dinoflagellate_stx,,,10.31030/9196000,,din v env 14194 2002 08 lebensmittel bestimmung von saxitoxin und dc saxitoxin in muscheln hplc verfahren mit nachs ulenderivatisierung deutsche fassung env 14194 2002,doi:10.31030/9196000
OpenAlex,,10.3184/003685015x14298590596266,2015.0,Cyanobacteria and Microalgae: A Renewable Source of Bioactive Compounds and Other Chemicals,"Microalgae and cyanobacteria are rich sources of many valuable compounds, including important bioactive and biotechnologically relevant chemicals. Their enormous biodiversity, and the consequent variability in the respective biochemical composition, make microalgae cultivations a promising resource for many novel chemically and biologically active molecules and compounds of high commercial value such as lipids and dyes. The nature of the chemicals produced can be manipulated by changing the cultivation media and conditions. Algae are extremely versatile because they can be adapted to a variety of cell culture conditions. They do not require arable land, can be cultivated on saline water and wastewaters, and require much less water than plants. They possess an extremely high growth rate making these microorganisms very attractive for use in biofuel production--some species of algae can achieve around 100 times more oil than oil seeds. In addition, microalgae and cyanobacteria can accumulate various biotoxins and can contribute to mitigate greenhouse gases since they produce biomass through carbon dioxide fixation. In this review, we provide an overview of the application of microalgae in the production of bioactive and other chemicals.",Science Progress,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W1159785104,,10.3184/003685015x14298590596266,,cyanobacteria and microalgae a renewable source of bioactive compounds and other chemicals,doi:10.3184/003685015x14298590596266
OpenAlex,,10.3184/003685015x14298590596266,2015.0,Cyanobacteria and Microalgae: A Renewable Source of Bioactive Compounds and Other Chemicals,"Microalgae and cyanobacteria are rich sources of many valuable compounds, including important bioactive and biotechnologically relevant chemicals. Their enormous biodiversity, and the consequent variability in the respective biochemical composition, make microalgae cultivations a promising resource for many novel chemically and biologically active molecules and compounds of high commercial value such as lipids and dyes. The nature of the chemicals produced can be manipulated by changing the cultivation media and conditions. Algae are extremely versatile because they can be adapted to a variety of cell culture conditions. They do not require arable land, can be cultivated on saline water and wastewaters, and require much less water than plants. They possess an extremely high growth rate making these microorganisms very attractive for use in biofuel production--some species of algae can achieve around 100 times more oil than oil seeds. In addition, microalgae and cyanobacteria can accumulate various biotoxins and can contribute to mitigate greenhouse gases since they produce biomass through carbon dioxide fixation. In this review, we provide an overview of the application of microalgae in the production of bioactive and other chemicals.",Science Progress,saxitoxin evolution dinoflagellates,dinoflagellate_stx,https://openalex.org/W1159785104,,10.3184/003685015x14298590596266,,cyanobacteria and microalgae a renewable source of bioactive compounds and other chemicals,doi:10.3184/003685015x14298590596266
CrossRef,,10.31979/etd.sm7w-a77b,,"Flow Cytometry of Alexandrium catenella from Elkhorn Slough, California.",,,Alexandrium sxtG,dinoflagellate_stx,,,10.31979/etd.sm7w-a77b,,flow cytometry of alexandrium catenella from elkhorn slough california,doi:10.31979/etd.sm7w-a77b
CrossRef,,10.3354/ab00664,2016.0,Single-cell PCR of the luciferase conserved catalytic domain reveals a unique cluster in the toxic bioluminescent dinoflagellate Pyrodinium bahamense,,Aquatic Biology,Pyrodinium bahamense saxitoxin,dinoflagellate_stx,,,10.3354/ab00664,,single cell pcr of the luciferase conserved catalytic domain reveals a unique cluster in the toxic bioluminescent dinoflagellate pyrodinium bahamense,doi:10.3354/ab00664
OpenAlex,,10.3354/ab00664,2016.0,Single-cell PCR of the luciferase conserved catalytic domain reveals a unique cluster in the toxic bioluminescent dinoflagellate Pyrodinium bahamense,"Pyrodinium bahamense is a toxic, bioluminescent dinoflagellate with a record of intense bloom formation in both the Atlantic-Caribbean and Indo-Pacific regions. To date, limited genetic information exists for P. bahamense in comparison to other closely related harmful algal bloom taxa such as Alexandrium, or other bioluminescent taxa such as Pyrocystis. This study utilized single-cell PCR to explore the molecular diversity of P. bahamense within the Indian River Lagoon (IRL), Florida, USA, and a bioluminescent bay in Puerto Rico. Pyrodinium-specific primers targeting a ca.1.2-kb region of the 18S rRNA gene and degenerate primers targeting the conserved catalytic domain of the luciferase gene (lcf ) were applied to single cells isolated from both geographic regions as well as single cells of clonal isolates from the IRL. Phylogenetic analysis revealed that while P. bahamense is more closely related to Alexandrium spp. at the 18S rRNA gene level, its lcf sequences are more closely related to Pyrocystis spp. than Alexandrium spp. Pyrodinium bahamense lcf sequences from the Western Atlantic formed 2 distinct clusters. These clusters were defined by a set of core amino acid substitutions, and the extent of variation was greater than that recorded between the established variants of Pyrocystis lcf. lcf sequences from an Indo-Pacific strain formed a third distinct cluster. Based on these results, the potential of lcf for use in tracking sub-populations of P. bahamense is discussed.",Aquatic Biology,Alexandrium transcriptome saxitoxin,dinoflagellate_stx,https://openalex.org/W2518186980,,10.3354/ab00664,,single cell pcr of the luciferase conserved catalytic domain reveals a unique cluster in the toxic bioluminescent dinoflagellate pyrodinium bahamense,doi:10.3354/ab00664
OpenAlex,,10.3354/ab00751,2022.0,Detection of bioluminescent dinoflagellates based on luciferase genes during the ‘blue tears’ season around the Matsu archipelago,"Noctiluca scintillans is considered to be a bioluminescent bloom-forming species in the coastal water around the Matsu archipelago. To identify the bioluminescent dinoflagellates and their distributions around the Matsu archipelago, metatranscriptome and luciferase (lcf) gene sequencing were conducted from June 2016 to July 2017. Metatranscriptomes retrieved lcf genes mainly from Noctiluca and other bioluminescent dinoflagellates. This result demonstrates that lcf genes were actually expressed in multiple dinoflagellate species. An analysis of the lcf composition of dinoflagellates indicated that N. scintillans was the dominant bioluminescent species during May and July. In late summer, this dominance was replaced by other bioluminescent dinoflagellate species, such as Alexandrium affine and Ceratium fusus . No lcf gene from the known toxic bioluminescent dinoflagellates was obtained during the period of investigation. Our results suggest that N. scintillans is not the only dinoflagellate species producing bioluminescence around the Matsu archipelago.",Aquatic Biology,Alexandrium transcriptome saxitoxin,dinoflagellate_stx,https://openalex.org/W4225351749,,10.3354/ab00751,,detection of bioluminescent dinoflagellates based on luciferase genes during the blue tears season around the matsu archipelago,doi:10.3354/ab00751
OpenAlex,,10.3354/ame01329,2009.0,Allelopathic effects of Alexandrium tamarense on other algae: evidence from mixed growth experiments,"The effect of 2 strains (Alex2 and Alex5) of the marine red tide dinoflagellate Alexandrium tamarense on 10 other planktonic algal target species common in temperate waters was studied in mixed growth experiments under nutrient-rich conditions. In a comparative approach, the 2 strains of A. tamarense, similar in their cellular paralytic shellfish toxin (PST) content, were selected because of their fundamentally different lytic potencies. The Alex2 strain clearly affected all target algae while the Alex5 strain had no negative effect on the growth of any of the target species during the study period, even though cell concentrations of Alex5 became very high (2 10 4 cells ml -1 ). As both strains contained comparable amounts of PST, this confirmed previous suggestions that so far unidentified compounds are causing the negative effects on other algae. Sensitivity of the tested algae to Alex2 differed considerably. The growth of some species was affected at very low Alex2 cell concentrations (<10 2 cells ml -1 ), while the growth of other algae was not affected until cell concentrations exceeded 10 3 cells ml -1 . While a complete dieoff was the ultimate fate for almost all target species when grown in mixed culture with Alex2, Scrippsiella trochoidea formed temporary cysts, the number of which remained constant during the course of the experiment. The pH in the mixed cultures increased as the cultures grew dense. This had a substantial effect on Alex5 in the mixed cultures, in which Alex5 eventually died off because the target species have a higher tolerance to high pH. pH values did not determine the outcome of the experiments with Alex2 because the adverse effects of Alex2 on the growth of the other algae was evident before pH values became too high. Lytic extracellular compounds, which are produced by the large majority of A. tamarense strains tested so far, clearly have the potential to benefit this dinoflagellate by reducing competitor growth rates.",Aquatic Microbial Ecology,Alexandrium salinity toxin profile,dinoflagellate_stx,https://openalex.org/W1964369099,,10.3354/ame01329,,allelopathic effects of alexandrium tamarense on other algae evidence from mixed growth experiments,doi:10.3354/ame01329
OpenAlex,,10.3354/ame01396,2010.0,CO2 and phosphate availability control the toxicity of the harmful bloom dinoflagellate Karlodinium veneficum,"AME Aquatic Microbial Ecology Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsSpecials AME 59:55-65 (2010) - DOI: https://doi.org/10.3354/ame01396 CO2 and phosphate availability control the toxicity of the harmful bloom dinoflagellate Karlodinium veneficum Fei-Xue Fu1,*, Allen R. Place2, Nathan S. Garcia1, David A Hutchins1 1Department of Biological Sciences, University of Southern California, 3616 Trousdale Parkway, Los Angeles, California 90089, USA 2Center of Marine Biotechnology, University of Maryland Biotechnology Institute, Baltimore, Maryland 21202, USA *Email: ffu@usc.edu ABSTRACT: We demonstrated that the toxicity of the harmful bloom dinoflagellate Karlodinium veneficum is regulated by both CO2 concentrations and phosphate availability. Semi-continuous cultures were grown in a factorial experiment under all combinations of 3 CO2 levels (230, 430 and 745 ppm) and 2 phosphate conditions (0.5 and 20 µM). After steady-state acclimation was achieved, karlotoxin cellular quotas and growth rates were determined in all 6 treatments. This strain produced both types of karlotoxin, KmTx-1 and KmTx-2. Chlorophyll a-normalized production of the 2 types of karlotoxins was much higher in P-limited cultures compared with P-replete ones under the same CO2 conditions. Increasing CO2 strongly stimulated production of KmTx-1 and decreased production of KmTx-2 in both treatments, but especially in P-limited cultures. Because the KmTx-1 toxin is an order of magnitude more potent than KmTx-2, total cellular toxicity was increased dramatically at high pCO2, particularly in P-limited cultures. Specific growth rates were accelerated by enriched CO2 in P-replete cultures, but not in P-limited treatments. Growth rates or toxicity of K. veneficum could increase substantially in the future with high CO2 levels in the ocean, depending on P availability, and so interactions between rising CO2 and eutrophication could cause major shifts in present day patterns of harmful algal toxin production. These results suggest that over the coming decades, rising CO2 could substantially increase karlotoxin damage to food webs in the often P-limited estuaries where Karlodinium blooms occur. KEY WORDS: Harmful algae · Karlodinium veneficum · Karlotoxin · CO2 · Phosphate · Dinoflagellates · Ocean acidification · Algal toxin Full text in pdf format PreviousNextCite this article as: Fu FX, Place AR, Garcia NS, Hutchins DA (2010) CO2 and phosphate availability control the toxicity of the harmful bloom dinoflagellate Karlodinium veneficum. Aquat Microb Ecol 59:55-65. https://doi.org/10.3354/ame01396 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in AME Vol. 59, No. 1. Online publication date: March 11, 2010 Print ISSN: 0948-3055; Online ISSN: 1616-1564 Copyright © 2010 Inter-Research.",Aquatic Microbial Ecology,Alexandrium nitrogen toxin production,dinoflagellate_stx,https://openalex.org/W1976698188,,10.3354/ame01396,,co2 and phosphate availability control the toxicity of the harmful bloom dinoflagellate karlodinium veneficum,doi:10.3354/ame01396
OpenAlex,,10.3354/ame01396,2010.0,CO2 and phosphate availability control the toxicity of the harmful bloom dinoflagellate Karlodinium veneficum,"AME Aquatic Microbial Ecology Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout the JournalEditorsSpecials AME 59:55-65 (2010) - DOI: https://doi.org/10.3354/ame01396 CO2 and phosphate availability control the toxicity of the harmful bloom dinoflagellate Karlodinium veneficum Fei-Xue Fu1,*, Allen R. Place2, Nathan S. Garcia1, David A Hutchins1 1Department of Biological Sciences, University of Southern California, 3616 Trousdale Parkway, Los Angeles, California 90089, USA 2Center of Marine Biotechnology, University of Maryland Biotechnology Institute, Baltimore, Maryland 21202, USA *Email: ffu@usc.edu ABSTRACT: We demonstrated that the toxicity of the harmful bloom dinoflagellate Karlodinium veneficum is regulated by both CO2 concentrations and phosphate availability. Semi-continuous cultures were grown in a factorial experiment under all combinations of 3 CO2 levels (230, 430 and 745 ppm) and 2 phosphate conditions (0.5 and 20 µM). After steady-state acclimation was achieved, karlotoxin cellular quotas and growth rates were determined in all 6 treatments. This strain produced both types of karlotoxin, KmTx-1 and KmTx-2. Chlorophyll a-normalized production of the 2 types of karlotoxins was much higher in P-limited cultures compared with P-replete ones under the same CO2 conditions. Increasing CO2 strongly stimulated production of KmTx-1 and decreased production of KmTx-2 in both treatments, but especially in P-limited cultures. Because the KmTx-1 toxin is an order of magnitude more potent than KmTx-2, total cellular toxicity was increased dramatically at high pCO2, particularly in P-limited cultures. Specific growth rates were accelerated by enriched CO2 in P-replete cultures, but not in P-limited treatments. Growth rates or toxicity of K. veneficum could increase substantially in the future with high CO2 levels in the ocean, depending on P availability, and so interactions between rising CO2 and eutrophication could cause major shifts in present day patterns of harmful algal toxin production. These results suggest that over the coming decades, rising CO2 could substantially increase karlotoxin damage to food webs in the often P-limited estuaries where Karlodinium blooms occur. KEY WORDS: Harmful algae · Karlodinium veneficum · Karlotoxin · CO2 · Phosphate · Dinoflagellates · Ocean acidification · Algal toxin Full text in pdf format PreviousNextCite this article as: Fu FX, Place AR, Garcia NS, Hutchins DA (2010) CO2 and phosphate availability control the toxicity of the harmful bloom dinoflagellate Karlodinium veneficum. Aquat Microb Ecol 59:55-65. https://doi.org/10.3354/ame01396 Export citation RSS - Facebook - Tweet - linkedIn Cited by Published in AME Vol. 59, No. 1. Online publication date: March 11, 2010 Print ISSN: 0948-3055; Online ISSN: 1616-1564 Copyright © 2010 Inter-Research.",Aquatic Microbial Ecology,Alexandrium salinity toxin profile,dinoflagellate_stx,https://openalex.org/W1976698188,,10.3354/ame01396,,co2 and phosphate availability control the toxicity of the harmful bloom dinoflagellate karlodinium veneficum,doi:10.3354/ame01396
OpenAlex,,10.3354/ame01419,2010.0,"Effect of temperature on production of okadaic acid, dinophysistoxin-1, and pectenotoxin-2 by Dinophysis acuminata in culture experiments","We cultivated Dinophysis acuminata, a mixotrophic dinoflagellate causing diarrhetic shellfish poisoning worldwide, at different temperatures by providing a mixotrophic ciliate Myrionecta rubra as a food source. We examined the effects of temperature on growth rates and monitored production of the toxins okadaic acid (OA), dinophysistoxin-1 (DTX1), and pectenotoxin-2 (PTX2) using liquid chromatography-tandem mass spectrometry. Cell densities of D. acuminata increased at temperatures of 10, 14, 18, and 22C, and the mean specific growth rates during the exponential growth phase were higher at higher temperatures (0.14 to 0.28 d -1 ). The concentration of all toxins increased as cell densities increased. The mean cellular PTX2 content during the exponential growth phase was greater at lower temperatures, but clear differences in the other toxin concentrations in relation to temperature were not observed. The cellular content of OA and DTX1 significantly increased during the exponential growth phase at all temperatures except at 10C for OA, whereas that of PTX2 did not significantly increase at temperatures greater than 10C. Cellular toxin production rates temporarily increased at or just before the end of the exponential growth phase at 14, 18, and 22C, and the mean rates for OA production over the entire incubation period were higher at higher temperatures. Our results indicate that increasing temperature generally stimulates toxin production in D. acuminata populations due to an increase in cell density, but cellular content and production rates of OA and PTX2 in response to temperature differ and are influenced by growth phase.",Aquatic Microbial Ecology,Alexandrium salinity toxin profile,dinoflagellate_stx,https://openalex.org/W1970442288,,10.3354/ame01419,,effect of temperature on production of okadaic acid dinophysistoxin 1 and pectenotoxin 2 by dinophysis acuminata in culture experiments,doi:10.3354/ame01419
CrossRef,,10.3354/ame01437,2010.0,Bacterial diversity of Gymnodinium catenatum and its relationship to dinoflagellate toxicity,,Aquatic Microbial Ecology,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,,,10.3354/ame01437,,bacterial diversity of gymnodinium catenatum and its relationship to dinoflagellate toxicity,doi:10.3354/ame01437
OpenAlex,,10.3354/ame01437,2010.0,Bacterial diversity of Gymnodinium catenatum and its relationship to dinoflagellate toxicity,"Gymnodinium catenatum Graham (Dinophyceae) is one of several marine dinoflagellates responsible for outbreaks of paralytic shellfish poisoning (PSP), a problem that is considered to be increasing globally. Bacteria associated with these dinoflagellates have been implicated as potentially involved with the production of PSP toxins, and this study sought to identify whether there was a link between the toxicity of G. catenatum laboratory cultures and the diversity of the associated bacterial community. Bacterial 16S rRNA gene clone libraries were constructed and sequenced to identify the bacterial diversity of 7 G. catenatum cultures of 2 contrasting toxicity levels. Phylogenetic membership and community structure were examined, including the use of UniFrac, F ST and LIB-COMPARE. No statistically significant differences that distinguished between toxic and low-toxicity G. catenatum cultures were identified in the bacterial community membership or structure. Furthermore, no coherent phylogenetic group of bacteria was observed to co-associate with culture toxicity. However, observed variation in bacterial diversity and community structure was based on the geographic origin of the G. catenatum cultures. Overall, while it was not possible to identify an apparent link between bacterial diversity and the toxicity of G. catenatum cultures, we suggest, on the balance of this study and others, that bacterial influence on PSP toxin production may be indirect and mediated by the effects of the bacterial community on algal physiology.",Aquatic Microbial Ecology,Pyrodinium bahamense saxitoxin,dinoflagellate_stx,https://openalex.org/W2152581608,,10.3354/ame01437,,bacterial diversity of gymnodinium catenatum and its relationship to dinoflagellate toxicity,doi:10.3354/ame01437
OpenAlex,,10.3354/ame01437,2010.0,Bacterial diversity of Gymnodinium catenatum and its relationship to dinoflagellate toxicity,"Gymnodinium catenatum Graham (Dinophyceae) is one of several marine dinoflagellates responsible for outbreaks of paralytic shellfish poisoning (PSP), a problem that is considered to be increasing globally. Bacteria associated with these dinoflagellates have been implicated as potentially involved with the production of PSP toxins, and this study sought to identify whether there was a link between the toxicity of G. catenatum laboratory cultures and the diversity of the associated bacterial community. Bacterial 16S rRNA gene clone libraries were constructed and sequenced to identify the bacterial diversity of 7 G. catenatum cultures of 2 contrasting toxicity levels. Phylogenetic membership and community structure were examined, including the use of UniFrac, F ST and LIB-COMPARE. No statistically significant differences that distinguished between toxic and low-toxicity G. catenatum cultures were identified in the bacterial community membership or structure. Furthermore, no coherent phylogenetic group of bacteria was observed to co-associate with culture toxicity. However, observed variation in bacterial diversity and community structure was based on the geographic origin of the G. catenatum cultures. Overall, while it was not possible to identify an apparent link between bacterial diversity and the toxicity of G. catenatum cultures, we suggest, on the balance of this study and others, that bacterial influence on PSP toxin production may be indirect and mediated by the effects of the bacterial community on algal physiology.",Aquatic Microbial Ecology,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2152581608,,10.3354/ame01437,,bacterial diversity of gymnodinium catenatum and its relationship to dinoflagellate toxicity,doi:10.3354/ame01437
OpenAlex,,10.3354/ame017091,1999.0,Grazing impacts of the heterotrophic dinoflagellate Polykrikos kofoidii on a bloom of Gymnodinium catenatum,"In 1998, a red tide of the paralytic shellfish poisoning (PSP)-producing dinoflagellate Gymnodinium catenaturn Graham occurred in Yatsushiro Sea, western Japan. The dramatic decline of dominant G. catenatum cells occurred during the field and laboratory assessments, accompanied with growth of the heterotrophic dinoflagellate Polyknkos kofoidii Chatton. Microscopic observations on both field and laboratory cultured bloom water revealed that >50% of P. kofoidii predated on the natural population of G. catenaturn, and 1 to 8 G. catenatum cells were found in food vacuoles of P. kofoidii pseudocolonies. Our results suggest that predation by P. kofoidii contributes to the cessation of a G. catenatum bloom.",Aquatic Microbial Ecology,Alexandrium salinity toxin profile,dinoflagellate_stx,https://openalex.org/W1990442371,,10.3354/ame017091,,grazing impacts of the heterotrophic dinoflagellate polykrikos kofoidii on a bloom of gymnodinium catenatum,doi:10.3354/ame017091
