source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key
OpenAlex,,10.1002/9780470988558,2006.0,Plant Secondary Metabolites,"Plant secondary metabolites have been a fertile area of chemical investigation for many years, driving the development of both analytical chemistry and of new synthetic reactions and methodologies. The subject is multi-disciplinary with chemists, biochemists and plant scientists all contributing to our current understanding. In recent years there has been an upsurge in interest from other disciplines, related to the realisation that secondary metabolites are dietary components that may have a considerable impact on human health, and to the development of gene technology that permits modulation of the contents of desirable and undesirable components. Plant Secondary Metabolites: Occurrence, Structure and Role in the Human Diet addresses this wider interest by covering the main groups of natural products from a chemical and biosynthetic perspective with illustrations of how genetic engineering can be applied to manipulate levels of secondary metabolites of economic value as well as those of potential importance in diet and health. These descriptive chapters are augmented by chapters showing where these products are found in the diet, how they are metabolised and reviewing the evidence for their beneficial bioactivity.",,temperature cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2506500964,,10.1002/9780470988558,,plant secondary metabolites,doi:10.1002/9780470988558
OpenAlex,,10.1002/9780470988558,2006.0,Plant Secondary Metabolites,"Plant secondary metabolites have been a fertile area of chemical investigation for many years, driving the development of both analytical chemistry and of new synthetic reactions and methodologies. The subject is multi-disciplinary with chemists, biochemists and plant scientists all contributing to our current understanding. In recent years there has been an upsurge in interest from other disciplines, related to the realisation that secondary metabolites are dietary components that may have a considerable impact on human health, and to the development of gene technology that permits modulation of the contents of desirable and undesirable components. Plant Secondary Metabolites: Occurrence, Structure and Role in the Human Diet addresses this wider interest by covering the main groups of natural products from a chemical and biosynthetic perspective with illustrations of how genetic engineering can be applied to manipulate levels of secondary metabolites of economic value as well as those of potential importance in diet and health. These descriptive chapters are augmented by chapters showing where these products are found in the diet, how they are metabolised and reviewing the evidence for their beneficial bioactivity.",,nitrogen cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2506500964,,10.1002/9780470988558,,plant secondary metabolites,doi:10.1002/9780470988558
OpenAlex,,10.1002/9780470988558,2006.0,Plant Secondary Metabolites,"Plant secondary metabolites have been a fertile area of chemical investigation for many years, driving the development of both analytical chemistry and of new synthetic reactions and methodologies. The subject is multi-disciplinary with chemists, biochemists and plant scientists all contributing to our current understanding. In recent years there has been an upsurge in interest from other disciplines, related to the realisation that secondary metabolites are dietary components that may have a considerable impact on human health, and to the development of gene technology that permits modulation of the contents of desirable and undesirable components. Plant Secondary Metabolites: Occurrence, Structure and Role in the Human Diet addresses this wider interest by covering the main groups of natural products from a chemical and biosynthetic perspective with illustrations of how genetic engineering can be applied to manipulate levels of secondary metabolites of economic value as well as those of potential importance in diet and health. These descriptive chapters are augmented by chapters showing where these products are found in the diet, how they are metabolised and reviewing the evidence for their beneficial bioactivity.",,saxitoxin evolution cyanobacteria,cyanobacteria_stx,https://openalex.org/W2506500964,,10.1002/9780470988558,,plant secondary metabolites,doi:10.1002/9780470988558
CrossRef,,10.1002/9781118402238.ch1,2014.0,"Cyanobacteria: biology, ecology and evolution",,Cyanobacteria,cyanobacteria sxtG,cyanobacteria_stx,,,10.1002/9781118402238.ch1,,cyanobacteria biology ecology and evolution,doi:10.1002/9781118402238.ch1
CrossRef,,10.1002/9781118402238.ch1,2014.0,"Cyanobacteria: biology, ecology and evolution",,Cyanobacteria,saxitoxin evolution cyanobacteria,cyanobacteria_stx,,,10.1002/9781118402238.ch1,,cyanobacteria biology ecology and evolution,doi:10.1002/9781118402238.ch1
CrossRef,,10.1002/9781118402238.ch2,2014.0,Modern classification of cyanobacteria,,Cyanobacteria,cyanobacteria sxtG,cyanobacteria_stx,,,10.1002/9781118402238.ch2,,modern classification of cyanobacteria,doi:10.1002/9781118402238.ch2
CrossRef,,10.1002/9781118402238.ch20,2014.0,Cryopreservation of cyanobacteria,,Cyanobacteria,cyanobacteria sxtG,cyanobacteria_stx,,,10.1002/9781118402238.ch20,,cryopreservation of cyanobacteria,doi:10.1002/9781118402238.ch20
CrossRef,,10.1002/9781118402238.ch3,2014.0,Ecological importance of cyanobacteria,,Cyanobacteria,cyanobacteria sxtG,cyanobacteria_stx,,,10.1002/9781118402238.ch3,,ecological importance of cyanobacteria,doi:10.1002/9781118402238.ch3
OpenAlex,,10.1002/9781118928677.ch2,2020.0,"Cyanobacteria, Cyanotoxins, and Human Health","Health hazards presented by cyanobacteria rank highly among the problems encountered in the supply and treatment of drinking water. This is partly accounted for by the widespread production of toxins (cyanotoxins) by bloom-, scum- and mat-forming cyanobacteria. Exposure routes (oral, dermal, inhalation, and parenteral) and exposure media (water, foodstuffs and dietary supplements, aerosols and dust) are reviewed. Cyanotoxin modes of action and toxicities are discussed for microcystins, nodularins, cylindrospermopsin, anatoxin-a and homoanatoxin-a, anatoxin-a(S), saxitoxins, lipopolysaccharides, and β-N-methylamino-L-alanine. The derivation of guideline values for health protection against cyanotoxins is reviewed, with discussion of shortcomings, gaps in knowledge, and research needs to strengthen protection policies. Human health incidents, from mild to fatal, associated with exposure to cyanobacteria and cyanotoxins, are reviewed with reference to the known exposure routes, media, and the activities involved, including recreation, drinking, bathing, and haemodialysis. Effective communication between scientists, water-treatment engineers, decision-makers, and stakeholders, the formulation of contingency plans, and the continuing education of the public about cyanobacterial and cyanotoxin health risks, are discussed as key aids in the achievable risk management of these health hazards.",,cyanobacterial saxitoxin,cyanobacteria_stx,https://openalex.org/W3043370435,,10.1002/9781118928677.ch2,,cyanobacteria cyanotoxins and human health,doi:10.1002/9781118928677.ch2
CrossRef,,10.1002/9781118992685.ch12,2017.0,Detection of Paralytic Shellfish Poisoning Toxins in Molluscs,,Analysis of Food Toxins and Toxicants,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1002/9781118992685.ch12,,detection of paralytic shellfish poisoning toxins in molluscs,doi:10.1002/9781118992685.ch12
OpenAlex,,10.1002/9781119068761.app2,2016.0,Appendix 2: Cyanobacteria Associated With the Production of Cyanotoxins,"A large diversity of cyanobacteria is associated with the production of cyanotoxins. Appendix 2 reports an updated list of cyanobacterial species or genera: (i) producing toxin from isolated strains or (ii) suspected to produce toxins, based on data obtained from environmental samples (Table Appendix.1). The original species names assigned (or successively modified) by the indicated authors have been updated following the more recent changes in the taxonomic literature. A selected list of papers describing the presence of different cyanotoxins measured in samples containing cyanobacterial assemblages was also listed (Table Appendix.2).",,Aphanizomenon saxitoxin,cyanobacteria_stx,https://openalex.org/W2587726327,,10.1002/9781119068761.app2,,appendix 2 cyanobacteria associated with the production of cyanotoxins,doi:10.1002/9781119068761.app2
OpenAlex,,10.1002/9781119068761.app2,2016.0,Appendix 2: Cyanobacteria Associated With the Production of Cyanotoxins,"A large diversity of cyanobacteria is associated with the production of cyanotoxins. Appendix 2 reports an updated list of cyanobacterial species or genera: (i) producing toxin from isolated strains or (ii) suspected to produce toxins, based on data obtained from environmental samples (Table Appendix.1). The original species names assigned (or successively modified) by the indicated authors have been updated following the more recent changes in the taxonomic literature. A selected list of papers describing the presence of different cyanotoxins measured in samples containing cyanobacterial assemblages was also listed (Table Appendix.2).",,Dolichospermum saxitoxin,cyanobacteria_stx,https://openalex.org/W2587726327,,10.1002/9781119068761.app2,,appendix 2 cyanobacteria associated with the production of cyanotoxins,doi:10.1002/9781119068761.app2
OpenAlex,,10.1002/9781119068761.app2,2016.0,Appendix 2: Cyanobacteria Associated With the Production of Cyanotoxins,"A large diversity of cyanobacteria is associated with the production of cyanotoxins. Appendix 2 reports an updated list of cyanobacterial species or genera: (i) producing toxin from isolated strains or (ii) suspected to produce toxins, based on data obtained from environmental samples (Table Appendix.1). The original species names assigned (or successively modified) by the indicated authors have been updated following the more recent changes in the taxonomic literature. A selected list of papers describing the presence of different cyanotoxins measured in samples containing cyanobacterial assemblages was also listed (Table Appendix.2).",,Cylindrospermopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W2587726327,,10.1002/9781119068761.app2,,appendix 2 cyanobacteria associated with the production of cyanotoxins,doi:10.1002/9781119068761.app2
OpenAlex,,10.1002/9781119068761.app2,2016.0,Appendix 2: Cyanobacteria Associated With the Production of Cyanotoxins,"A large diversity of cyanobacteria is associated with the production of cyanotoxins. Appendix 2 reports an updated list of cyanobacterial species or genera: (i) producing toxin from isolated strains or (ii) suspected to produce toxins, based on data obtained from environmental samples (Table Appendix.1). The original species names assigned (or successively modified) by the indicated authors have been updated following the more recent changes in the taxonomic literature. A selected list of papers describing the presence of different cyanotoxins measured in samples containing cyanobacterial assemblages was also listed (Table Appendix.2).",,cyanobacterial sxt genes,cyanobacteria_stx,https://openalex.org/W2587726327,,10.1002/9781119068761.app2,,appendix 2 cyanobacteria associated with the production of cyanotoxins,doi:10.1002/9781119068761.app2
OpenAlex,,10.1002/9781119068761.app2,2016.0,Appendix 2: Cyanobacteria Associated With the Production of Cyanotoxins,"A large diversity of cyanobacteria is associated with the production of cyanotoxins. Appendix 2 reports an updated list of cyanobacterial species or genera: (i) producing toxin from isolated strains or (ii) suspected to produce toxins, based on data obtained from environmental samples (Table Appendix.1). The original species names assigned (or successively modified) by the indicated authors have been updated following the more recent changes in the taxonomic literature. A selected list of papers describing the presence of different cyanotoxins measured in samples containing cyanobacterial assemblages was also listed (Table Appendix.2).",,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,https://openalex.org/W2587726327,,10.1002/9781119068761.app2,,appendix 2 cyanobacteria associated with the production of cyanotoxins,doi:10.1002/9781119068761.app2
OpenAlex,,10.1002/9781119068761.app2,2016.0,Appendix 2: Cyanobacteria Associated With the Production of Cyanotoxins,"A large diversity of cyanobacteria is associated with the production of cyanotoxins. Appendix 2 reports an updated list of cyanobacterial species or genera: (i) producing toxin from isolated strains or (ii) suspected to produce toxins, based on data obtained from environmental samples (Table Appendix.1). The original species names assigned (or successively modified) by the indicated authors have been updated following the more recent changes in the taxonomic literature. A selected list of papers describing the presence of different cyanotoxins measured in samples containing cyanobacterial assemblages was also listed (Table Appendix.2).",,temperature cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2587726327,,10.1002/9781119068761.app2,,appendix 2 cyanobacteria associated with the production of cyanotoxins,doi:10.1002/9781119068761.app2
OpenAlex,,10.1002/9781119068761.app2,2016.0,Appendix 2: Cyanobacteria Associated With the Production of Cyanotoxins,"A large diversity of cyanobacteria is associated with the production of cyanotoxins. Appendix 2 reports an updated list of cyanobacterial species or genera: (i) producing toxin from isolated strains or (ii) suspected to produce toxins, based on data obtained from environmental samples (Table Appendix.1). The original species names assigned (or successively modified) by the indicated authors have been updated following the more recent changes in the taxonomic literature. A selected list of papers describing the presence of different cyanotoxins measured in samples containing cyanobacterial assemblages was also listed (Table Appendix.2).",,nitrogen cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2587726327,,10.1002/9781119068761.app2,,appendix 2 cyanobacteria associated with the production of cyanotoxins,doi:10.1002/9781119068761.app2
OpenAlex,,10.1002/9781119068761.ch14,2016.0,Saxitoxin and Analogues,"Saxitoxin and its analogues are potent neurotoxic alkaloids, produced by freshwater prokaryotic cyanobacteria and marine eukaryotic dinoflagellates and are the cause for paralytic shellfish poisoning syndromes in humans. This chapter summarizes key information on structure, toxicity, occurrence, cyanobacterial producers, genetics and biosynthesis, and methods of detection of saxitoxins.",,cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2586226594,,10.1002/9781119068761.ch14,,saxitoxin and analogues,doi:10.1002/9781119068761.ch14
OpenAlex,,10.1002/9781119068761.ch14,2016.0,Saxitoxin and Analogues,"Saxitoxin and its analogues are potent neurotoxic alkaloids, produced by freshwater prokaryotic cyanobacteria and marine eukaryotic dinoflagellates and are the cause for paralytic shellfish poisoning syndromes in humans. This chapter summarizes key information on structure, toxicity, occurrence, cyanobacterial producers, genetics and biosynthesis, and methods of detection of saxitoxins.",,cyanobacterial saxitoxin,cyanobacteria_stx,https://openalex.org/W2586226594,,10.1002/9781119068761.ch14,,saxitoxin and analogues,doi:10.1002/9781119068761.ch14
CrossRef,,10.1002/9781119068761.ch14,2016.0,Saxitoxin and Analogues,,Handbook of Cyanobacterial Monitoring and Cyanotoxin Analysis,cyanobacterial saxitoxin,cyanobacteria_stx,,,10.1002/9781119068761.ch14,,saxitoxin and analogues,doi:10.1002/9781119068761.ch14
OpenAlex,,10.1002/9781119068761.ch14,2016.0,Saxitoxin and Analogues,"Saxitoxin and its analogues are potent neurotoxic alkaloids, produced by freshwater prokaryotic cyanobacteria and marine eukaryotic dinoflagellates and are the cause for paralytic shellfish poisoning syndromes in humans. This chapter summarizes key information on structure, toxicity, occurrence, cyanobacterial producers, genetics and biosynthesis, and methods of detection of saxitoxins.",,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,https://openalex.org/W2586226594,,10.1002/9781119068761.ch14,,saxitoxin and analogues,doi:10.1002/9781119068761.ch14
OpenAlex,,10.1002/9783527801718.ch11,2018.0,"Guanidinium Toxins: Natural Biogenic Origin, Chemistry, Biosynthesis, and Biotechnological Applications","Neurotoxins belonging to the group of saxitoxin (STX) and tetrodotoxin (TTX) analogs are guanidinium alkaloids that share a common high affinity and ion flux blockage capacity for voltage-gated sodium ion channels (NaV). Members of the STX group, also known as paralytic shellfish toxins (PST), are produced among three genera of marine dinoflagellates and several genera of phylogenetically distant and primarily freshwater filamentous cyanobacteria. The origin of the biosynthetic genes in dinoflagellates remains controversial and may represent single or multiple horizontal gene transfer (HGT) events from progenitor non-photosynthetic bacteria and/or cyanobacteria. The TTXs occur primarily among marine puffer fish and a host of terrestrial amphibians. The biosynthetic pathway has not been completely elucidated and the origin of tetrodotoxicity, including the syndrome puffer fish poisoning (PFP) in human seafood consumers, remains somewhat enigmatic. Although symbiotic bacteria are most often invoked as the source of TTX in macrofauna, endogenous biosynthesis independent of bacteria cannot be excluded. Integration of knowledge on the biogenic origins, linked to heterogeneity of the biogeographical and phylogenetic distribution of these respective toxin groups, provides the basis for rational inferences and reasonable speculation about the functional role in aquatic and terrestrial ecosystems. Recent identification of the biosynthetic genes for STX analogs in both cyanobacteria and dinoflagellates has yielded insights into biosynthetic mechanisms of toxin heterogeneity among strains and the evolutionary origins of their respective elements of the toxin gene clusters. Although it is not fully understood how or why these molecules are produced in nature, development of improved detection methods will make possible the discovery of new sources and analogs. Once genetic mechanisms for toxin biosynthesis are fully incorporated with modeling of receptor binding interactions and the structural–functional affinities of the ion channels, this will facilitate further biotechnological exploitation of these exquisite bioactive compounds and point the way toward future development of pharmaceuticals and therapeutic applications.",Blue Biotechnology,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,https://openalex.org/W2808565981,,10.1002/9783527801718.ch11,,guanidinium toxins natural biogenic origin chemistry biosynthesis and biotechnological applications,doi:10.1002/9783527801718.ch11
