collection,title,abstract,journal,year,paper_id,domain,group,doi,pmid,doi_clean,title_clean,match_type
environmental,Saxitoxin ?15N as a species-specific tracer of the source of nitrogen used by the toxin-producing dinoflagellate Alexandrium tamarense,"Alexandrium tamarense Balech is a harmful, bloom-forming dinoflagellate which can produce saxitoxins (STXs), a suite of powerful neurotoxins that bioaccumulate up the food chain and can have severe economic and health impacts. Being nitrogen-rich, STX is ideal for studying the relationship between its producer and the nitrogen used for growth. In this study, we measured the ? 15 N of medium nitrate, algal cells and toxin in batch cultures of A. tamarense. In nitrate-replete conditions, cells were 1.5 depleted relative to the source, and STX was 1.5 depleted relative to the cells. In nitrogen-limiting cultures the isotopic difference between cells and STX changed as nitrate in the growth medium was depleted, indicating uncoupled toxin syn- thesis and cell growth under changing external nutrient conditions. Our results show that toxin- specific nitrogen stable isotope analysis may provide a tool that can help to identify the nitrogen sources supporting toxic Alexandrium blooms.",Marine Ecology Progress Series,2011,P076,dinoflagellate,train,,,,saxitoxin 15n as a species specific tracer of the source of nitrogen used by the toxin producing dinoflagellate alexandrium tamarense,title
evolution,Discovery of nuclear-encoded genes for the neurotoxin saxitoxin in dinoflagellates,"Saxitoxin is a potent neurotoxin that occurs in aquatic environments worldwide. Ingestion of vector species can lead to paralytic shellfish poisoning, a severe human illness that may lead to paralysis and death. In freshwaters, the toxin is produced by prokaryotic cyanobacteria; in marine waters, it is associated with eukaryotic dinoflagellates. However, several studies suggest that saxitoxin is not produced by dinoflagellates themselves, but by co-cultured bacteria. Here, we show that genes required for saxitoxin synthesis are encoded in the nuclear genomes of dinoflagellates. We sequenced >1.2×10(6) mRNA transcripts from the two saxitoxin-producing dinoflagellate strains Alexandrium fundyense CCMP1719 and A. minutum CCMP113 using high-throughput sequencing technology. In addition, we used in silico transcriptome analyses, RACE, qPCR and conventional PCR coupled with Sanger sequencing. These approaches successfully identified genes required for saxitoxin-synthesis in the two transcriptomes. We focused on sxtA, the unique starting gene of saxitoxin synthesis, and show that the dinoflagellate transcripts of sxtA have the same domain structure as the cyanobacterial sxtA genes. But, in contrast to the bacterial homologs, the dinoflagellate transcripts are monocistronic, have a higher GC content, occur in multiple copies, contain typical dinoflagellate spliced-leader sequences and eukaryotic polyA-tails. Further, we investigated 28 saxitoxin-producing and non-producing dinoflagellate strains from six different genera for the presence of genomic sxtA homologs. Our results show very good agreement between the presence of sxtA and saxitoxin-synthesis, except in three strains of A. tamarense, for which we amplified sxtA, but did not detect the toxin. Our work opens for possibilities to develop molecular tools to detect saxitoxin-producing dinoflagellates in the environment.",PloS One,2011,P121,dinoflagellate,train,,,,discovery of nuclear encoded genes for the neurotoxin saxitoxin in dinoflagellates,title
environmental,Toxin variability in cultured and natural populations of Alexandrium tamarense from southern South America - Evidences of diversity and environmental regulation,"Cell content and composition of paralytic shellfish toxins of 10 cultured strains and 6 natural populations of Alexandrium tamarense from the Argentine sea, were analyzed. These data were compiled with previously published data into a comprehensive view of the toxin composition of the complex A. tamarense/Alexandrium catenella from southern South America. The N-sulfocarbamoyl derivatives C1,2 were predominant in almost all the cultured strains. The second major derivatives were GTX1,4, although the GTX1,4/C1,2 ratio varied largely. Some strains contain relatively high amounts of GTX2,3 (up to 29%) and/or neoSTX (up to 24%). In all strains STX was a minor component (0-4.4%) whereas GTX5 was present only in Alexandrium catenella isolates. Similarity analysis based upon toxin profiles showed that cultured strains from Argentine, Brazil, Chile and Uruguay clustered together. However, whereas some strains from the same geographic area exhibited different toxin profiles, and consistently fell out in separate subgroups, strains from Chile are grouped in a unique subgroup. In contrast to cultured strains, C1,2 were minor components among field populations. The highly toxic GTX1,4 were predominant in all spring field populations (69.1-93.6%). Moreover, their toxin cell content (163.9-261.4 fmol cell(-1)) and toxicity (68.2-93.0 pg STX equiv. cell(-1)) were several times higher that showed by the cultured strains. Field populations are more closely related to one another than to the cultured strains. However a less toxic and morphologically distinctive autumn population, contained GTX2,3 as the quasi unique (88.5%) toxin derivative clustered separately. Variability in toxin content and composition of A. tamarense field populations were well correlated with in situ temperature and nitrate concentration. Whereas toxin cell content and GTX1,4 (mol %) increased following saturation functions, GTX2,3 (mol %) decrease exponentially with the increase of the in situ nitrate concentration.",Toxicon: Official Journal of the International Society on Toxinology,2010,P087,dinoflagellate,train,,,,toxin variability in cultured and natural populations of alexandrium tamarense from southern south america evidences of diversity and environmental regulation,title
policy_monitoring,Paralytic shellfish poisoning: seafood safety and human health perspectives,"Paralytic shellfish poisoning (PSP) is the foodborne illness associated with the consumption of seafood products contaminated with the neurotoxins known collectively as saxitoxins (STXs). This family of neurotoxins binds to voltage-gated sodium channels, thereby attenuating action potentials by preventing the passage of sodium ions across the membrane. Symptoms include tingling, numbness, headaches, weakness and difficulty breathing. Medical treatment is to provide respiratory support, without which the prognosis can be fatal. To protect human health, seafood harvesting bans are in effect when toxins exceed a safe action level (typically 80 microg STX eq 100 g(-1) tissue). Though worldwide fatalities have occurred, successful management and monitoring programs have minimized PSP cases and associated deaths. Much is known about the toxin sources, primarily certain dinoflagellate species, and there is extensive information on toxin transfer to traditional vectors - filter-feeding molluscan bivalves. Non-traditional vectors, such as puffer fish and lobster, may also pose a risk. Rapid and reliable detection methods are critical for toxin monitoring in a wide range of matrices, and these methods must be appropriately validated for regulatory purposes. This paper highlights PSP seafood safety concerns, documented human cases, applied detection methods as well as monitoring and management strategies for preventing PSP-contaminated seafood products from entering the food supply.",Toxicon: Official Journal of the International Society on Toxinology,2010,P152,dinoflagellate,train,,,,paralytic shellfish poisoning seafood safety and human health perspectives,title
review,Ecological and physiological studies of Gymnodinium catenatum in the Mexican Pacific: a review,"This review presents a detailed analysis of the state of knowledge of studies done in Mexico related to the dinoflagellate Gymnodinium catenatum, a paralytic toxin producer. This species was first reported in the Gulf of California in 1939; since then most studies in Mexico have focused on local blooms and seasonal variations. G. catenatum is most abundant during March and April, usually associated with water temperatures between 18 and 25 °C and an increase in nutrients. In vitro studies of G. catenatum strains from different bays along the Pacific coast of Mexico show that this species can grow in wide ranges of salinities, temperatures, and N:P ratios. Latitudinal differences are observed in the toxicity and toxin profile, but the presence of dcSTX, dcGTX2-3, C1, and C2 are usual components. A common characteristic of the toxin profile found in shellfish, when G. catenatum is present in the coastal environment, is the detection of dcGTX2-3, dcSTX, C1, and C2. Few bioassay studies have reported effects in mollusks and lethal effects in mice, and shrimp; however no adverse effects have been observed in the copepod Acartia clausi. Interestingly, genetic sequencing of D1-D2 LSU rDNA revealed that it differs only in one base pair, compared with strains from other regions.",Marine Drugs,2010,P178,dinoflagellate,train,,,,ecological and physiological studies of gymnodinium catenatum in the mexican pacific a review,title
review,Neurotoxic alkaloids: saxitoxin and its analogs,"Saxitoxin (STX) and its 57 analogs are a broad group of natural neurotoxic alkaloids, commonly known as the paralytic shellfish toxins (PSTs). PSTs are the causative agents of paralytic shellfish poisoning (PSP) and are mostly associated with marine dinoflagellates (eukaryotes) and freshwater cyanobacteria (prokaryotes), which form extensive blooms around the world. PST producing dinoflagellates belong to the genera Alexandrium, Gymnodinium and Pyrodinium whilst production has been identified in several cyanobacterial genera including Anabaena, Cylindrospermopsis, Aphanizomenon Planktothrix and Lyngbya. STX and its analogs can be structurally classified into several classes such as non-sulfated, mono-sulfated, di-sulfated, decarbamoylated and the recently discovered hydrophobic analogs--each with varying levels of toxicity. Biotransformation of the PSTs into other PST analogs has been identified within marine invertebrates, humans and bacteria. An improved understanding of PST transformation into less toxic analogs and degradation, both chemically or enzymatically, will be important for the development of methods for the detoxification of contaminated water supplies and of shellfish destined for consumption. Some PSTs also have demonstrated pharmaceutical potential as a long-term anesthetic in the treatment of anal fissures and for chronic tension-type headache. The recent elucidation of the saxitoxin biosynthetic gene cluster in cyanobacteria and the identification of new PST analogs will present opportunities to further explore the pharmaceutical potential of these intriguing alkaloids.",Marine Drugs,2010,P180,dinoflagellate,train,,,,neurotoxic alkaloids saxitoxin and its analogs,title
evolution,Origin of saxitoxin biosynthetic genes in cyanobacteria,"BACKGROUND: Paralytic shellfish poisoning (PSP) is a potentially fatal syndrome associated with the consumption of shellfish that have accumulated saxitoxin (STX). STX is produced by microscopic marine dinoflagellate algae. Little is known about the origin and spread of saxitoxin genes in these under-studied eukaryotes. Fortuitously, some freshwater cyanobacteria also produce STX, providing an ideal model for studying its biosynthesis. Here we focus on saxitoxin-producing cyanobacteria and their non-toxic sisters to elucidate the origin of genes involved in the putative STX biosynthetic pathway. METHODOLOGY/PRINCIPAL FINDINGS: We generated a draft genome assembly of the saxitoxin-producing (STX+) cyanobacterium Anabaena circinalis ACBU02 and searched for 26 candidate saxitoxin-genes (named sxtA to sxtZ) that were recently identified in the toxic strain Cylindrospermopsis raciborskii T3. We also generated a draft assembly of the non-toxic (STX-) sister Anabaena circinalis ACFR02 to aid the identification of saxitoxin-specific genes. Comparative phylogenomic analyses revealed that nine putative STX genes were horizontally transferred from non-cyanobacterial sources, whereas one key gene (sxtA) originated in STX+ cyanobacteria via two independent horizontal transfers followed by fusion. In total, of the 26 candidate saxitoxin-genes, 13 are of cyanobacterial provenance and are monophyletic among the STX+ taxa, four are shared amongst STX+ and STX-cyanobacteria, and the remaining nine genes are specific to STX+ cyanobacteria. CONCLUSIONS/SIGNIFICANCE: Our results provide evidence that the assembly of STX genes in ACBU02 involved multiple HGT events from different sources followed presumably by coordination of the expression of foreign and native genes in the common ancestor of STX+ cyanobacteria. The ability to produce saxitoxin was subsequently lost multiple independent times resulting in a nested relationship of STX+ and STX- strains among Anabaena circinalis strains.",PloS One,2009,P122,dinoflagellate,train,,,,origin of saxitoxin biosynthetic genes in cyanobacteria,title
hab,IDENTIFICATION AND TOXICITY OF ALEXANDRIUM TAMARENSE (DINOPHYCEAE) IN SCOTTISH WATERS(1),"Contamination of shellfish with paralytic shellfish poisoning (PSP) toxins produced by Alexandrium species poses a potential threat to the sustainability of the Scottish aquaculture industry. Routine LM analysis of water samples from around the Scottish coast has previously identified Alexandrium (Dinophyceae) as a regular part of the spring and summer phytoplankton communities in Scottish coastal waters. In this study, Alexandrium tamarense (M. Lebour) Balech isolated from sediment and water samples was established in laboratory culture. Species identification of these isolates was confirmed using thecal plate dissections and by molecular characterization based on their LSU and, in some cases, ITS rDNA sequence. Molecular characterization and phylogenetic analysis showed the presence of two ribotypes of A. tamarense: Group I (North American ribotype) and Group III (Western European ribotype). Assessment of PSP toxin production using hydrophilic interaction liquid chromatography-tandem mass spectrometry (HILIC-MS/MS) showed that A. tamarense Group I produced a complex array of toxins (?2,000?fg STX equivalents?·?cell(-1) ) with the major toxins being C2, neosaxitoxin (NEO), saxitoxin (STX), gonyautoxin-4 (GTX-4), and GTX-3, while A. tamarense Group III did not produce toxins. Historically, it was considered that all Alexandrium species occurring in Scottish waters produce potent PSP toxins. This study has highlighted the presence of both PSP toxin-producing and benign species of A. tamarense and questions the ecological significance of this finding.",Journal of Phycology,2009,P241,dinoflagellate,train,,,,identification and toxicity of alexandrium tamarense dinophyceae in scottish waters 1,title
effect,Complex profiles of hydrophobic paralytic shellfish poisoning compounds in Gymnodinium catenatum identified by liquid chromatography with fluorescence detection and mass spectrometry,"The presence of hydrophobic analogues of paralytic shellfish poisoning toxins (PSTs) was studied in a Portuguese strain of Gymnodinium catenatum by conventional pre-column oxidation HPLC after a prolonged acetonitrile gradient coupled with fluorescence detection. Prior separation of hydrophobic PSTs analogues from hydrophilic analogues was done by solid-phase extraction (SPE) partitioning on a C18 cartridge. Several unknown oxidation products, with emission spectra similar to known PSTs, appeared after periodate or hydrogen peroxide oxidation. The compounds producing these oxidation products could be grouped into three major sub-groups according to SPE partitioning. The first one eluting with 10 and 20% MeOH, produced the first set of oxidation products observed after the saxitoxin oxidation product. The second one eluting with 30-100% MeOH produced the second set of oxidation products. The third one eluted with acidified 90% MeOH produced the third and last set of oxidation products. Additionally, the oxidation products corresponding to decarbamoyl gonyautoxins and decarbamoyl saxitoxins were also abundant, resulting from ester cleavage of the benzoate side chain of these compounds during the oxidation. Analysis of these fractions by LC-MS demonstrated the second sub-group was constituted by analogues of the 11-hydroxysulfated GC1/GC2, while the third sub-group was constituted by analogues of GC3, which lack the 11-hydroxysulfate. In addition to GC1/GC2 and GC3, novel analogues differing by 16u could be related, respectively, to the N1-hydroxyl analogues of GC1-GC3, designated GC4-GC6. A novel family of GC analogues, differing, by 16u from GC1-GC6, were hypothesized to possess an extra hydroxyl in the benzoate side chain, existing in both N1-hydroxylated and non-N1-hydroxylated variants, and tentatively designated GC1a-GC6a. The first sub-group was hypothesized to constitute an additional novel family of GC analogues with a hydroxysulfate group instead of the hydroxyl group in the benzoate side chain, tentatively designated GC1b-GC6b.",Journal of Chromatography. A,2008,P060,dinoflagellate,train,,,,complex profiles of hydrophobic paralytic shellfish poisoning compounds in gymnodinium catenatum identified by liquid chromatography with fluorescence detection and mass spectrometry,title
effect,Paralytic shellfish poisoning toxin profile of mussels Perna perna from southern Atlantic coasts of Morocco,"During the monitoring programme of harmful algal blooms established along the south Atlantic coast of Morocco, a bimonthly determination of harmful algae and phycotoxins analysis in Perna perna was carried out from May 2003 to December 2004. Results of mouse bioassay (in organs and whole flesh) showed a seasonal evolution of paralytic shellfish poisoning (PSP) toxin. The mussel's contamination was associated with the occurrence in water of Alexandrium minutum. The PSP toxin profile obtained with high-performance liquid chromatography (HPLC/FD) revealed the dominance of gonyautoxins GTX2 and GTX3 and a minority of GTX1, GTX4 and saxitoxin (STX). This profile explains that the toxicity was mainly associated with A. minutum.",Toxicon: Official Journal of the International Society on Toxinology,2008,P063,dinoflagellate,train,,,,paralytic shellfish poisoning toxin profile of mussels perna perna from southern atlantic coasts of morocco,title
evolution,Identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers,"The paralytic shellfish poisoning (PSP) toxins, saxitoxin, and its derivatives, are produced by a complex and unique biosynthetic pathway. It involves reactions that are rare in other metabolic pathways, however, distantly related organisms, such as dinoflagellates and cyanobacteria, produce these toxins by an identical pathway. Speculative explanations for the unusual phylogenetic distribution of this metabolic pathway have been proposed, including a polyphyletic origin, the involvement of symbiotic bacteria, and horizontal gene transfer. This study describes for the first time the identity of one gene, sxt1, that is involved in the biosynthesis of saxitoxin in cyanobacteria. It encoded an O-carbamoyltransferase (OCTASE) that was proposed to carbamoylate the hydroxymethyl side chain of saxitoxin precursor. Orthologues of sxt1 were exclusively present in PSP-toxic strains of cyanobacteria and had a high sequence similarity to each other. L. wollei had a naturally mutated sxt1 gene that encoded an inactive enzyme, and was incapable of producing carbamoylated PSP-toxin analogues, supporting the proposed function of Sxt1. Phylogenetic analysis revealed that OCATSE genes were present exclusively in prokaryotic organisms and were characterized by a high rate of horizontal gene transfer. OCTASE has most likely evolved from an ancestral O-sialoglycoprotein endopeptidase from proteobacteria, whereas the most likely phylogenetic origin of sxt1 was an ancestral alpha-proteobacterium. The phylogeny of sxt1 suggested that the entire set of genes required for saxitoxin biosynthesis may spread by horizontal gene transfer.",Journal of Molecular Evolution,2008,P124,dinoflagellate,train,,,,identification of a saxitoxin biosynthesis gene with a history of frequent horizontal gene transfers,title
review,Non-traditional vectors for paralytic shellfish poisoning,"Paralytic shellfish poisoning (PSP), due to saxitoxin and related compounds, typically results from the consumption of filter-feeding molluscan shellfish that concentrate toxins from marine dinoflagellates. In addition to these microalgal sources, saxitoxin and related compounds, referred to in this review as STXs, are also produced in freshwater cyanobacteria and have been associated with calcareous red macroalgae. STXs are transferred and bioaccumulate throughout aquatic food webs, and can be vectored to terrestrial biota, including humans. Fisheries closures and human intoxications due to STXs have been documented in several non-traditional (i.e. non-filter-feeding) vectors. These include, but are not limited to, marine gastropods, both carnivorous and grazing, crustacea, and fish that acquire STXs through toxin transfer. Often due to spatial, temporal, or a species disconnection from the primary source of STXs (bloom forming dinoflagellates), monitoring and management of such non-traditional PSP vectors has been challenging. A brief literature review is provided for filter feeding (traditional) and non-filter feeding (non-traditional) vectors of STXs with specific reference to human effects. We include several case studies pertaining to management actions to prevent PSP, as well as food poisoning incidents from STX(s) accumulation in non-traditional PSP vectors.",Marine Drugs,2008,P173,dinoflagellate,train,,,,non traditional vectors for paralytic shellfish poisoning,title
toxin_profile,Complex profiles of hydrophobic paralytic shellfish poisoning compounds in Gymnodinium catenatum identified by liquid chromatography with fluorescence detection and mass spectrometry,"The presence of hydrophobic analogues of paralytic shellfish poisoning toxins (PSTs) was studied in a Portuguese strain of Gymnodinium catenatum by conventional pre-column oxidation HPLC after a prolonged acetonitrile gradient coupled with fluorescence detection. Prior separation of hydrophobic PSTs analogues from hydrophilic analogues was done by solid-phase extraction (SPE) partitioning on a C18 cartridge. Several unknown oxidation products, with emission spectra similar to known PSTs, appeared after periodate or hydrogen peroxide oxidation. The compounds producing these oxidation products could be grouped into three major sub-groups according to SPE partitioning. The first one eluting with 10 and 20% MeOH, produced the first set of oxidation products observed after the saxitoxin oxidation product. The second one eluting with 30-100% MeOH produced the second set of oxidation products. The third one eluted with acidified 90% MeOH produced the third and last set of oxidation products. Additionally, the oxidation products corresponding to decarbamoyl gonyautoxins and decarbamoyl saxitoxins were also abundant, resulting from ester cleavage of the benzoate side chain of these compounds during the oxidation. Analysis of these fractions by LC-MS demonstrated the second sub-group was constituted by analogues of the 11-hydroxysulfated GC1/GC2, while the third sub-group was constituted by analogues of GC3, which lack the 11-hydroxysulfate. In addition to GC1/GC2 and GC3, novel analogues differing by 16u could be related, respectively, to the N1-hydroxyl analogues of GC1-GC3, designated GC4-GC6. A novel family of GC analogues, differing, by 16u from GC1-GC6, were hypothesized to possess an extra hydroxyl in the benzoate side chain, existing in both N1-hydroxylated and non-N1-hydroxylated variants, and tentatively designated GC1a-GC6a. The first sub-group was hypothesized to constitute an additional novel family of GC analogues with a hydroxysulfate group instead of the hydroxyl group in the benzoate side chain, tentatively designated GC1b-GC6b.",Journal of Chromatography. A,2008,P207,dinoflagellate,train,,,,complex profiles of hydrophobic paralytic shellfish poisoning compounds in gymnodinium catenatum identified by liquid chromatography with fluorescence detection and mass spectrometry,title
toxin_profile,Paralytic shellfish poisoning toxin profile of mussels Perna perna from southern Atlantic coasts of Morocco,"During the monitoring programme of harmful algal blooms established along the south Atlantic coast of Morocco, a bimonthly determination of harmful algae and phycotoxins analysis in Perna perna was carried out from May 2003 to December 2004. Results of mouse bioassay (in organs and whole flesh) showed a seasonal evolution of paralytic shellfish poisoning (PSP) toxin. The mussel's contamination was associated with the occurrence in water of Alexandrium minutum. The PSP toxin profile obtained with high-performance liquid chromatography (HPLC/FD) revealed the dominance of gonyautoxins GTX2 and GTX3 and a minority of GTX1, GTX4 and saxitoxin (STX). This profile explains that the toxicity was mainly associated with A. minutum.",Toxicon: Official Journal of the International Society on Toxinology,2008,P210,dinoflagellate,train,,,,paralytic shellfish poisoning toxin profile of mussels perna perna from southern atlantic coasts of morocco,title
detection,Application of precolumn oxidation HPLC method with fluorescence detection to evaluate saxitoxin levels in discrete brain regions of rats,"Saxitoxin (STX) is one of several related toxins that cause paralytic shellfish poisoning (PSP). This toxin blocks neuronal transmission by binding to the voltage-gated Na+ channel and for this reason, it has been widely used in the study of Na+ channel. The aim of this study was to analyze STX distribution in different rat brain regions after its acute intraperitoneal (i.p.) administration. Male rats (150-200 g) were injected i.p. with STX (5 and 10 microg/kg of body weight). After three time intervals of 30, 60, and 120 min (for 5 microg/kg STX dose) and 30 min (for 10 microg/kg STX dose) animals were sacrificed by cervical dislocation. Brains were removed and dissected in seven regions. STX concentration was measured using a precolumn oxidation high-performance liquid chromatographic method with fluorescence detection (HPLC/FLD). STX was found in all the regions evaluated at ppm levels meaning that STX peripherical administered across the blood-brain barrier and is distributed along the whole brain.",Toxicon: Official Journal of the International Society on Toxinology,2007,P034,dinoflagellate,train,,,,application of precolumn oxidation hplc method with fluorescence detection to evaluate saxitoxin levels in discrete brain regions of rats,title
environmental,"Influence of inorganic nutrition on growth and PSP toxin production of Alexandrium minutum (Dinophyceae) from Cork Harbour, Ireland","The physiological response of the PSP toxin producing dinoflagellate Alexandrium minutum isolated from the Irish coast was assessed after modulating the initial concentrations of nitrate and phosphate in batch cultures. The cell growth in cultures of strain CK.A02 was primarily controlled by nitrate availability. In all experiments, only gonyautoxins 2 and 3 (GTX2 and 3) were synthesized along the different growth phases, with GTX3 dominating ( approximately 80%) at all stages, making the GTX2-3 toxin profile a possible population marker of A. minutum in Cork Harbour. The cellular toxin quotas remained low and relatively stable at around 2 pg cell(-1), except when high N:P ratios were initially used for culture inoculations; in these conditions PSP toxins accumulated up to 14 pg cell(-1). Due to the composition of the toxin profile, the toxicity of strain CK.A02 was generally relatively low (from 1.1 to 1.7 pg STX eqcell(-1)) in comparison with strains from other geographic areas except when phosphate limiting culture conditions were applied (maximum of 12.5 pg STX eq cell(-1)). Results showed that sufficient soluble protein quotas were necessary to observe the intra-cellular accumulation of PSP toxins in phosphate limiting conditions, highlighting also the requirement of adequate nitrogen supplies. The possible existence of localized toxicity hot spots in the field, linked to the accumulation of PSP toxins within A. minutum cells as a metabolic response to adverse environmental conditions, could potentially increase risks for shellfish farming operations.",Toxicon: Official Journal of the International Society on Toxinology,2007,P107,dinoflagellate,train,,,,influence of inorganic nutrition on growth and psp toxin production of alexandrium minutum dinophyceae from cork harbour ireland,title
hab,Toxic and harmful marine phytoplankton and microalgae (HABs) in Mexican Coasts,"Harmful Algal Blooms (HABs) are becoming an increasing problem to human health and environment (including effects on natural and cultured resources, tourism and ecosystems) all over the world. In Mexico a number of human fatalities and important economic losses have occurred in the last 30 years because of these events. There are about 70 species of planktonic and non-planktonic microalgae considered harmful in Mexican coasts. The most important toxin-producing species are the dinoflagellates Gymnodinium catenatum and Pyrodinium bahamense var. compressum, in the Mexican Pacific, and Karenia brevis in the Gulf of Mexico, and consequently the poisonings documented in Mexico are Paralytic Shellfish Poisoning (PSP) and Neurotoxic Shellfish Poisoning (NSP). Although there is evidence that Amnesic Shellfish Poisoning (ASP), Diarrhetic Shellfish Poisoning (DSP) and Ciguatera Fish Poisoning (CFP) also occur in Mexico, these problems are reported less frequently. The type of phytoplankton and epiphytic microalgae, their toxins and harmful effects as well as current methodology used to study these phenomena are presented in this paper. As an experienced group of workers, we include descriptions of monitoring and mitigation programs, our proposals for collaborative projects and perspectives on future research.","Journal of Environmental Science and Health. Part A, Toxic/Hazardous Substances & Environmental Engineering",2007,P234,dinoflagellate,train,,,,toxic and harmful marine phytoplankton and microalgae habs in mexican coasts,title
effect,Paralytic shellfish toxin profiles and toxin variability of the genus Alexandrium (Dinophyceae) isolated from the Southeast China Sea,"Paralytic shellfish toxin (PST) profiles of 16 Alexandrium isolates from the Southeast China Sea were analyzed by high-pressure liquid chromatography. Toxin content and composition of three A. tamarense isolates, ATDH01, ATGX02 and ATMJ02, were also investigated at different growth phases and under various culture conditions. Our results showed that six strains of A. affine were non-toxic, while 10 strains of A. tamarense and A. catenella were toxic. These toxic isolates grown in the same culture conditions consistently produced an unusually high proportion of the N-sulfocarbamoyl toxin C1/2 (around 60-80% of total toxins) and medium amounts of gonyautoxin GTX5 (around 15-30% of total) with only trace quantities (<5% of total) of other saxitoxin derivatives (i.e. GTX1, GTX3, GTX4 and neoSTX). The toxin composition of three A. tamarense isolates did not vary with the growth phases, although higher toxin contents (Qt, fmolcell(-1)) were found in the exponential phase. Variations in temperature, salinity and nutrient levels affected toxin content of three A. tamarense isolates but they did not have pronounced effects on the toxin composition (mole %). These results indicate that toxin composition remained relatively constant under various culture conditions, suggesting that toxin composition could be used as a stable biomarker for the Alexandrium species in this region. However, comparison of toxin profiles between isolates from different localities require special caution since isolates even from the same region can have distinct toxin profiles.",Toxicon: Official Journal of the International Society on Toxinology,2006,P042,dinoflagellate,train,,,,paralytic shellfish toxin profiles and toxin variability of the genus alexandrium dinophyceae isolated from the southeast china sea,title
effect,Accumulation and depuration profiles of PSP toxins in the short-necked clam Tapes japonica fed with the toxic dinoflagellate Alexandrium catenella,"A toxic dinoflagellate responsible for paralytic shellfish poisoning (PSP), Alexandrium catenella (Ac) was fed to the short-necked clam Tapes japonica, and the accumulation and depuration profiles of PSP toxins were investigated by means of high-performance liquid chromatography with postcolumn fluorescence derivatization (HPLC-FLD). The short-necked clams ingested more than 99% of the Ac cells (4 x 10(7)cells) supplied once at the beginning of experiment, and accumulated a maximal amount of toxin (185 nmol/10 clams) after 12h. The rate of toxin accumulation at that time was 23%, which rapidly decreased thereafter. Composition of the PSP toxin accumulated in the clams obviously different from that of Ac even 0.5h after the cell supply, the proportion of C1+2 being much higher than in Ac, although the reason remains to be elucidated. In contrast, a higher ratio of gonyautoxin (GTX)1+4 than in Ac was detected in the toxin profiles of clam excrements. The variation in toxin composition derived presumably from the transformation of toxin analogues in clams was observed from 0.5h, such as reversal of the ratio of C1 to C2, and appearance of carbamate (saxitoxin (STX), neoSTX and GTX2, 3) and decarbamoyl (dc) derivatives (dcSTX and dcGTX2, 3), which were undetectable in Ac cells. The total amount of toxin distributed over Ac cells, clams and their excrements gradually declined, and only 1% of supplied toxin was detected at the end of experiment.",Toxicon: Official Journal of the International Society on Toxinology,2006,P053,dinoflagellate,train,,,,accumulation and depuration profiles of psp toxins in the short necked clam tapes japonica fed with the toxic dinoflagellate alexandrium catenella,title
effect,"Paralytic shellfish toxin profiles in net phytoplankton samples from Bahía Concepción, Gulf of California, Mexico",nan nan,Marine Pollution Bulletin,2006,P062,dinoflagellate,train,,,,paralytic shellfish toxin profiles in net phytoplankton samples from bah a concepci n gulf of california mexico,title
toxin_profile,Paralytic shellfish toxin profiles and toxin variability of the genus Alexandrium (Dinophyceae) isolated from the Southeast China Sea,"Paralytic shellfish toxin (PST) profiles of 16 Alexandrium isolates from the Southeast China Sea were analyzed by high-pressure liquid chromatography. Toxin content and composition of three A. tamarense isolates, ATDH01, ATGX02 and ATMJ02, were also investigated at different growth phases and under various culture conditions. Our results showed that six strains of A. affine were non-toxic, while 10 strains of A. tamarense and A. catenella were toxic. These toxic isolates grown in the same culture conditions consistently produced an unusually high proportion of the N-sulfocarbamoyl toxin C1/2 (around 60-80% of total toxins) and medium amounts of gonyautoxin GTX5 (around 15-30% of total) with only trace quantities (<5% of total) of other saxitoxin derivatives (i.e. GTX1, GTX3, GTX4 and neoSTX). The toxin composition of three A. tamarense isolates did not vary with the growth phases, although higher toxin contents (Qt, fmolcell(-1)) were found in the exponential phase. Variations in temperature, salinity and nutrient levels affected toxin content of three A. tamarense isolates but they did not have pronounced effects on the toxin composition (mole %). These results indicate that toxin composition remained relatively constant under various culture conditions, suggesting that toxin composition could be used as a stable biomarker for the Alexandrium species in this region. However, comparison of toxin profiles between isolates from different localities require special caution since isolates even from the same region can have distinct toxin profiles.",Toxicon: Official Journal of the International Society on Toxinology,2006,P189,dinoflagellate,train,,,,paralytic shellfish toxin profiles and toxin variability of the genus alexandrium dinophyceae isolated from the southeast china sea,title
