source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
OpenAlex,,10.2478/s11535-010-0009-1,2010.0,Phytoplankton community of the drinking water supply reservoir Borovitsa (South Bulgaria) with an emphasis on cyanotoxins and water quality,"Abstract The phytoplankton diversity, algal biomass, and selected physicochemical parameters were investigated in the drinking water reservoir (Borovitsa) located in the Kardzhali region, Bulgaria. Particular attention was given to Cyanoprokaryota and presence of cyanotoxins in the water samples. Twenty-nine species belonging to six divisions (Cyanoprokaryota, Chlorophyta, Zygnemophyta, Dinophyta, Euglenophyta and Bacillariophyta) were identified. The microscopic examination of the phytoplankton samples showed the dominance of Ankyra judayi, Oocystis lacustris (Chlorophyta) and Aphanizomenon flos-aquae (Cyanoprokaryota) in July 2006, and Microcystis pulverea, Synechococcus elongatus (Cyanoprokaryota), Radiococcus planktonicus (Chlorophyta) and Melosira varians (Bacillariophyta) in September 2006. A blooming event due to Aphanizomenon flos-aquae was observed in July 2006. The reservoir exhibits a tendency to shift from an oligotrophic environment to a state of mesotrophy. Presence of cyanotoxins such as anatoxin-a, microcystins and saxitoxins were analyzed by HPLC and ELISA methods. Our results demonstrated the presence of anatoxin-a and microcystins (0.09 µg/L) in the raw water samples from July 2006, and saxitoxins (2.5 µg/L) and microcystins (0.18 µg/L) in the raw water samples from September 2006. The study underlines that permanent monitoring programs of Cyanoprokaryota in the reservoirs used as sources of drinking water and toxicity assessments should be implemented. Indirect exposure and transfer of cyanotoxins through food chains must also be considered.",Open Life Sciences,Aphanizomenon saxitoxin,cyanobacteria_stx,https://openalex.org/W2042488405,,10.2478/s11535-010-0009-1,,phytoplankton community of the drinking water supply reservoir borovitsa south bulgaria with an emphasis on cyanotoxins and water quality,doi:10.2478/s11535-010-0009-1,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxins,,,aphanizomenon,
PubMed,18442074.0,10.1002/tox.20384,2008.0,Investigating the fate of saxitoxins in biologically active water treatment plant filters.,"The saxitoxins are potent neurotoxins, which can be produced by freshwater cyanobacteria. This study assessed the fate of five saxitoxins variants through biologically active laboratory filters containing media sourced from the filters beds of two water treatment plants (WTPs). Decreases in the concentration of the less toxic variants coincided with increases in the concentrations of the more toxic variants through the filters containing anthracite sourced from two different WTPs. No changes in toxin concentrations were evident through parallel filters containing sand. The results strongly suggest that organisms within the biofilm of the anthracite filters possessed the ability to biotransform the saxitoxins variants, which has important implications for drinking water treatment, particularly since this has the potential to increase the toxicity of the filtered water.",Environmental toxicology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1002/tox.20384,18442074.0,investigating the fate of saxitoxins in biologically active water treatment plant filters,doi:10.1002/tox.20384,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxins,,,cyanobacteria,
PubMed,18461774.0,10.1007/978-0-387-75865-7_13,2008.0,Cyanobacterial toxin removal in drinking water treatment processes and recreational waters.,"Although federal drinking water regulations determine the quality of potable water, many specifics influence how each utility chooses to treatment water. Some of the specifics include source water quality, storage capacity, existing unit process, and space. An overview of the US recreational and drinking water regulations were discussed in context of cyanobacterial toxin removal and inactivation by ancillary as well as auxiliary treatment practices. Ancillary practice refers to the removal or inactivation of algal toxins by standard daily operational procedures where auxiliary treatment practice refers to intentional treatment. An example of auxiliary treatment would be the addition of powder activated carbon to remove taste and odor compounds. The implementation of new technologies as such ultraviolet disinfection and membrane filtration, to meet current and purposed regulations, can greatly affect the algal toxin removal and inactivation efficiencies. A discussion on meeting the current regulations by altering chemical disinfection, ozone, chlorine, chloramines and chlorine dioxide included their ancillary effects on the protection against algal toxins. Although much of the research has been on the efficiency of the removal and inactivation of microcystin LR and several microcystin variants, the discussion included other algal toxins: anatoxin-a, saxitoxins, and cyclindrospermopsin.",Advances in experimental medicine and biology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1007/978-0-387-75865-7_13,18461774.0,cyanobacterial toxin removal in drinking water treatment processes and recreational waters,doi:10.1007/978-0-387-75865-7_13,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxins,,,cyanobacterial,
PubMed,18461782.0,10.1007/978-0-387-75865-7_23,2008.0,Conventional laboratory methods for cyanotoxins.,"It is clear from the literature that numerous methods are available for most cyanotoxins, although many publications on monitoring data indicate that the favored approach is the use proven, robust methods for individual toxins. The most effective approach is the utilization of a robust rapid screen, where positive samples are followed up by qualitative and quantitative analysis to provide the essential decision making data needed for successful management strategies (Fig. 2). Currently, rapid screens are available for microcystins, saxitoxins and anatoxin-a(s), whilst optimisation and validation is needed, many publications report good correlation with the mouse bioassay and HPLC. There is an urgent need for rapid, simple, and inexpensive assays for cylindrospermopsins, anatoxin-a and BMAA. Although methods exist for analysis of BMAA, the fact that a recent study showed 95% of cyanobacteria producing this, some at levels > 6,000 microg g(-1) dry wt, is of concern and rapid screening followed by robust analysis needed. An ideal approach would be a single method capable of extracting and detecting all cyanotoxins. Several publications describe such approaches using LC-MS, but as expected from a group of compounds with diverse chemistry, there are obvious limitations in recoveries during sample processing, chromatographic performance and sensitivity (Dahlmann et al. 2003, Dell'Aversano et al. 2004, Pietsch et al. 2001). Selection of methods must be based on the application requirements, equipment available and cost. For many organisations it may be more cost effective to out-source the occasional analysis. However, as the incidence of blooms appears to be increasing, the need for more rigorous monitoring is needed, sensible investment is needed to meet recommended guidelines. Most of the methods discussed in this paper are suitable for achieving this goal, although clean-up and concentration is usually necessary for physicochemical methods.",Advances in experimental medicine and biology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1007/978-0-387-75865-7_23,18461782.0,conventional laboratory methods for cyanotoxins,doi:10.1007/978-0-387-75865-7_23,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxins,,,cyanobacteria,
PubMed,18461769.0,10.1007/978-0-387-75865-7_7,2008.0,Cyanobacterial toxins in New York and the lower Great Lakes ecosystems.,"Toxic cyanobacterial blooms are an increasing problem in the lower Laurentian Great Lakes. To better understand their occurrence and distribution, samples for particulate toxin analysis were collected from more than 140 New York Lakes including Lakes Erie, Champlain and Ontario. Microcystins were of most importance and were detected in nearly 50% of the samples. Anatoxin-a, cylindrospermopsin and the paralytic shellfish toxins occurred much less frequently (0-4%). The implications for the management of cyanobacterial harmful algal blooms are discussed.",Advances in experimental medicine and biology,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1007/978-0-387-75865-7_7,18461769.0,cyanobacterial toxins in new york and the lower great lakes ecosystems,doi:10.1007/978-0-387-75865-7_7,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,paralytic shellfish toxins,,,cyanobacterial,
OpenAlex,,10.1080/00288330809509955,2008.0,Maintenance of cyanotoxin production by cryopreserved cyanobacteria in the New Zealand culture collection,"Abstract A culture collection of freshwater planktonic and benthic cyanobacteria collected from sites across New Zealand has been established at the Cawthron Institute, Nelson, New Zealand. Limited resources led to uncertainty regarding the long‐term maintenance of this collection. The present study demonstrates cryopreservation to be a viable method for long‐term storage of cyanobacteria. Seventeen of 20 strains evaluated were successfully cryopreserved using the permeating cryopreservation agent dimethyl sulfoxide (Me 2 SO), at a final concentration of 15% (v/v). Cyanotoxin analysis was undertaken on selected strains known to produce microcystins, nodularin, anatoxin‐a, and saxitoxins. All strains retained their ability to produce these toxins following cryopreservation.",New Zealand Journal of Marine and Freshwater Research,cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2073432596,,10.1080/00288330809509955,,maintenance of cyanotoxin production by cryopreserved cyanobacteria in the new zealand culture collection,doi:10.1080/00288330809509955,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxins,,,cyanobacteria,
OpenAlex,,10.1002/9783527621071.ch6,2007.0,Neurotoxic Alkaloids from Cyanobacteria,"This chapter contains sections titled: Introduction Neurotoxic Alkaloids of Principally Freshwater and Terrestrial Cyanobacteria Anatoxin-a, Homoanatoxin-a, Anatoxin-a(s), and Analogs Anatoxin-a Homoanatoxin-a Anatoxin-a(s) β-Methylaminoalanine Saxitoxin Neurotoxic Alkaloids of Marine Cyanobacteria Antillatoxin A and B Jamaicamide A, B, and C Kalkitoxin Conclusion",,cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W1479883700,,10.1002/9783527621071.ch6,,neurotoxic alkaloids from cyanobacteria,doi:10.1002/9783527621071.ch6,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxin,,,cyanobacteria,
OpenAlex,,,2006.0,Evaluation of the applicability of slow sand filtration on removal of viable cells Cylindrospermopsis raciborskii and saxitoxins,"Dissertação (mestrado)—Universidade de Brasília, Faculdade de Tecnologia, Departamento de Engenharia Civil e Ambiental, 2006.",LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),Cylindrospermopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W7119304271,,,,evaluation of the applicability of slow sand filtration on removal of viable cells cylindrospermopsis raciborskii and saxitoxins,title:evaluation of the applicability of slow sand filtration on removal of viable cells cylindrospermopsis raciborskii and saxitoxins,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxins,,,cylindrospermopsis,
PubMed,15804520.0,,2005.0,Toxic potential of five freshwater Phormidium species (Cyanoprokaryota).,"Among the Cyanoprokaryota (blue-green algae), the genus Phormidium has thus far rarely been studied with respect to toxin production and potentially resulting human and environmental health effects. We here show that five previously unexplored freshwater species of this genus (Ph. bijugatum, Ph. molle, Ph. papyraceum, Ph. uncinatum, Ph. autumnale) are indeed capable of producing bioactive compounds. Phormidium extracts caused weight loss as well as neuro/hepatotoxic symptoms in mice, and in the case of Ph. bijugatum even death. Very low levels of saxitoxins and microcystins, as confirmed by ELISA, were insufficient to explain this toxicity and the differing toxic potencies of the Phormidium species. Qualitative HPLC analyses confirmed different substance patterns and in the future could aid in the separation of fractions for more detailed substance characterisation. The results in vivo were confirmed in vitro using cells of human, mouse and fish. The fish cells responded least sensitive but proved useful in studying the temperature dependence of the toxicity by the Phormidium samples. Further, the human cells were more sensitive than the mouse cells thus suggesting that the former may be a more appropriate choice for studying the impact of Phormidium to man. Among the human cells, two cancer cell lines were more responsive to one of the samples than a normal cell line, thereby indicating a potential anti-tumour activity. Thus, the five freshwater Phormidium species should be considered in environmental risk assessment but as well, as a source of therapeutic agents.",Toxicon : official journal of the International Society on Toxinology,cyanobacteria saxitoxin,cyanobacteria_stx,,,,15804520.0,toxic potential of five freshwater phormidium species cyanoprokaryota,pmid:15804520.0,,5,general_stx,unspecified,1,0,0,0,2,saxitoxins,,,,environmental; temperature
PubMed,16433227.0,,2005.0,[Plants as a source of natural harmful substances].,"In this review the several data concerning phytotoxins as natural harmful substances of plants and phycotoxins--toxicants of algae were described. For example plants are source of pyrrolizidine alkaloids, glycoalkaloids, glucosinolates as well as glycosides, saponine and psolarens. Possible adverse effects of phytoestrogens as endocrine disruptors versus beneficial influence these substances on human organism were mentioned. About lectins as possible factors of some diseases was reported, as well as some proteins as allergens of soy and peanuts was mentioned. Accumulated by shellfish and fish the most important phycotoxins such as saxitoxin, okadaic acid, brevetoxins and ciguatoxins were described. Phycotoxins produced several poisoning symptoms. Microcystins and nodularin--cyanobacterial phycotoxins of freshwater, was mentioned. In conclusion, the need of limitation of permissible levels of some plant toxicants, development of analytical methods as well as knowledge of influence of some technological processes on toxic plant substances was highlighted. The importance of balanced diet as a tool of defense against plant toxicants was concluded.",Roczniki Panstwowego Zakladu Higieny,cyanobacterial saxitoxin,cyanobacteria_stx,,,,16433227.0,plants as a source of natural harmful substances,pmid:16433227.0,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxin,,,cyanobacterial,
OpenAlex,,10.1016/j.aquatox.2004.04.001,2004.0,Accumulation and depuration of cyanobacterial paralytic shellfish toxins by the freshwater mussel Anodonta cygnea,,Aquatic Toxicology,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,https://openalex.org/W1980299550,,10.1016/j.aquatox.2004.04.001,,accumulation and depuration of cyanobacterial paralytic shellfish toxins by the freshwater mussel anodonta cygnea,doi:10.1016/j.aquatox.2004.04.001,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,paralytic shellfish toxins,,,cyanobacterial,
OpenAlex,,10.1016/s0166-445x(04)00128-6,2004.0,Accumulation and depuration of cyanobacterial paralytic shellfish toxins by the freshwater mussel Anodonta cygnea,,Aquatic Toxicology,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,https://openalex.org/W4250767261,,10.1016/s0166-445x(04)00128-6,,accumulation and depuration of cyanobacterial paralytic shellfish toxins by the freshwater mussel anodonta cygnea,doi:10.1016/s0166-445x(04)00128-6,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,paralytic shellfish toxins,,,cyanobacterial,
PubMed,12779218.0,,2003.0,Liquid chromatography-electrospray ionisation-mass spectrometry based method for the simultaneous determination of algal and cyanobacterial toxins in phytoplankton from marine waters and lakes followed by tentative structural elucidation of microcystins.,"A liquid chromatography (LC)-based method with mass spectrometric (MS) detection was developed for simultaneous determination of various algal and cyanobacterial toxins extracted from phytoplankton occurring world-wide in marine waters and lakes. The method enables quantification of saxitoxin, anatoxin-A, domoic acid, nodularin, microcystins, okadaic acid and dinophysistoxin-1 with a single chromatographic run. In addition, the applied chromatographic conditions allow isolation and identification of substances suspected to be ""new"" microcystins (cyclic peptides) by fraction collection, hydrolysis, derivatisation of resulting free amino acids with the modified chiral Marfey's reagent N-alpha-(2,4-dinitro-5-fluorophenyl)-L-valinamide (L-FDVA) and enantioselective analysis of the amino acid derivatives by LC-ESI-MS.",Journal of chromatography. A,cyanobacteria saxitoxin,cyanobacteria_stx,,,,12779218.0,liquid chromatography electrospray ionisation mass spectrometry based method for the simultaneous determination of algal and cyanobacterial toxins in phytoplankton from marine waters and lakes followed by tentative structural elucidation of microcystins,pmid:12779218.0,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxin,,,cyanobacterial,
OpenAlex,,10.1007/978-3-642-59514-1_7,2001.0,"Toxic Effects and Substances in Cyanobacteria other than Microcystins, Anatoxin-a and Saxitoxins",,,cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W181223180,,10.1007/978-3-642-59514-1_7,,toxic effects and substances in cyanobacteria other than microcystins anatoxin a and saxitoxins,doi:10.1007/978-3-642-59514-1_7,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxins,,,cyanobacteria,
OpenAlex,,10.1016/s0065-2164(01)49010-1,2001.0,Laboratory bioproduction of paralytic shellfish toxins in dinoflagellates,,Advances in applied microbiology,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,https://openalex.org/W1574591614,,10.1016/s0065-2164(01)49010-1,,laboratory bioproduction of paralytic shellfish toxins in dinoflagellates,doi:10.1016/s0065-2164(01)49010-1,,5,dinoflagellate_stx,dinoflagellate,1,0,1,0,0,paralytic shellfish toxins,,dinoflagellates,,
PubMed,11257877.0,,2001.0,Ozonation of NOM and algal toxins in four treated waters.,"The occurrence of cyanobacteria (blue-green algae) blooms and the possibility of production of cyanotoxins (algal toxins) have become major concerns for drinking water providers worldwide. Ozone has been shown to be effective for the destruction of some classes of toxins under specific conditions, although most researchers agree that the dose and contact time required will depend on water quality. The clarification of the relative effects of water quality parameters such as dissolved organic carbon concentration and character, and alkalinity, has not been previously attempted. In this study the cyanotoxins microcystin LR and LA and anatoxin-a were ozonated at a range of ozone doses in four treated waters with very different water quality. For both the toxins, 100% destruction was related to a residual ozone concentration present after 5 min. This was, in turn, related to the water quality and indicated that a direct reaction with molecular ozone could be responsible for the destruction. The results confirmed that both the toxins would be destroyed under conditions usually utilised for ozonation prior to granular activated carbon (GAC) filtration. This will apply under a range of water quality conditions but not necessarily a range of temperatures. The saxitoxin class of compounds was very resistant to oxidation by ozone and would require further treatment such as GAC filtration.",Water research,cyanobacteria saxitoxin,cyanobacteria_stx,,,,11257877.0,ozonation of nom and algal toxins in four treated waters,pmid:11257877.0,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxin,,,cyanobacteria,
OpenAlex,,,2001.0,Lidocaine Promoted Growth and Saxitoxin Accumulation in Cylindrospermopsis raciborskii,,Institutional Repositories DataBase (IRDB),Cylindrospermopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W7144773181,,,,lidocaine promoted growth and saxitoxin accumulation in cylindrospermopsis raciborskii,title:lidocaine promoted growth and saxitoxin accumulation in cylindrospermopsis raciborskii,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxin,,,cylindrospermopsis,
CrossRef,,10.3724/issn1000-3207-2000-1-94-o,2000.0,STUDIES ON SOME PROBLEMS ABOUT PRODUCTION OF PARALYTIC SHELLFISH TOXINS BY APHANIZOMENON FLOS-AQUAE NH-5,,Acta Hydrobiologica Sinica,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.3724/issn1000-3207-2000-1-94-o,,studies on some problems about production of paralytic shellfish toxins by aphanizomenon flos aquae nh 5,doi:10.3724/issn1000-3207-2000-1-94-o,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,paralytic shellfish toxins,,,aphanizomenon,
OpenAlex,,10.1016/s0041-0101(97)00077-9,1998.0,Development of a bioassay employing the desert locust (Schistocerca gregaria) for the detection of saxitoxin and related compounds in cyanobacteria and shellfish,,Toxicon,cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2056754180,,10.1016/s0041-0101(97)00077-9,,development of a bioassay employing the desert locust schistocerca gregaria for the detection of saxitoxin and related compounds in cyanobacteria and shellfish,doi:10.1016/s0041-0101(97)00077-9,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxin,,,cyanobacteria,
CrossRef,,10.1016/s0041-0101(97)00093-7,1998.0,"Transmission of the paralytic shellfish poisoning toxins, from dinoflagellate to gastropod",,Toxicon,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1016/s0041-0101(97)00093-7,,transmission of the paralytic shellfish poisoning toxins from dinoflagellate to gastropod,doi:10.1016/s0041-0101(97)00093-7,,5,dinoflagellate_stx,dinoflagellate,1,0,1,0,0,paralytic shellfish poisoning,,dinoflagellate,,
CrossRef,,10.1016/0041-0101(90)90184-9,1990.0,The detection of paralytic shellfish toxins in red-tide gonyaulacoid dinoflagellates by an enzyme-linked immunoassay,,Toxicon,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1016/0041-0101(90)90184-9,,the detection of paralytic shellfish toxins in red tide gonyaulacoid dinoflagellates by an enzyme linked immunoassay,doi:10.1016/0041-0101(90)90184-9,,5,dinoflagellate_stx,dinoflagellate,1,0,1,0,0,paralytic shellfish toxins,,dinoflagellates,,
CrossRef,,10.1016/0041-0101(89)90032-9,1989.0,Paralytic shellfish toxins in bivalves which are not associated with dinoflagellates,,Toxicon,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1016/0041-0101(89)90032-9,,paralytic shellfish toxins in bivalves which are not associated with dinoflagellates,doi:10.1016/0041-0101(89)90032-9,,5,dinoflagellate_stx,dinoflagellate,1,0,1,0,0,paralytic shellfish toxins,,dinoflagellates,,
CrossRef,,10.1002/chin.198506364,1985.0,ChemInform Abstract: BIOSYNTHESIS OF SAXITOXIN ANALOGS: THE UNEXPECTED PATHWAY,"<jats:title>Abstract</jats:title><jats:p>[2‐′3C, 2‐′5N]‐dot‐iertes Ornithin wurde zu Kulturen von Aphanizomenon ?os‐aquae gegeben.</jats:p>",Chemischer Informationsdienst,saxitoxin biosynthesis cyanobacteria,cyanobacteria_stx,,,10.1002/chin.198506364,,cheminform abstract biosynthesis of saxitoxin analogs the unexpected pathway,doi:10.1002/chin.198506364,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxin,,,aphanizomenon,
OpenAlex,,10.1080/10934527809374828,1978.0,"Reinvestigation of the toxins from the blue‐green alga,<i>Aphanizomenon flos‐aquae</i>, by a high performance chromatographic method","Abstract Toxic red tides due to blue green alga‐Aphanizomenon flos‐aquae are becomming common occurrence in the lakes of New Hampshire. The toxins from Aphaizomenon flos‐aquae were purified by a high performance chromatographic method. One of the toxins was identified as saxitoxin; the other three gave reactions indicating their structural similarity to toxins isolated from Gonyaulax tamarensis. Notes Present Address: Department of Medicinal Chemistry and Pharmacognosy College of Pharmacy, University of Houston, Houston, Texas 77004. Department of Pharmacognosy, College of Pharmacy, University of Rhode Island, Kingston, Rhode Island 02881 Department of Biochemistry, University of New Hampshire, Durham, New Hampshire 03824 Department of Zoology University of New Hampshire, Durham, New Hampshire 03824 Additional informationNotes on contributorsMaktoob Alam 1 a",Journal of Environmental Science and Health Part A Environmental Science and Engineering,Aphanizomenon saxitoxin,cyanobacteria_stx,https://openalex.org/W2007977500,,10.1080/10934527809374828,,reinvestigation of the toxins from the blue green alga aphanizomenon flos aquae by a high performance chromatographic method,doi:10.1080/10934527809374828,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxin,,,aphanizomenon,
CrossRef,,10.1021/acs.jafc.9b07063.s001,,Conversion and Stability of New Metabolites of Paralytic Shellfish Toxins under Different Temperature and pH Conditions,,,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,10.1021/acs.jafc.9b07063.s001,,conversion and stability of new metabolites of paralytic shellfish toxins under different temperature and ph conditions,doi:10.1021/acs.jafc.9b07063.s001,,4,general_stx,unspecified,1,0,0,0,1,paralytic shellfish toxins,,,,temperature
PubMed,35853613.0,10.1021/acs.analchem.2c01939,2022.0,Rapid Immunochemical Methods for Anatoxin-a Monitoring in Environmental Water Samples.,"Algal blooms that contaminate freshwater resources with cyanotoxins constitute, nowadays, a global concern. To deal with this problem, a variety of analytical methods, including immunochemical assays, are available for the main algal toxins, for example, microcystins, nodularins, and saxitoxins, with the remarkable exception of anatoxin-a. Now, for the first time, highly sensitive, enantioselective immunoassays for anatoxin-a have been validated using homemade monoclonal antibodies. Two competitive enzyme-linked immunosorbent assays were developed in different formats, with detection limits for (+)-anatoxin-a of 0.1 ng/mL. Excellent recovery values between 82 and 117%, and coefficients of variation below 20%, were observed using environmental water samples fortified between 0.5 and 500 ng/mL. In addition, a lateral-flow immunochromatographic assay was optimized for visual and instrumental reading of results. This test showed a visual detection limit for (+)-anatoxin-a of 4 ng/mL. Performance with a reader was validated in accordance with the European guidelines for semiquantitative rapid methods for small chemical contaminants. Thus, at a screening target concentration of 2 ng/mL, the probability of a blank sample to be classified as ""suspect"" was as low as 0.2%. Finally, the optimized direct enzyme immunoassay was validated by comparison with high-performance liquid chromatography-tandem mass spectroscopy data and showed a good correlation (<i>r</i> = 0.995) with a slope of 0.94. Moreover, environmental water samples containing more than 2 ng/mL of anatoxin-a were detected by the developed dipstick assay. These results provide supplementary and complementary strategies for monitoring the presence of anatoxin-a in water.",Analytical chemistry,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/acs.analchem.2c01939,35853613.0,rapid immunochemical methods for anatoxin a monitoring in environmental water samples,doi:10.1021/acs.analchem.2c01939,,4,general_stx,unspecified,1,0,0,0,1,saxitoxins,,,,environmental
PubMed,34562905.0,10.3390/bios11090315,2021.0,Electrochemical Biosensors for Tracing Cyanotoxins in Food and Environmental Matrices.,"The adoption of electrochemical principles to realize on-field analytical tools for detecting pollutants represents a great possibility for food safety and environmental applications. With respect to the existing transduction mechanisms, i.e., colorimetric, fluorescence, piezoelectric etc., electrochemical mechanisms offer the tremendous advantage of being easily miniaturized, connected with low cost (commercially available) readers and unaffected by the color/turbidity of real matrices. In particular, their versatility represents a powerful approach for detecting traces of emerging pollutants such as cyanotoxins. The combination of electrochemical platforms with nanomaterials, synthetic receptors and microfabrication makes electroanalysis a strong starting point towards decentralized monitoring of toxins in diverse matrices. This review gives an overview of the electrochemical biosensors that have been developed to detect four common cyanotoxins, namely microcystin-LR, anatoxin-a, saxitoxin and cylindrospermopsin. The manuscript provides the readers a quick guide to understand the main electrochemical platforms that have been realized so far, and the presence of a comprehensive table provides a perspective at a glance.",Biosensors,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.3390/bios11090315,34562905.0,electrochemical biosensors for tracing cyanotoxins in food and environmental matrices,doi:10.3390/bios11090315,,4,general_stx,unspecified,1,0,0,0,1,saxitoxin,,,,environmental
OpenAlex,,10.1007/s10811-019-01972-w,2019.0,Effect of nutrient concentration on growth and saxitoxin production of Raphidiopsis raciborskii (Cyanophyta) interacting with Monoraphidium contortum (Chlorophyceae),,Journal of Applied Phycology,cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2990899281,,10.1007/s10811-019-01972-w,,effect of nutrient concentration on growth and saxitoxin production of raphidiopsis raciborskii cyanophyta interacting with monoraphidium contortum chlorophyceae,doi:10.1007/s10811-019-01972-w,,4,general_stx,unspecified,1,0,0,0,1,saxitoxin,,,,nutrient
PubMed,26695000.0,10.1016/j.toxicon.2015.12.003,2016.0,Toxic Trichodesmium bloom occurrence in the southwestern South Atlantic Ocean.,Harmful Trichodesmium blooms have been reported on the continental slope of the southwestern South Atlantic Ocean; we sampled six such blooms. The highest saxitoxin concentration was observed where the number of colonies was proportionally greater relative to the total density of trichomes. Trichodesmium blooms are harmful to shrimp larvae and may lead to plankton community mortality. This study is the first record of neurotoxic blooms in the open waters of the South Atlantic.,Toxicon : official journal of the International Society on Toxinology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1016/j.toxicon.2015.12.003,26695000.0,toxic trichodesmium bloom occurrence in the southwestern south atlantic ocean,doi:10.1016/j.toxicon.2015.12.003,,4,general_stx,unspecified,1,0,0,0,1,saxitoxin,,,,bloom
OpenAlex,,10.1016/j.hal.2014.04.002,2014.0,Oxidative stress in rats induced by consumption of saxitoxin contaminated drink water,,Harmful Algae,Cylindrospermopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W2040104883,,10.1016/j.hal.2014.04.002,,oxidative stress in rats induced by consumption of saxitoxin contaminated drink water,doi:10.1016/j.hal.2014.04.002,,4,general_stx,unspecified,1,0,0,0,1,saxitoxin,,,,stress
CrossRef,,10.1007/3-540-29719-0_1447,,Saxitoxin,,Encyclopedic Reference of Molecular Pharmacology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1007/3-540-29719-0_1447,,saxitoxin,doi:10.1007/3-540-29719-0_1447,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1007/3-540-29832-0_1447,,Saxitoxin,,Encyclopedic Reference of Molecular Pharmacology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1007/3-540-29832-0_1447,,saxitoxin,doi:10.1007/3-540-29832-0_1447,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
CrossRef,,10.1007/978-3-540-38918-7_6676,,Saxitoxin,,Encyclopedia of Molecular Pharmacology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1007/978-3-540-38918-7_6676,,saxitoxin,doi:10.1007/978-3-540-38918-7_6676,,3,general_stx,unspecified,1,0,0,0,0,saxitoxin,,,,
