source_database,pmid,doi,year,title,abstract,journal,query,corpus,openalex_id,source_db,doi_clean,pmid_clean,title_clean,dedup_key,url,relevance_score,relevance_class,taxon_scope,stx_term_count,gene_term_count,dinoflagellate_term_count,cyanobacteria_term_count,environment_term_count,matched_stx_terms,matched_gene_terms,matched_dinoflagellate_terms,matched_cyanobacteria_terms,matched_environment_terms
OpenAlex,,10.3390/md9112164,2011.0,"An Acute Case of Intoxication with Cyanobacteria and Cyanotoxins in Recreational Water in Salto Grande Dam, Argentina","Cyanobacterial blooms and hepatotoxic microcystins (MCs) usually occur in summer, constituting a sanitary and environmental problem in Salto Grande Dam, Argentina. Water sports and recreational activities take place in summer in this lake. We reported an acute case of cyanobacterial poisoning in Salto Grande dam, Argentina, which occurred in January 2007. Accidentally, a young man was immersed in an intense bloom of Microcystis spp. A level of 48.6 μg·L(-1) of microcystin-LR was detected in water samples. Four hours after exposure, the patient showed nausea, abdominal pain and fever. Three days later, dyspnea and respiratory distress were reported. The patient was hospitalized in intensive care and diagnosed with an atypical pneumonia. Finally, a week after the exposure, the patient developed a hepatotoxicosis with a significant increase of hepatic damage biomarkers (ALT, AST and γGT). Complete recovery took place within 20 days. This is the first study to show an acute intoxication with microcystin-producing cyanobacteria blooms in recreational water.",Marine Drugs,saxitoxin evolution cyanobacteria,cyanobacteria_stx,https://openalex.org/W2045777573,,10.3390/md9112164,,an acute case of intoxication with cyanobacteria and cyanotoxins in recreational water in salto grande dam argentina,doi:10.3390/md9112164,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterial,bloom; environmental
PubMed,20153627.0,10.1016/j.copbio.2010.01.013,2010.0,In situ passive solid-phase adsorption of micro-algal biotoxins as a monitoring tool.,"Laboratory and field studies of the passive solid-phase adsorption toxin tracking (SPATT) method have been carried out around the world. A wide range of marine micro-algal toxins have been detected and the potential of the method to provide reliable, sensitive, time-integrated sampling to monitor the occurrence of toxic algal bloom events has been demonstrated. The method has several important advantages over current phytoplankton and shellfish monitoring methods. Trials of various adsorption substrates have been carried out and the best candidates have been selected for the lipophilic marine biotoxin groups; however, research continues to locate suitable substrates for the more polar water-soluble compounds such as domoic acid and the saxitoxins. The technique has also been successfully applied to the detection of a range of freshwater cyanobacterial toxins.",Current opinion in biotechnology,cyanobacterial saxitoxin,cyanobacteria_stx,,,10.1016/j.copbio.2010.01.013,20153627.0,in situ passive solid phase adsorption of micro algal biotoxins as a monitoring tool,doi:10.1016/j.copbio.2010.01.013,,6,cyanobacteria_stx,cyanobacteria,1,0,0,1,1,saxitoxins,,,cyanobacterial,bloom
OpenAlex,,10.1371/journal.pone.0012576,2010.0,Evidence for a Novel Marine Harmful Algal Bloom: Cyanotoxin (Microcystin) Transfer from Land to Sea Otters,"""Super-blooms"" of cyanobacteria that produce potent and environmentally persistent biotoxins (microcystins) are an emerging global health issue in freshwater habitats. Monitoring of the marine environment for secondary impacts has been minimal, although microcystin-contaminated freshwater is known to be entering marine ecosystems. Here we confirm deaths of marine mammals from microcystin intoxication and provide evidence implicating land-sea flow with trophic transfer through marine invertebrates as the most likely route of exposure. This hypothesis was evaluated through environmental detection of potential freshwater and marine microcystin sources, sea otter necropsy with biochemical analysis of tissues and evaluation of bioaccumulation of freshwater microcystins by marine invertebrates. Ocean discharge of freshwater microcystins was confirmed for three nutrient-impaired rivers flowing into the Monterey Bay National Marine Sanctuary, and microcystin concentrations up to 2,900 ppm (2.9 million ppb) were detected in a freshwater lake and downstream tributaries to within 1 km of the ocean. Deaths of 21 southern sea otters, a federally listed threatened species, were linked to microcystin intoxication. Finally, farmed and free-living marine clams, mussels and oysters of species that are often consumed by sea otters and humans exhibited significant biomagnification (to 107 times ambient water levels) and slow depuration of freshwater cyanotoxins, suggesting a potentially serious environmental and public health threat that extends from the lowest trophic levels of nutrient-impaired freshwater habitat to apex marine predators. Microcystin-poisoned sea otters were commonly recovered near river mouths and harbors and contaminated marine bivalves were implicated as the most likely source of this potent hepatotoxin for wild otters. This is the first report of deaths of marine mammals due to cyanotoxins and confirms the existence of a novel class of marine ""harmful algal bloom"" in the Pacific coastal environment; that of hepatotoxic shellfish poisoning (HSP), suggesting that animals and humans are at risk from microcystin poisoning when consuming shellfish harvested at the land-sea interface.",PLoS ONE,temperature cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2059195287,,10.1371/journal.pone.0012576,,evidence for a novel marine harmful algal bloom cyanotoxin microcystin transfer from land to sea otters,doi:10.1371/journal.pone.0012576,,6,low_relevance_or_noise,cyanobacteria,0,0,0,1,4,,,,cyanobacteria,bloom; environmental; harmful algal bloom; nutrient
OpenAlex,,10.2741/e285,2010.0,Airborne Algae and Cyanobacteria Occurrence and Related Health Effects,"Published information on airborne algae and cyanobacteria worldwide and the related human health effects is scarce. Since 1844, a total of 353 morphological taxa (genera or species) have been identified in aerobiological studies. However, due to diverse methodologies and different microorganisms targeted in these studies, direct comparisons on the occurrences of airborne algae and cyanobacteria in various studies are rather dubious. Thirty-eight airborne algae and cyanobacteria were shown to induce allergy, skin irritation, hay fever, rhinitis, sclerosis and respiratory problems when aerosolized and inhaled. Another 14 airborne taxa are known toxin producers posing threat to human health. Most frequently associated with health effects are the genera Chlorella, Scenedesmus, Chlorococcum, Klebsormidium (Hormidium) and Lyngbya. In the air of the Mediterranean city of Thessaloniki, we found 63 algal and cyanobacterial taxa, with 21 reported for the first time in the air. Seven taxa were potentially harmful. Algae and cyanobacteria can contribute significantly in the total air particle load, rendering them as causative agents for health issues when inhaled.",Frontiers in Bioscience-Elite,saxitoxin evolution dinoflagellates,dinoflagellate_stx,https://openalex.org/W1975326179,,10.2741/e285,,airborne algae and cyanobacteria occurrence and related health effects,doi:10.2741/e285,,6,low_relevance_or_noise,cyanobacteria,0,0,0,3,0,,,,cyanobacteria; cyanobacterial; lyngbya,
OpenAlex,,10.3109/15569543.2010.516464,2010.0,Harmful algae: effects of alkaloid cyanotoxins on animal and human health,"Cyanobacteria are bloom-forming procaryotic microorganisms producing cyanotoxins—secondary metabolites toxic to aquatic and terrestial animals and also humans. ‘Alkaloid cyanotoxins are: neurotoxic anatoxin-a, saxitoxin and cytotoxic cylindrospermopsin, which inhibits protein synthesis in various cell types and neurotoxic saxitoxin. These substances are very harmful to many animal species. Moreover, they may accumulate at high concentrations in various tissues of aquatic animals such as bivalves and fish, which can be a source of intoxication for predators and humans. This review presents the current state of knowledge on the effects of alkaloid cyanotoxins on different animal species and human health.",Toxin Reviews,cyanobacteria saxitoxin,cyanobacteria_stx,https://openalex.org/W2124864921,,10.3109/15569543.2010.516464,,harmful algae effects of alkaloid cyanotoxins on animal and human health,doi:10.3109/15569543.2010.516464,,6,cyanobacteria_stx,cyanobacteria,1,0,0,1,1,saxitoxin,,,cyanobacteria,bloom
OpenAlex,,10.5507/fot.2009.005,2009.0,Nomenclatural validation of the genetically revised cyanobacterial genus Dolichospermum (RALFS ex BORNET et FLAHAULT) comb. nova.,"The traditional cyanobacterial genus Anabaena is heterogeneous, as follows from the modern molecular evaluation. The cluster of planktic Anabaena-morphotypes with gas vesicles in cells must be separated as a unique generic entity from the typical benthic mat-forming species. In the present articles all planktic morphospecies are transferred into the new genus Dolichospermum in agreement with Botanical nomenclatoric rules. The name ""Dolichospermum"" is based on a taxonomic category of section in starting point publication (Bornet &amp; Flahault 1888), which is valid for heterocytous cynobacteria.",Fottea,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,https://openalex.org/W2083819749,,10.5507/fot.2009.005,,nomenclatural validation of the genetically revised cyanobacterial genus dolichospermum ralfs ex bornet et flahault comb nova,doi:10.5507/fot.2009.005,,6,low_relevance_or_noise,cyanobacteria,0,0,0,3,0,,,,anabaena; cyanobacterial; dolichospermum,
PubMed,18237305.0,10.1111/j.1462-2920.2007.01492.x,2008.0,"Co-occurrence of beta-N-methylamino-L-alanine, a neurotoxic amino acid with other cyanobacterial toxins in British waterbodies, 1990-2004.","The neurotoxic amino acid, beta-N-methylamino-L-alanine, was found to be present in all of 12 analysed samples of cyanobacterial blooms, scums and mats, which had been collected in seven years between 1990 and 2004 inclusive and stored at -20 degrees C. BMAA identification was by high performance liquid chromatography with fluorescence detection and by triple quadrapole mass spectrometry after derivatization. The samples originated from 11 freshwater lakes and 1 brackish waterbody, used either for drinking water, recreation, or both. BMAA was present at between 8 and 287 microg g(-1) cyanobacterial dry weight and was present as both the free amino acid and associated with precipitated proteins. Ten of the samples contained additional cyanotoxins (including microcystins, anatoxin-a, nodularin and saxitoxin) at the time of sample collection. Five of the samples were associated with animal deaths, attributable at the time of sample collection, to microcystins, nodularin or anatoxin-a. The data demonstrate the presence of BMAA by high performance liquid chromatography and mass spectrometry in a diverse range of cyanobacterial bloom samples from high resource waterbodies. Furthermore, samples collected over several years shows that BMAA can co-occur with other known cyanotoxins in such waterbodies. Health risk assessment of cyanobacterial BMAA in waterbodies is suggested.",Environmental microbiology,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1111/j.1462-2920.2007.01492.x,18237305.0,co occurrence of beta n methylamino l alanine a neurotoxic amino acid with other cyanobacterial toxins in british waterbodies 1990 2004,doi:10.1111/j.1462-2920.2007.01492.x,,6,cyanobacteria_stx,cyanobacteria,1,0,0,1,1,saxitoxin,,,cyanobacterial,bloom
OpenAlex,,10.1111/j.1574-6941.2008.00439.x,2008.0,Allelopathic activity among Cyanobacteria and microalgae isolated from Florida freshwater habitats,"We evaluated allelopathic interactions between strains of Cyanobacteria and green algae isolated from south and central Florida. Allelopathy, including inhibition or stimulation of growth, was assessed by cocultivation of each of the isolated strains, as well as by evaluation of extracts prepared from the isolates. All of the strains of Cyanobacteria, and four of the six isolates of green algae, showed some allelopathic activity (i.e. inhibition or stimulation of the growth of other strains). Of these, the most pronounced activity was observed for the cyanobacterial isolate Fischerella sp. strain 52-1. In the cocultivation experiments this cyanobacterium inhibited the growth of all tested green algae and Cyanobacteria. The crude lipophilic extracts from Fischerella sp. strain 52-1 isolated from both the biomass and the culture liquid inhibited photosynthesis of the green alga Chlamydomonas sp. in a concentration- and time-dependent manner and caused extensive loss of ultrastructural cell organization. Preliminary chemical characterization of compounds extracted from Fischerella sp. strain 52-1 indicated the presence of indole alkaloids, and further characterization has confirmed that these compounds belong to the hapalindoles previously isolated from other species of Fischerella and related genera. Further chemical characterization of these compounds, and further investigation of their apparent role in allelopathy is ongoing.",FEMS Microbiology Ecology,Alexandrium nitrogen toxin production,dinoflagellate_stx,https://openalex.org/W1918603215,,10.1111/j.1574-6941.2008.00439.x,,allelopathic activity among cyanobacteria and microalgae isolated from florida freshwater habitats,doi:10.1111/j.1574-6941.2008.00439.x,,6,low_relevance_or_noise,cyanobacteria,0,0,0,3,0,,,,cyanobacteria; cyanobacterial; cyanobacterium,
CrossRef,,10.5507/fot.2007.001,2007.0,Planktic morphospecies of the cyanobacterial genus Anabaena = subg. Dolichospermum - 1. part: coiled types.,,Fottea,Dolichospermum saxitoxin,cyanobacteria_stx,,,10.5507/fot.2007.001,,planktic morphospecies of the cyanobacterial genus anabaena subg dolichospermum 1 part coiled types,doi:10.5507/fot.2007.001,,6,low_relevance_or_noise,cyanobacteria,0,0,0,3,0,,,,anabaena; cyanobacterial; dolichospermum,
OpenAlex,,10.1111/j.1365-2427.2006.01689.x,2006.0,Algal and cyanobacterial secondary metabolites in freshwaters: a comparison of allelopathic compounds and toxins,"Summary 1. The photoautotrophic micro‐organisms collectively termed ‘micro‐algae’ (including micro‐eukaryotes and cyanobacteria) are known to produce a wide range of secondary metabolites with various biological actions. A small subset of these compounds has been identified. Some of them, termed allelopathic compounds, have been shown to play a role in allelopathy, defined here as inhibitory effects of secondary metabolites against either competitors or predators. Freshwater cyanobacteria also produce some secondary metabolites, termed toxins, which are highly toxic for animals. 2. While allelopathic compounds play a role in the interactions between the emitter organisms and their direct competitors or predators, toxins are categorised according to their toxic effect on several organisms, including some that may not be present in their immediate environment. However, these two definitions are not mutually exclusive. This review considers the evolutionary, ecological and physiological aspects of the production of allelopathic compounds by micro‐algae in freshwaters, and compares the characteristics of allelopathic compounds with those of toxins. 3. Allelopathic compounds include alkaloids, cyclic peptides, terpens and volatile organic compounds. Toxins include alkaloids, cyclic peptides and lipopolysaccharides. No allelopathic compound type is associated with a particular phylogenetic group of algae. In contrast, freshwater toxins are only produced by cyanobacteria belonging to a restricted number of genera. Allelopathic compounds have various modes of action, from inhibition of photosynthesis to oxidative stress or cellular paralysis. Toxins are often enzyme inhibitors, or interfere with cell membrane receptors. 4. The ecological roles of allelopathic compounds have been well identified in several cases, but those of toxins are still debated. In the light of descriptions of negative effects of toxins on both micro‐invertebrates and photoautotrophic organisms, we suggest that at least some toxins should actually be considered as allelopathic compounds. Further research on toxic secondary metabolites in freshwaters is now needed, with emphasis on the ecological effects of the compounds in the immediate environment of the emitter algae.",Freshwater Biology,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2042069588,,10.1111/j.1365-2427.2006.01689.x,,algal and cyanobacterial secondary metabolites in freshwaters a comparison of allelopathic compounds and toxins,doi:10.1111/j.1365-2427.2006.01689.x,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterial,light; stress
OpenAlex,,10.3390/ijerph2005010043,2005.0,Health Risk Assessment of Cyanobacterial (Blue-green Algal) Toxins in Drinking Water,"Cyanobacterial toxins have caused human poisoning in the Americas, Europe and Australia. There is accumulating evidence that they are present in treated drinking water supplies when cyanobacterial blooms occur in source waters. With increased population pressure and depleted groundwater reserves, surface water is becoming more used as a raw water source, both from rivers and lakes/reservoirs. Additional nutrients in water which arise from sewage discharge, agricultural run-off or storm water result in overabundance of cyanobacteria, described as a 'water bloom'. The majority of cyanobacterial water-blooms are of toxic species, producing a diversity of toxins. The most important toxins presenting a risk to the human population are the neurotoxic alkaloids (anatoxins and paralytic shellfish poisons), the cyclic peptide hepatotoxins (microcystins) and the cytotoxic alkaloids (cylindrospermopsins). At the present time the only cyanobacteral toxin family that have been internationally assessed for health risk by the WHO are the microcystins, which cause acute liver injury and are active tumour promoters. Based on sub-chronic studies in rodents and pigs, a provisional Guideline Level for drinking water of 1 microg/L of microcystin-LR has been determined. This has been adopted in legislation in countries in Europe, South America and Australasia. This may be revised in the light of future teratogenicity, reproductive toxicity and carcinogenicity studies. The other cyanobacterial toxin which has been proposed for detailed health risk assessment is cylindrospermopsin, a cytotoxic compound which has marked genotoxicity, probable mutagenicity, and is a potential carcinogen. This toxin has caused human poisoning from drinking water, and occurs in water supplies in the USA, Europe, Asia, Australia and South America. An initial health risk assessment is presented with a proposed drinking water Guideline Level of 1 microg/L. There is a need for both increased monitoring data for toxins in drinking water and epidemiological studies on adverse health effects in exposed populations to clarify the extent of the health risk.",International Journal of Environmental Research and Public Health,cyanobacterial saxitoxin,cyanobacteria_stx,https://openalex.org/W2145284999,,10.3390/ijerph2005010043,,health risk assessment of cyanobacterial blue green algal toxins in drinking water,doi:10.3390/ijerph2005010043,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterial,bloom; light
PubMed,16705800.0,,2005.0,Health risk assessment of cyanobacterial (blue-green algal) toxins in drinking water.,"Cyanobacterial toxins have caused human poisoning in the Americas, Europe and Australia. There is accumulating evidence that they are present in treated drinking water supplies when cyanobacterial blooms occur in source waters. With increased population pressure and depleted groundwater reserves, surface water is becoming more used as a raw water source, both from rivers and lakes/reservoirs. Additional nutrients in water which arise from sewage discharge, agricultural run-off or storm water result in overabundance of cyanobacteria, described as a 'water bloom'. The majority of cyanobacterial water-blooms are of toxic species, producing a diversity of toxins. The most important toxins presenting a risk to the human population are the neurotoxic alkaloids (anatoxins and paralytic shellfish poisons), the cyclic peptide hepatotoxins (microcystins) and the cytotoxic alkaloids (cylindrospermopsins). At the present time the only cyanobacteral toxin family that have been internationally assessed for health risk by the WHO are the microcystins, which cause acute liver injury and are active tumour promoters. Based on sub-chronic studies in rodents and pigs, a provisional Guideline Level for drinking water of 1 microg/L of microcystin-LR has been determined. This has been adopted in legislation in countries in Europe, South America and Australasia. This may be revised in the light of future teratogenicity, reproductive toxicity and carcinogenicity studies. The other cyanobacterial toxin which has been proposed for detailed health risk assessment is cylindrospermopsin, a cytotoxic compound which has marked genotoxicity, probable mutagenicity, and is a potential carcinogen. This toxin has caused human poisoning from drinking water, and occurs in water supplies in the USA, Europe, Asia, Australia and South America. An initial health risk assessment is presented with a proposed drinking water Guideline Level of 1 microg/L. There is a need for both increased monitoring data for toxins in drinking water and epidemiological studies on adverse health effects in exposed populations to clarify the extent of the health risk.",International journal of environmental research and public health,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,,16705800.0,health risk assessment of cyanobacterial blue green algal toxins in drinking water,pmid:16705800.0,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterial,bloom; light
OpenAlex,,10.23818/limn.23.09,2004.0,Cyanobacteria in Spanish reservoirs. How frequently are they toxic?,"Cyanobacterial dominance has been correlated to eutrophication processes, although it is not clear at physiological and ecological level what are the mechanisms involved in this correlation. It is considered that cyanobacteria are specially well adapted to high nutrient concentrations, or to unbalanced nutrient ratios, specially under high P and low N concentrations (low N/P ratios). Nevertheless, there is no general physiological reason allowing to consider this as the main reason for cyanobacterial blooms occurrence High growth rates at high temperatures, special light capture ability or other physiological characteristics have been also suggested for explaining cyanobacterial blooms. However, recently some authors (e.g.",Limnetica,Raphidiopsis saxitoxin,cyanobacteria_stx,https://openalex.org/W2494242763,,10.23818/limn.23.09,,cyanobacteria in spanish reservoirs how frequently are they toxic,doi:10.23818/limn.23.09,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterial,light; nutrient
OpenAlex,,10.5897/ajb2004.000-2128,2004.0,Microalgal toxin(s): characteristics and importance,"Prokaryotic and eukaryotic microalgae produce a wide array of compounds&#13;\nwith biological activities. These include antibiotics, algicides,&#13;\ntoxins, pharmaceutically active compounds and plant growth regulators.&#13;\nToxic microalgae, in this sense, are common only among the&#13;\ncyanobacteria and dinoflagellates. The microalgal toxins is either&#13;\nimportant as material for useful drugs or one of the great mysteries in&#13;\nthe world of biotoxicology. The aquatic poisons have long remained one&#13;\nof the great mysteries in the world of biotoxicology. There is evidence&#13;\nthat these toxic organisms are on the increase, perhaps as a result of&#13;\nincreased global pollution. The ability of cyanobacterial populations&#13;\nto produce potent toxins and annual examples of associated human and&#13;\nanimal health problems have raised the position of cyanobacteria in the&#13;\npriorities for the management and protection of water quality in&#13;\ncountries where health problems associated with the toxins have been&#13;\nperceived. The purpose of this review is to discuss the present&#13;\nunderstanding of microalgal toxins from microalgae in a manner that&#13;\nwill stimulate interdisciplinary research with these microorganisms.",TSpace,Gymnodinium catenatum saxitoxin,dinoflagellate_stx,https://openalex.org/W2143230172,,10.5897/ajb2004.000-2128,,microalgal toxin s characteristics and importance,doi:10.5897/ajb2004.000-2128,,6,low_relevance_or_noise,cross_taxa,0,0,1,2,0,,,dinoflagellates,cyanobacteria; cyanobacterial,
OpenAlex,,10.1051/vetres:2003019,2003.0,Health hazards for terrestrial vertebrates from toxic cyanobacteria in surface waterecosystems,"Toxigenic cyanobacteria are photosynthetic prokaryotes that are most often recognized in marine and freshwater systems, such as lakes, ponds, rivers, and estuaries. When environmental conditions (such as light, nutrients, water column stability, etc.) are suitable for their growth, cyanobacteria may proliferate and form toxic blooms in the upper, sunlit layers. The biology and ecology of cyanobacteria have been extensively studied throughout the world during the last two decades, but we still know little about the factors and processes involved in regulating toxin production for many cyanobacterial species. In this minireview, we discuss these microorganisms, and more especially the toxins they produce, as a potential and important health risk for wild and domestic animals.",Veterinary Research,saxitoxin biosynthesis genes dinoflagellate,dinoflagellate_stx,https://openalex.org/W2096496527,,10.1051/vetres:2003019,,health hazards for terrestrial vertebrates from toxic cyanobacteria in surface waterecosystems,doi:10.1051/vetres:2003019,,6,low_relevance_or_noise,cyanobacteria,0,0,0,2,2,,,,cyanobacteria; cyanobacterial,environmental; light
PubMed,14559084.0,,2003.0,Cylindrospermopsin occurrence in two German lakes and preliminary assessment of toxicity and toxin production of Cylindrospermopsis raciborskii (Cyanobacteria) isolates.,"Cylindrospermopsis raciborskii, a freshwater cyanobacterium of tropical origin, is not only increasingly found in (sub) tropical water bodies, but also in temperate regions. Since this species may produce potent toxins such as cylindrospermopsin (CYN) and paralytic shellfish poisons, its massive occurrence in water bodies used as drinking water sources or for recreation is of major concern. The proliferation of C. raciborskii in German water bodies has been documented for the past decade. We investigated the occurrence of CYN in field populations and isolates of C. raciborskii from two lakes, and assessed the toxicity of culture isolates using the mouse bioassay, primary rat hepatocytes and human derived cell lines. We show for the first time the occurrence of CYN in German water bodies. None of seven isolates of C. raciborskii contained CYN, however, all isolates were toxic to primary rat hepatocytes, human hepatoblastoma (HEP-G2) and human colon adenocarcinoma (CACO-2) cells. Methanolic extracts were more toxic than aqueous extracts. Three isolates tested in the mouse bioassay were toxic at a concentration of 800 mg kg(-1) showing liver and spleen damage and inflammation of the intestine. These results give strong evidence that the German isolates of C. raciborskii contain currently not identified or unknown toxins.",Toxicon : official journal of the International Society on Toxinology,cyanobacteria paralytic shellfish toxins,cyanobacteria_stx,,,,14559084.0,cylindrospermopsin occurrence in two german lakes and preliminary assessment of toxicity and toxin production of cylindrospermopsis raciborskii cyanobacteria isolates,pmid:14559084.0,,6,low_relevance_or_noise,cyanobacteria,0,0,0,3,0,,,,cyanobacteria; cyanobacterium; cylindrospermopsis,
CrossRef,,10.1021/acs.est.1c05279.s001,,In Vivo Temperature Dependency of Molybdenum and Vanadium Nitrogenase Activity in the Heterocystous Cyanobacteria Anabaena variabilis,,,temperature cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/acs.est.1c05279.s001,,in vivo temperature dependency of molybdenum and vanadium nitrogenase activity in the heterocystous cyanobacteria anabaena variabilis,doi:10.1021/acs.est.1c05279.s001,,5,low_relevance_or_noise,cyanobacteria,0,0,0,2,1,,,,anabaena; cyanobacteria,temperature
CrossRef,,10.1021/acs.est.1c05279.s002,,In Vivo Temperature Dependency of Molybdenum and Vanadium Nitrogenase Activity in the Heterocystous Cyanobacteria Anabaena variabilis,,,temperature cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/acs.est.1c05279.s002,,in vivo temperature dependency of molybdenum and vanadium nitrogenase activity in the heterocystous cyanobacteria anabaena variabilis,doi:10.1021/acs.est.1c05279.s002,,5,low_relevance_or_noise,cyanobacteria,0,0,0,2,1,,,,anabaena; cyanobacteria,temperature
CrossRef,,10.1021/acs.est.1c05279.s003,,In Vivo Temperature Dependency of Molybdenum and Vanadium Nitrogenase Activity in the Heterocystous Cyanobacteria Anabaena variabilis,,,temperature cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/acs.est.1c05279.s003,,in vivo temperature dependency of molybdenum and vanadium nitrogenase activity in the heterocystous cyanobacteria anabaena variabilis,doi:10.1021/acs.est.1c05279.s003,,5,low_relevance_or_noise,cyanobacteria,0,0,0,2,1,,,,anabaena; cyanobacteria,temperature
CrossRef,,10.1021/acs.est.4c10888.s001,,Genomic Identification and Characterization of Saxitoxin Producing Cyanobacteria in Western Lake Erie Harmful Algal Blooms,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/acs.est.4c10888.s001,,genomic identification and characterization of saxitoxin producing cyanobacteria in western lake erie harmful algal blooms,doi:10.1021/acs.est.4c10888.s001,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxin,,,cyanobacteria,
CrossRef,,10.1021/acs.est.4c10888.s002,,Genomic Identification and Characterization of Saxitoxin Producing Cyanobacteria in Western Lake Erie Harmful Algal Blooms,,,cyanobacteria saxitoxin,cyanobacteria_stx,,,10.1021/acs.est.4c10888.s002,,genomic identification and characterization of saxitoxin producing cyanobacteria in western lake erie harmful algal blooms,doi:10.1021/acs.est.4c10888.s002,,5,cyanobacteria_stx,cyanobacteria,1,0,0,1,0,saxitoxin,,,cyanobacteria,
CrossRef,,10.1021/acs.est.7b04992.s001,,Mutual Dependence of Nitrogen and Phosphorus as Key Nutrient Elements: One Facilitates Dolichospermum flos-aquae to Overcome the Limitations of the Other,,,Dolichospermum saxitoxin,cyanobacteria_stx,,,10.1021/acs.est.7b04992.s001,,mutual dependence of nitrogen and phosphorus as key nutrient elements one facilitates dolichospermum flos aquae to overcome the limitations of the other,doi:10.1021/acs.est.7b04992.s001,,5,low_relevance_or_noise,cyanobacteria,0,0,0,1,3,,,,dolichospermum,nitrogen; nutrient; phosphorus
CrossRef,,10.5194/bg-2020-378-ac1,,Manifestations and environmental implications of microbially-induced calcium carbonate precipitation (MICP) by the cyanobacterium Dolichospermum flosaquae,,,Dolichospermum saxitoxin,cyanobacteria_stx,,,10.5194/bg-2020-378-ac1,,manifestations and environmental implications of microbially induced calcium carbonate precipitation micp by the cyanobacterium dolichospermum flosaquae,doi:10.5194/bg-2020-378-ac1,,5,low_relevance_or_noise,cyanobacteria,0,0,0,2,1,,,,cyanobacterium; dolichospermum,environmental
CrossRef,,10.5194/bg-2020-378-ac2,,Manifestations and environmental implications of microbially-induced calcium carbonate precipitation (MICP) by the cyanobacterium Dolichospermum flosaquae,,,Dolichospermum saxitoxin,cyanobacteria_stx,,,10.5194/bg-2020-378-ac2,,manifestations and environmental implications of microbially induced calcium carbonate precipitation micp by the cyanobacterium dolichospermum flosaquae,doi:10.5194/bg-2020-378-ac2,,5,low_relevance_or_noise,cyanobacteria,0,0,0,2,1,,,,cyanobacterium; dolichospermum,environmental
CrossRef,,10.5194/bg-2020-378-rc1,,Manifestations and environmental implications of microbially-induced calcium 1carbonate   precipitation   (MICP)   by   the   cyanobacterium Dolichospermum 2flosaquae,,,Dolichospermum saxitoxin,cyanobacteria_stx,,,10.5194/bg-2020-378-rc1,,manifestations and environmental implications of microbially induced calcium 1carbonate precipitation micp by the cyanobacterium dolichospermum 2flosaquae,doi:10.5194/bg-2020-378-rc1,,5,low_relevance_or_noise,cyanobacteria,0,0,0,2,1,,,,cyanobacterium; dolichospermum,environmental
