Source,Source_Type,Target,Target_Type,Hypothesis_Class,Node2Vec_Score,Node2Vec_Rank,AdamicAdar_Score,AdamicAdar_Rank,Jaccard_Score,Jaccard_Rank,Common_Neighbors,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Coverage,Pair_Key,Temporal_Outcome,Interpretation,Primary_Rank,Primary_Score,Primary_Method,Search_Text
cyanobacterium,CYANO_TAXON,protoceratium,DINO_TAXON,cross_taxa_association,0.2083200038609206,398,0.9427253484504968,434,0.1111111111111111,419,4,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,cyanobacterium|||protoceratium,Not observed post-2015,"The relationship between cyanobacterium and protoceratium was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, toxicity, paralytic shellfish poisoning, alexandrium minutum. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",434,0.9427253484504968,Adamic–Adar,cyanobacterium protoceratium cyano_taxon dino_taxon cross_taxa_association alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum dino_taxon; biological_process; toxin; dino_taxon
neosaxitoxin,TOXIN,protoceratium_reticulatum,DINO_TAXON,taxon_toxin_association,0.2459785987672094,355,0.9427253484504968,434,0.1052631578947368,430,4,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,neosaxitoxin|||protoceratium_reticulatum,Subsequently represented,"The relationship between neosaxitoxin and protoceratium reticulatum was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, toxicity, paralytic shellfish poisoning, alexandrium minutum. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",434,0.9427253484504968,Adamic–Adar,neosaxitoxin protoceratium_reticulatum toxin dino_taxon taxon_toxin_association alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum dino_taxon; biological_process; toxin; dino_taxon
neosaxitoxin,TOXIN,protoceratium,DINO_TAXON,taxon_toxin_association,0.1681314441677328,440,0.9427253484504968,434,0.1052631578947368,430,4,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,neosaxitoxin|||protoceratium,Subsequently represented,"The relationship between neosaxitoxin and protoceratium was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, toxicity, paralytic shellfish poisoning, alexandrium minutum. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",434,0.9427253484504968,Adamic–Adar,neosaxitoxin protoceratium toxin dino_taxon taxon_toxin_association alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum dino_taxon; biological_process; toxin; dino_taxon
sxtg,SXT_GENE,protoceratium,DINO_TAXON,taxon_gene_association,0.1472467753047926,461,0.9427253484504968,434,0.1052631578947368,430,4,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,protoceratium|||sxtg,Not observed post-2015,"The relationship between sxtg and protoceratium was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, toxicity, paralytic shellfish poisoning, alexandrium minutum. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",434,0.9427253484504968,Adamic–Adar,sxtg protoceratium sxt_gene dino_taxon taxon_gene_association alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum dino_taxon; biological_process; toxin; dino_taxon
sxtg,SXT_GENE,protoceratium_reticulatum,DINO_TAXON,taxon_gene_association,0.1223856452459898,481,0.9427253484504968,434,0.1052631578947368,430,4,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,protoceratium_reticulatum|||sxtg,Not observed post-2015,"The relationship between sxtg and protoceratium reticulatum was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, toxicity, paralytic shellfish poisoning, alexandrium minutum. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",434,0.9427253484504968,Adamic–Adar,sxtg protoceratium_reticulatum sxt_gene dino_taxon taxon_gene_association alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum dino_taxon; biological_process; toxin; dino_taxon
anabaena,CYANO_TAXON,protoceratium_reticulatum,DINO_TAXON,cross_taxa_association,0.1013975374830622,494,0.9427253484504968,434,0.1052631578947368,430,4,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,anabaena|||protoceratium_reticulatum,Not observed post-2015,"The relationship between anabaena and protoceratium reticulatum was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, toxicity, paralytic shellfish poisoning, alexandrium minutum. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",434,0.9427253484504968,Adamic–Adar,anabaena protoceratium_reticulatum cyano_taxon dino_taxon cross_taxa_association alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum dino_taxon; biological_process; toxin; dino_taxon
anabaena,CYANO_TAXON,protoceratium,DINO_TAXON,cross_taxa_association,0.0730630099129929,507,0.9427253484504968,434,0.1052631578947368,430,4,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,anabaena|||protoceratium,Not observed post-2015,"The relationship between anabaena and protoceratium was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, toxicity, paralytic shellfish poisoning, alexandrium minutum. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",434,0.9427253484504968,Adamic–Adar,anabaena protoceratium cyano_taxon dino_taxon cross_taxa_association alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum dino_taxon; biological_process; toxin; dino_taxon
sxta,SXT_GENE,protoceratium,DINO_TAXON,taxon_gene_association,0.1029723870027596,491,0.9427253484504968,434,0.0655737704918032,498,4,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,protoceratium|||sxta,Not observed post-2015,"The relationship between sxta and protoceratium was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, toxicity, paralytic shellfish poisoning, alexandrium minutum. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",434,0.9427253484504968,Adamic–Adar,sxta protoceratium sxt_gene dino_taxon taxon_gene_association alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum dino_taxon; biological_process; toxin; dino_taxon
sxta,SXT_GENE,protoceratium_reticulatum,DINO_TAXON,taxon_gene_association,0.1007071880209272,495,0.9427253484504968,434,0.0655737704918032,498,4,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,protoceratium_reticulatum|||sxta,Not observed post-2015,"The relationship between sxta and protoceratium reticulatum was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, toxicity, paralytic shellfish poisoning, alexandrium minutum. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",434,0.9427253484504968,Adamic–Adar,sxta protoceratium_reticulatum sxt_gene dino_taxon taxon_gene_association alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum dino_taxon; biological_process; toxin; dino_taxon
cyanobacteria,CYANO_TAXON,protoceratium_reticulatum,DINO_TAXON,cross_taxa_association,0.1045269018664402,490,0.9427253484504968,434,0.0615384615384615,502,4,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,cyanobacteria|||protoceratium_reticulatum,Not observed post-2015,"The relationship between cyanobacteria and protoceratium reticulatum was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, toxicity, paralytic shellfish poisoning, alexandrium minutum. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",434,0.9427253484504968,Adamic–Adar,cyanobacteria protoceratium_reticulatum cyano_taxon dino_taxon cross_taxa_association alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum dino_taxon; biological_process; toxin; dino_taxon
cyanobacteria,CYANO_TAXON,protoceratium,DINO_TAXON,cross_taxa_association,0.0802333591898481,500,0.9427253484504968,434,0.0615384615384615,502,4,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,cyanobacteria|||protoceratium,Not observed post-2015,"The relationship between cyanobacteria and protoceratium was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, toxicity, paralytic shellfish poisoning, alexandrium minutum. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",434,0.9427253484504968,Adamic–Adar,cyanobacteria protoceratium cyano_taxon dino_taxon cross_taxa_association alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum dino_taxon; biological_process; toxin; dino_taxon
sxtb,SXT_GENE,alexandrium_leei,DINO_TAXON,taxon_gene_association,0.4422439236654749,83,0.9381857462787444,446,0.2105263157894736,292,4,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; sxta,DINO_TAXON; TOXIN; TOXIN; SXT_GENE,dino_pre2016,unvalidated_candidate,1,alexandrium_leei|||sxtb,Not observed post-2015,"The relationship between sxtb and alexandrium leei was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as dinoflagellate, saxitoxin, paralytic shellfish toxins, sxta. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",446,0.9381857462787444,Adamic–Adar,sxtb alexandrium_leei sxt_gene dino_taxon taxon_gene_association dinoflagellate; saxitoxin; paralytic_shellfish_toxins; sxta dino_taxon; toxin; toxin; sxt_gene
sxtu,SXT_GENE,alexandrium_leei,DINO_TAXON,taxon_gene_association,0.2485276823052202,350,0.9381857462787444,446,0.1739130434782608,352,4,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; sxta,DINO_TAXON; TOXIN; TOXIN; SXT_GENE,dino_pre2016,unvalidated_candidate,1,alexandrium_leei|||sxtu,Not observed post-2015,"The relationship between sxtu and alexandrium leei was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as dinoflagellate, saxitoxin, paralytic shellfish toxins, sxta. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",446,0.9381857462787444,Adamic–Adar,sxtu alexandrium_leei sxt_gene dino_taxon taxon_gene_association dinoflagellate; saxitoxin; paralytic_shellfish_toxins; sxta dino_taxon; toxin; toxin; sxt_gene
lyngbya,CYANO_TAXON,alexandrium_leei,DINO_TAXON,cross_taxa_association,0.3743481990689603,155,0.9361398397541306,448,0.1739130434782608,352,4,alexandrium; saxitoxin; paralytic_shellfish_toxins; sxta,DINO_TAXON; TOXIN; TOXIN; SXT_GENE,dino_pre2016,unvalidated_candidate,1,alexandrium_leei|||lyngbya,Not observed post-2015,"The relationship between lyngbya and alexandrium leei was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, saxitoxin, paralytic shellfish toxins, sxta. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",448,0.9361398397541306,Adamic–Adar,lyngbya alexandrium_leei cyano_taxon dino_taxon cross_taxa_association alexandrium; saxitoxin; paralytic_shellfish_toxins; sxta dino_taxon; toxin; toxin; sxt_gene
sxtb,SXT_GENE,environmental_stress,ENV_FACTOR,environment_gene_regulation,0.2150607322954715,390,0.9338898094166446,449,0.1481481481481481,387,4,dinoflagellate; saxitoxin; toxin_production; paralytic_shellfish_poisoning,DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN,dino_pre2016,unvalidated_candidate,1,environmental_stress|||sxtb,Not observed post-2015,"The relationship between sxtb and environmental stress was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as dinoflagellate, saxitoxin, toxin production, paralytic shellfish poisoning. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",449,0.9338898094166446,Adamic–Adar,sxtb environmental_stress sxt_gene env_factor environment_gene_regulation dinoflagellate; saxitoxin; toxin_production; paralytic_shellfish_poisoning dino_taxon; toxin; biological_process; toxin
sxt_genes,SXT_GENE,bloom_dynamics,BIOLOGICAL_PROCESS,gene_process_association,0.3684239330185302,164,0.9281619354652012,450,0.1333333333333333,399,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,bloom_dynamics|||sxt_genes,Not observed post-2015,"The relationship between sxt genes and bloom dynamics was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, paralytic shellfish poisoning, bloom, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",450,0.9281619354652012,Adamic–Adar,sxt_genes bloom_dynamics sxt_gene biological_process gene_process_association alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates dino_taxon; toxin; env_factor; dino_taxon
neosaxitoxin,TOXIN,bloom_dynamics,BIOLOGICAL_PROCESS,process_toxin_association,0.6509247034379424,11,0.9281619354652012,450,0.1111111111111111,419,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,bloom_dynamics|||neosaxitoxin,Not observed post-2015,"The relationship between neosaxitoxin and bloom dynamics was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, paralytic shellfish poisoning, bloom, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",450,0.9281619354652012,Adamic–Adar,neosaxitoxin bloom_dynamics toxin biological_process process_toxin_association alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates dino_taxon; toxin; env_factor; dino_taxon
sxtg,SXT_GENE,bloom_dynamics,BIOLOGICAL_PROCESS,gene_process_association,0.4358748364871646,88,0.9281619354652012,450,0.1111111111111111,419,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,bloom_dynamics|||sxtg,Not observed post-2015,"The relationship between sxtg and bloom dynamics was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, paralytic shellfish poisoning, bloom, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",450,0.9281619354652012,Adamic–Adar,sxtg bloom_dynamics sxt_gene biological_process gene_process_association alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates dino_taxon; toxin; env_factor; dino_taxon
gtx,TOXIN,bloom_dynamics,BIOLOGICAL_PROCESS,process_toxin_association,0.619955528575439,17,0.9281619354652012,450,0.1025641025641025,443,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,bloom_dynamics|||gtx,Not observed post-2015,"The relationship between gtx and bloom dynamics was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, paralytic shellfish poisoning, bloom, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",450,0.9281619354652012,Adamic–Adar,gtx bloom_dynamics toxin biological_process process_toxin_association alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates dino_taxon; toxin; env_factor; dino_taxon
gonyautoxin,TOXIN,bloom_dynamics,BIOLOGICAL_PROCESS,process_toxin_association,0.6631453401003983,9,0.9281619354652012,450,0.0784313725490196,482,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,bloom_dynamics|||gonyautoxin,Not observed post-2015,"The relationship between gonyautoxin and bloom dynamics was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, paralytic shellfish poisoning, bloom, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",450,0.9281619354652012,Adamic–Adar,gonyautoxin bloom_dynamics toxin biological_process process_toxin_association alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates dino_taxon; toxin; env_factor; dino_taxon
sxta,SXT_GENE,bloom_dynamics,BIOLOGICAL_PROCESS,gene_process_association,0.4861673547831301,57,0.9281619354652012,450,0.0677966101694915,497,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,bloom_dynamics|||sxta,Not observed post-2015,"The relationship between sxta and bloom dynamics was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, paralytic shellfish poisoning, bloom, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",450,0.9281619354652012,Adamic–Adar,sxta bloom_dynamics sxt_gene biological_process gene_process_association alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates dino_taxon; toxin; env_factor; dino_taxon
paralytic_shellfish_toxins,TOXIN,bloom_dynamics,BIOLOGICAL_PROCESS,process_toxin_association,0.7631959233289725,3,0.9281619354652012,450,0.0555555555555555,504,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,bloom_dynamics|||paralytic_shellfish_toxins,Subsequently represented,"The relationship between paralytic shellfish toxins and bloom dynamics was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, paralytic shellfish poisoning, bloom, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",450,0.9281619354652012,Adamic–Adar,paralytic_shellfish_toxins bloom_dynamics toxin biological_process process_toxin_association alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates dino_taxon; toxin; env_factor; dino_taxon
saxitoxin,TOXIN,bloom_dynamics,BIOLOGICAL_PROCESS,process_toxin_association,0.8220038158142227,1,0.9281619354652012,450,0.05,508,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,bloom_dynamics|||saxitoxin,Not observed post-2015,"The relationship between saxitoxin and bloom dynamics was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, paralytic shellfish poisoning, bloom, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",450,0.9281619354652012,Adamic–Adar,saxitoxin bloom_dynamics toxin biological_process process_toxin_association alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates dino_taxon; toxin; env_factor; dino_taxon
sxtg,SXT_GENE,environmental_regulation,BIOLOGICAL_PROCESS,gene_process_association,0.1513904094521404,458,0.927888249781214,458,0.0975609756097561,452,4,alexandrium; saxitoxin; toxicity; paralytic_shellfish_toxins,DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN,dino_pre2016,unvalidated_candidate,1,environmental_regulation|||sxtg,Not observed post-2015,"The relationship between sxtg and environmental regulation was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, saxitoxin, toxicity, paralytic shellfish toxins. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",458,0.927888249781214,Adamic–Adar,sxtg environmental_regulation sxt_gene biological_process gene_process_association alexandrium; saxitoxin; toxicity; paralytic_shellfish_toxins dino_taxon; toxin; biological_process; toxin
irradiance,ENV_FACTOR,sxtd,SXT_GENE,environment_gene_regulation,0.1665793676233252,441,0.9217758605841732,459,0.1333333333333333,399,4,saxitoxin; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; dinoflagellates,TOXIN; TOXIN; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,irradiance|||sxtd,Not observed post-2015,"The relationship between irradiance and sxtd was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, paralytic shellfish poisoning, paralytic shellfish toxins, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",459,0.9217758605841732,Adamic–Adar,irradiance sxtd env_factor sxt_gene environment_gene_regulation saxitoxin; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; dinoflagellates toxin; toxin; toxin; dino_taxon
phosphate,ENV_FACTOR,sxtd,SXT_GENE,environment_gene_regulation,0.1644825251123837,444,0.9217758605841732,459,0.1025641025641025,443,4,saxitoxin; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; dinoflagellates,TOXIN; TOXIN; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,phosphate|||sxtd,Not observed post-2015,"The relationship between phosphate and sxtd was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, paralytic shellfish poisoning, paralytic shellfish toxins, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",459,0.9217758605841732,Adamic–Adar,phosphate sxtd env_factor sxt_gene environment_gene_regulation saxitoxin; paralytic_shellfish_poisoning; paralytic_shellfish_toxins; dinoflagellates toxin; toxin; toxin; dino_taxon
sxti,SXT_GENE,environmental_stress,ENV_FACTOR,environment_gene_regulation,0.322801712438631,243,0.9175056161459688,461,0.1666666666666666,359,4,dinoflagellate; saxitoxin; paralytic_shellfish_poisoning; alexandrium,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,environmental_stress|||sxti,Not observed post-2015,"The relationship between sxti and environmental stress was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as dinoflagellate, saxitoxin, paralytic shellfish poisoning, alexandrium. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",461,0.9175056161459688,Adamic–Adar,sxti environmental_stress sxt_gene env_factor environment_gene_regulation dinoflagellate; saxitoxin; paralytic_shellfish_poisoning; alexandrium dino_taxon; toxin; toxin; dino_taxon
alexandrium_ostenfeldii,DINO_TAXON,scytonema,CYANO_TAXON,cross_taxa_association,0.1893086247308314,419,0.7167355682806487,462,0.0909090909090909,468,3,saxitoxin; phylogenetic; dinoflagellates,TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,alexandrium_ostenfeldii|||scytonema,Not observed post-2015,"The relationship between alexandrium ostenfeldii and scytonema was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, phylogenetic, dinoflagellates. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",462,0.7167355682806487,Adamic–Adar,alexandrium_ostenfeldii scytonema dino_taxon cyano_taxon cross_taxa_association saxitoxin; phylogenetic; dinoflagellates toxin; biological_process; dino_taxon
sxt_genes,SXT_GENE,alexandrium_affine,DINO_TAXON,taxon_gene_association,0.2535228913301424,341,0.7141044217469659,463,0.0909090909090909,468,3,alexandrium; light; dinoflagellate,DINO_TAXON; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,1,alexandrium_affine|||sxt_genes,Subsequently represented,"The relationship between sxt genes and alexandrium affine was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, light, dinoflagellate. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",463,0.7141044217469659,Adamic–Adar,sxt_genes alexandrium_affine sxt_gene dino_taxon taxon_gene_association alexandrium; light; dinoflagellate dino_taxon; env_factor; dino_taxon
sxtg,SXT_GENE,alexandrium_affine,DINO_TAXON,taxon_gene_association,0.3126225017082795,258,0.7141044217469659,463,0.0769230769230769,484,3,alexandrium; dinoflagellate; nutrient,DINO_TAXON; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,1,alexandrium_affine|||sxtg,Subsequently represented,"The relationship between sxtg and alexandrium affine was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as alexandrium, dinoflagellate, nutrient. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",463,0.7141044217469659,Adamic–Adar,sxtg alexandrium_affine sxt_gene dino_taxon taxon_gene_association alexandrium; dinoflagellate; nutrient dino_taxon; dino_taxon; env_factor
sxti,SXT_GENE,gene_loss,BIOLOGICAL_PROCESS,gene_process_association,0.533212434846978,36,0.7091241654749623,465,0.1764705882352941,347,3,saxitoxin; cyanobacteria; biosynthesis,TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,1,gene_loss|||sxti,Not observed post-2015,"The relationship between sxti and gene loss was identified as a candidate missing link in the pre-2016 dinoflagellate knowledge graph. Historical graph connectivity includes bridge concepts such as saxitoxin, cyanobacteria, biosynthesis. This relationship should be interpreted as a literature-derived hypothesis rather than experimental evidence of a biological mechanism.",465,0.7091241654749623,Adamic–Adar,sxti gene_loss sxt_gene biological_process gene_process_association saxitoxin; cyanobacteria; biosynthesis toxin; cyano_taxon; biological_process
