Source,Target,Relation,Source_Type,Target_Type,Weight,Paper_Count,Paper_IDs,Years,Edge_Key,Transfer_Match
oxidative stress,paralytic shellfish poisoning,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,25544652;27424100,2015.0;2016.0,"('oxidative stress', 'paralytic shellfish poisoning')",0
oxidative stress,paralytic shellfish toxins,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,31466003;41373596,2020.0;2025.0,"('oxidative stress', 'paralytic shellfish toxins')",0
paralytic shellfish poisoning,pks,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,2,2,18487408;35031458,2008.0;2022.0,"('paralytic shellfish poisoning', 'pks')",0
paralytic shellfish poisoning,pst-producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,2,2,21376073;23457475,2011.0;2013.0,"('paralytic shellfish poisoning', 'pst-producing')",0
paralytic shellfish poisoning,pyrodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,2,2,20714432;35198665,2010.0;2022.0,"('paralytic shellfish poisoning', 'pyrodinium')",0
paralytic shellfish poisoning,saxitoxin biosynthesis genes,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,35198665;40449983,2022.0;2025.0,"('paralytic shellfish poisoning', 'saxitoxin biosynthesis genes')",0
paralytic shellfish toxins,ph,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,21985090;25046082,2011.0;2014.0,"('paralytic shellfish toxins', 'ph')",0
paralytic shellfish toxins,phylogenetic analysis,SEMANTIC_CO_OCCURS,TOXIN,EVOLUTIONARY_PROCESS,2,2,30502809;32307073,2018.0;2020.0,"('paralytic shellfish toxins', 'phylogenetic analysis')",0
paralytic shellfish toxins,pks,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,TOXIN,2,2,20479965;33084210,2010.0;2021.0,"('paralytic shellfish toxins', 'pks')",0
paralytic shellfish toxins,precursors,TOXIN_MECHANISM_RELATION,TOXIN,BIOLOGICAL_MECHANISM,2,2,19632259;26842222,2010.0;2016.0,"('paralytic shellfish toxins', 'precursors')",0
paralytic shellfish toxins,sxto,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,25421324;30296060,2014.0;2018.0,"('paralytic shellfish toxins', 'sxto')",0
paralytic shellfish toxins,sxtt,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,32532989;38270276,2020.0;2024.0,"('paralytic shellfish toxins', 'sxtt')",0
paralytic shellfish toxins,upregulated,SEMANTIC_CO_OCCURS,TOXIN,REGULATION_EXPRESSION,2,2,31408752;41334952,2019.0;2025.0,"('paralytic shellfish toxins', 'upregulated')",0
ph,salinity,SEMANTIC_CO_OCCURS,ENV_FACTOR,ENV_FACTOR,2,2,33980451;35364510,2021.0;2022.0,"('ph', 'salinity')",0
ph,toxin production,ENV_FACTOR_ASSOCIATED_WITH_TOXIN,TOXIN,ENV_FACTOR,2,2,15804520;33980451,2005.0;2021.0,"('ph', 'toxin production')",0
ph,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,ENV_FACTOR,2,2,14766924;19627483,2004.0;2009.0,"('ph', 'toxin-producing')",0
phosphorus,sxt genes,ENV_FACTOR_ASSOCIATED_WITH_GENE,GENE,ENV_FACTOR,2,2,28073499;40209228,2016.0;2025.0,"('phosphorus', 'sxt genes')",0
phosphorus,transcriptional responses,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,ENV_FACTOR,2,2,23894552;28073499,2013.0;2016.0,"('phosphorus', 'transcriptional responses')",0
phylogenetic analysis,phylogenetic tree,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,EVOLUTIONARY_PROCESS,2,2,27007634;32307073,2013.0;2020.0,"('phylogenetic analysis', 'phylogenetic tree')",0
phylogenetic analysis,pst-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,EVOLUTIONARY_PROCESS,2,2,30502809;32307073,2018.0;2020.0,"('phylogenetic analysis', 'pst-producing')",0
phylogenetic analysis,sxtb,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,24015317;40449983,2013.0;2025.0,"('phylogenetic analysis', 'sxtb')",0
phylogenetic analysis,sxty,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,32307073;40449983,2020.0;2025.0,"('phylogenetic analysis', 'sxty')",0
phylogeny,sxti,EVOLUTION_GENE_RELATION,GENE,EVOLUTIONARY_PROCESS,2,2,27907126;38705616,2016.0;2024.0,"('phylogeny', 'sxti')",0
precursor,sxta,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,29390180;33084210,2018.0;2021.0,"('precursor', 'sxta')",0
pst producing,saxitoxin biosynthesis,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,2,2,27569199;29705145,2016.0;2018.0,"('pst producing', 'saxitoxin biosynthesis')",0
pst producing,sxta,SEMANTIC_CO_OCCURS,GENE,TOXIN_PHENOTYPE,2,2,27569199;29705145,2016.0;2018.0,"('pst producing', 'sxta')",0
saxitoxin,stx biosynthesis gene,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,2,2,20935128;40209228,2010.0;2025.0,"('saxitoxin', 'stx biosynthesis gene')",0
saxitoxin,sxtx,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,2,2,28797629;40209228,2017.0;2025.0,"('saxitoxin', 'sxtx')",0
saxitoxin biosynthesis,sxtx,GENE_MECHANISM_RELATION,GENE,BIOLOGICAL_MECHANISM,2,2,36689843;40209228,2023.0;2025.0,"('saxitoxin biosynthesis', 'sxtx')",0
saxitoxin biosynthesis,transcriptional response,SEMANTIC_CO_OCCURS,REGULATION_EXPRESSION,BIOLOGICAL_MECHANISM,2,2,26347118;29027918,2016.0;2017.0,"('saxitoxin biosynthesis', 'transcriptional response')",0
secondary metabolism,secondary metabolite,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,BIOSYNTHETIC_SYSTEM,2,2,14718552;32290496,2004.0;2020.0,"('secondary metabolism', 'secondary metabolite')",0
secondary metabolites,sxtg,BIOSYNTHETIC_GENE_RELATION,GENE,BIOSYNTHETIC_SYSTEM,2,2,22628533;32058687,2013.0;2020.0,"('secondary metabolites', 'sxtg')",0
sxt gene,toxin profile,GENE_ASSOCIATED_WITH_TOXIN,TOXIN,GENE,2,2,30296060;39003021,2018.0;2024.0,"('sxt gene', 'toxin profile')",0
sxt genes,toxin profile,GENE_ASSOCIATED_WITH_TOXIN,GENE,TOXIN,2,2,28797629;36326655,2017.0;2022.0,"('sxt genes', 'toxin profile')",0
sxta,sxtn,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,27907126;40449983,2016.0;2025.0,"('sxta', 'sxtn')",0
sxta,sxtx,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,36689843;40209228,2023.0;2025.0,"('sxta', 'sxtx')",0
sxta,sxtz,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,19484122;25421324,2009.0;2014.0,"('sxta', 'sxtz')",0
sxta,toxin producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,GENE,2,2,27907126;29705145,2016.0;2018.0,"('sxta', 'toxin producing')",0
sxti,sxtn,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,27907126;40449983,2016.0;2025.0,"('sxti', 'sxtn')",0
sxto,sxtz,SEMANTIC_CO_OCCURS,GENE,GENE,2,2,25421324;32307073,2014.0;2020.0,"('sxto', 'sxtz')",0
sxtx,temperature,ENV_FACTOR_ASSOCIATED_WITH_GENE,GENE,ENV_FACTOR,2,2,36689843;40209228,2023.0;2025.0,"('sxtx', 'temperature')",0
temperature,toxic cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,2,2,33875183;36136576,2021.0;2022.0,"('temperature', 'toxic cyanobacteria')",0
temperature,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,ENV_FACTOR,2,2,24334673;34442662,2014.0;2021.0,"('temperature', 'toxin-producing')",0
toxic cyanobacteria,toxin content,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,2,2,24956074;38786590,2014.0;2024.0,"('toxic cyanobacteria', 'toxin content')",0
toxic cyanobacteria,toxin profile,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN,2,2,10414862;7660371,1995.0;1999.0,"('toxic cyanobacteria', 'toxin profile')",0
toxic cyanobacteria,toxin-producing,SEMANTIC_CO_OCCURS,TAXON_GROUP,TOXIN_PHENOTYPE,2,2,16650472;36430059,2006.0;2022.0,"('toxic cyanobacteria', 'toxin-producing')",0
toxin content,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN,TOXIN_PHENOTYPE,2,2,23648419;28678186,2013.0;2017.0,"('toxin content', 'toxin-producing')",0
toxin producing,toxin-producing,SEMANTIC_CO_OCCURS,TOXIN_PHENOTYPE,TOXIN_PHENOTYPE,2,2,16650472;26417864,2006.0;2015.0,"('toxin producing', 'toxin-producing')",0
absence of saxitoxin,dinoflagellate gymnodinium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('absence of saxitoxin', 'dinoflagellate gymnodinium')",0
absence of saxitoxin,dinoflagellate gymnodinium catenatum,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P055;P202,2015,"('absence of saxitoxin', 'dinoflagellate gymnodinium catenatum')",0
absence of saxitoxin,each toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('absence of saxitoxin', 'each toxin')",0
absence of saxitoxin,gonyautoxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('absence of saxitoxin', 'gonyautoxins')",0
absence of saxitoxin,gymnodinium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('absence of saxitoxin', 'gymnodinium')",0
absence of saxitoxin,gymnodinium catenatum graham,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P055;P202,2015,"('absence of saxitoxin', 'gymnodinium catenatum graham')",0
absence of saxitoxin,marine dinoflagellate gymnodinium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('absence of saxitoxin', 'marine dinoflagellate gymnodinium')",0
absence of saxitoxin,marine dinoflagellate gymnodinium catenatum,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('absence of saxitoxin', 'marine dinoflagellate gymnodinium catenatum')",0
absence of saxitoxin,neosaxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('absence of saxitoxin', 'neosaxitoxin')",0
absence of saxitoxin,paralytic toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('absence of saxitoxin', 'paralytic toxin')",0
absence of saxitoxin,saxitoxin analogues,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('absence of saxitoxin', 'saxitoxin analogues')",0
absence of saxitoxin,sulfocarbamoyl toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('absence of saxitoxin', 'sulfocarbamoyl toxins')",0
absence of saxitoxin,toxin analogues,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('absence of saxitoxin', 'toxin analogues')",0
absence of saxitoxin,toxin profiles of g,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P055;P202,2015,"('absence of saxitoxin', 'toxin profiles of g')",0
alexandrium,amidinotransferase,SEMANTIC_CO_OCCURS,GENE_DOMAIN,TAXON_GROUP,2,2,P119;P120,2013;2015,"('alexandrium', 'amidinotransferase')",0
alexandrium,freshwater cyanobacteria,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,2,2,P033;P180,2010;2013,"('alexandrium', 'freshwater cyanobacteria')",0
alexandrium,g. spinifera,SEMANTIC_CO_OCCURS,SPECIES,TAXON_GROUP,2,2,P051;P198,2012,"('alexandrium', 'g. spinifera')",0
alexandrium,n-sulfocarbamoyl toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('alexandrium', 'n-sulfocarbamoyl toxins')",0
alexandrium,neurotoxin saxitoxin,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P121;P215,2011;2014,"('alexandrium', 'neurotoxin saxitoxin')",0
alexandrium,paralytic toxin,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P058;P205,2015,"('alexandrium', 'paralytic toxin')",0
alexandrium,ph,SEMANTIC_CO_OCCURS,TAXON_GROUP,ENV_FACTOR,2,2,P093;P146,1999;2000,"('alexandrium', 'ph')",0
alexandrium,presence of c3,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_OTHER,2,2,P046;P193,1996,"('alexandrium', 'presence of c3')",0
alexandrium,profiles of alexandrium,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TAXON,2,2,P058;P205,2015,"('alexandrium', 'profiles of alexandrium')",0
alexandrium,relationship between toxin,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P092;P148,2004;2012,"('alexandrium', 'relationship between toxin')",0
alexandrium,secondary metabolite,SEMANTIC_CO_OCCURS,TAXON_GROUP,BIOSYNTHETIC_SYSTEM,2,2,P047;P194,2014,"('alexandrium', 'secondary metabolite')",0
alexandrium,suite of toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('alexandrium', 'suite of toxins')",0
alexandrium,sulfocarbamoyl toxins,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('alexandrium', 'sulfocarbamoyl toxins')",0
alexandrium,sulfocarbamoyl toxins c1,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('alexandrium', 'sulfocarbamoyl toxins c1')",0
alexandrium,toxic profiles,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P051;P198,2012,"('alexandrium', 'toxic profiles')",0
alexandrium,toxins c1,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('alexandrium', 'toxins c1')",0
alexandrium,toxins varied,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P046;P193,1996,"('alexandrium', 'toxins varied')",0
alexandrium catenella,distinct toxin,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'distinct toxin')",0
alexandrium catenella,distinct toxin profiles,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'distinct toxin profiles')",0
alexandrium catenella,higher toxin,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'higher toxin')",0
alexandrium catenella,nutrient levels,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_ENVIRONMENT,2,2,P042;P189,2006,"('alexandrium catenella', 'nutrient levels')",0
alexandrium catenella,other saxitoxin,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'other saxitoxin')",0
alexandrium catenella,other saxitoxin derivatives,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'other saxitoxin derivatives')",0
alexandrium catenella,paralytic shellfish toxin profiles,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'paralytic shellfish toxin profiles')",0
alexandrium catenella,profiles and toxin,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'profiles and toxin')",0
alexandrium catenella,saxitoxin derivatives,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'saxitoxin derivatives')",0
alexandrium catenella,shellfish toxin profiles,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'shellfish toxin profiles')",0
alexandrium catenella,sulfocarbamoyl toxin,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'sulfocarbamoyl toxin')",0
alexandrium catenella,total toxins,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'total toxins')",0
alexandrium catenella,toxin contents,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'toxin contents')",0
alexandrium catenella,toxin profiles and toxin,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium catenella', 'toxin profiles and toxin')",0
alexandrium fundyense,alexandrium pacificum,SEMANTIC_CO_OCCURS,SPECIES,SPECIES,2,2,P127;P151,2014;2015,"('alexandrium fundyense', 'alexandrium pacificum')",0
alexandrium fundyense,alexandrium tamarense species,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON,2,2,P127;P151,2014;2015,"('alexandrium fundyense', 'alexandrium tamarense species')",0
alexandrium fundyense,alexandrium tamarense species complex,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON,2,2,P127;P151,2014;2015,"('alexandrium fundyense', 'alexandrium tamarense species complex')",0
alexandrium fundyense,genes involved,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_GENE_MECHANISM,2,2,P120;P151,2013;2015,"('alexandrium fundyense', 'genes involved')",0
alexandrium minutum,produced by dinoflagellates,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON,2,2,P121;P217,2011;2015,"('alexandrium minutum', 'produced by dinoflagellates')",0
alexandrium minutum,saxitoxin and its derivatives,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P120;P159,2013;2015,"('alexandrium minutum', 'saxitoxin and its derivatives')",0
alexandrium minutum,saxitoxin synthesis,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P120;P121,2011;2013,"('alexandrium minutum', 'saxitoxin synthesis')",0
alexandrium minutum,saxitoxin-producing dinoflagellate,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P120;P121,2011;2013,"('alexandrium minutum', 'saxitoxin-producing dinoflagellate')",0
alexandrium minutum,starting gene,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_GENE_MECHANISM,2,2,P121;P217,2011;2015,"('alexandrium minutum', 'starting gene')",0
alexandrium pacificum,alexandrium tamarense species,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON,2,2,P127;P151,2014;2015,"('alexandrium pacificum', 'alexandrium tamarense species')",0
alexandrium pacificum,alexandrium tamarense species complex,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON,2,2,P127;P151,2014;2015,"('alexandrium pacificum', 'alexandrium tamarense species complex')",0
alexandrium spp,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TAXON,2,2,P110;P237,2012,"('alexandrium spp', 'nitrogen')",0
alexandrium tamarense,distinct toxin,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium tamarense', 'distinct toxin')",0
alexandrium tamarense,distinct toxin profiles,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium tamarense', 'distinct toxin profiles')",0
alexandrium tamarense,freshwater cyanobacteria,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON,2,2,P033;P118,2013,"('alexandrium tamarense', 'freshwater cyanobacteria')",0
alexandrium tamarense,genus alexandrium,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON,2,2,P042;P189,2006,"('alexandrium tamarense', 'genus alexandrium')",0
alexandrium tamarense,involved in stx,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P118;P151,2013;2015,"('alexandrium tamarense', 'involved in stx')",0
alexandrium tamarense,nutrient levels,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_ENVIRONMENT,2,2,P042;P189,2006,"('alexandrium tamarense', 'nutrient levels')",0
alexandrium tamarense,paralytic shellfish toxin profiles,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium tamarense', 'paralytic shellfish toxin profiles')",0
alexandrium tamarense,producing dinoflagellates,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TAXON,2,2,P118;P121,2011;2013,"('alexandrium tamarense', 'producing dinoflagellates')",0
alexandrium tamarense,profiles and toxin,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium tamarense', 'profiles and toxin')",0
alexandrium tamarense,shellfish toxin profiles,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium tamarense', 'shellfish toxin profiles')",0
alexandrium tamarense,stx-producing,SEMANTIC_CO_OCCURS,SPECIES,TOXIN_PHENOTYPE,2,2,P023;P118,2011;2013,"('alexandrium tamarense', 'stx-producing')",0
alexandrium tamarense,toxic species,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P118;P151,2013;2015,"('alexandrium tamarense', 'toxic species')",0
alexandrium tamarense,toxin profiles and toxin,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P042;P189,2006,"('alexandrium tamarense', 'toxin profiles and toxin')",0
alexandrium tamarense,toxin synthesis,SEMANTIC_CO_OCCURS,SPECIES,PHRASE_TOXIN_PHENOTYPE,2,2,P118;P127,2013;2014,"('alexandrium tamarense', 'toxin synthesis')",0
alexandrium tamarense species,neosaxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,2,2,P044;P191,2014,"('alexandrium tamarense species', 'neosaxitoxin')",0
alexandrium tamarense species,phylogeny,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_TAXON,2,2,P044;P191,2014,"('alexandrium tamarense species', 'phylogeny')",0
alexandrium tamarense species,psp toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P044;P191,2014,"('alexandrium tamarense species', 'psp toxin profile')",0
alexandrium tamarense species,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,2,2,P127;P151,2014;2015,"('alexandrium tamarense species', 'saxitoxin')",0
alexandrium tamarense species,sxta,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,2,2,P127;P151,2014;2015,"('alexandrium tamarense species', 'sxta')",0
alexandrium tamarense species complex,neosaxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,2,2,P044;P191,2014,"('alexandrium tamarense species complex', 'neosaxitoxin')",0
alexandrium tamarense species complex,phylogeny,SEMANTIC_CO_OCCURS,EVOLUTIONARY_PROCESS,PHRASE_TAXON,2,2,P044;P191,2014,"('alexandrium tamarense species complex', 'phylogeny')",0
alexandrium tamarense species complex,psp toxin profile,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P044;P191,2014,"('alexandrium tamarense species complex', 'psp toxin profile')",0
alexandrium tamarense species complex,saxitoxin,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TAXON,2,2,P127;P151,2014;2015,"('alexandrium tamarense species complex', 'saxitoxin')",0
alexandrium tamarense species complex,sxta,SEMANTIC_CO_OCCURS,GENE,PHRASE_TAXON,2,2,P127;P151,2014;2015,"('alexandrium tamarense species complex', 'sxta')",0
all toxins,biosynthetic pathways,SEMANTIC_CO_OCCURS,BIOSYNTHETIC_SYSTEM,PHRASE_TOXIN_PHENOTYPE,2,2,P041;P188,1990,"('all toxins', 'biosynthetic pathways')",0
all toxins,differences in toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P041;P188,1990,"('all toxins', 'differences in toxin')",0
all toxins,dinoflagellate alexandrium fundyense,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TAXON,2,2,P041;P188,1990,"('all toxins', 'dinoflagellate alexandrium fundyense')",0
all toxins,dinoflagellates,SEMANTIC_CO_OCCURS,TAXON_GROUP,PHRASE_TOXIN_PHENOTYPE,2,2,P041;P188,1990,"('all toxins', 'dinoflagellates')",0
all toxins,dominant toxins,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P041;P188,1990,"('all toxins', 'dominant toxins')",0
all toxins,each toxin,SEMANTIC_CO_OCCURS,PHRASE_TOXIN_PHENOTYPE,PHRASE_TOXIN_PHENOTYPE,2,2,P041;P188,1990,"('all toxins', 'each toxin')",0
all toxins,gonyautoxins,SEMANTIC_CO_OCCURS,TOXIN,PHRASE_TOXIN_PHENOTYPE,2,2,P041;P188,1990,"('all toxins', 'gonyautoxins')",0
all toxins,isolate of alexandrium,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P041;P188,1990,"('all toxins', 'isolate of alexandrium')",0
all toxins,nitrogen,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P041;P188,1990,"('all toxins', 'nitrogen')",0
all toxins,phosphorus,SEMANTIC_CO_OCCURS,ENV_FACTOR,PHRASE_TOXIN_PHENOTYPE,2,2,P041;P188,1990,"('all toxins', 'phosphorus')",0
all toxins,producing dinoflagellates,SEMANTIC_CO_OCCURS,PHRASE_TAXON,PHRASE_TOXIN_PHENOTYPE,2,2,P041;P188,1990,"('all toxins', 'producing dinoflagellates')",0
